"CUADRO Nº 20: TOTAL DE VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR RÉGIMEN DE TENENCIA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"RÉGIMEN DE TENENCIA",,,,,
,,ALQUILADA,"PROPIA POR INVASIÓN","PROPIA PAGÁNDOLA A PLAZOS","PROPIA TOTALMENTE PAGADA","CEDIDA POR EL CENTRO DE TRABAJO/OTRO HOGAR /INSTITUCIÓN","OTRA FORMA"
,,,,,,,
"Provincia JAUJA",,,,,,,
"Viviendas particulares (001)",23099,3385,128,510,15222,1188,2666
"Ocupantes presentes (002)",91508,13639,543,2330,60087,4540,10369
"Casa independiente",,,,,,,
"Viviendas particulares (004)",22219,3036,112,498,14919,1145,2509
"Ocupantes presentes (005)",88468,12368,513,2282,59022,4398,9885
"Departamento en edificio",,,,,,,
"Viviendas particulares (007)",40,26,,1,11,,2
"Ocupantes presentes (008)",143,77,,2,58,,6
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",155,95,,5,42,5,8
"Ocupantes presentes (011)",685,362,,18,247,16,42
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",261,171,,3,64,7,16
"Ocupantes presentes (014)",1044,669,,11,238,28,98
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",391,44,16,3,182,20,126
"Ocupantes presentes (017)",1083,136,30,17,511,67,322
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",6,1,,,1,1,3
"Ocupantes presentes (020)",20,1,,,2,4,13
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",25,12,,,3,9,1
"Ocupantes presentes (023)",59,26,,,9,23,1
"Otro tipo",,,,,,,
"Viviendas particulares (025)",2,,,,,1,1
"Ocupantes presentes (026)",6,,,,,4,2
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",16048,2690,68,413,10305,849,1723
"Ocupantes presentes (029)",63443,10808,301,1881,40781,3183,6489
"Casa independiente",,,,,,,
"Viviendas particulares (031)",15562,2386,68,404,10185,826,1693
"Ocupantes presentes (032)",61493,9674,301,1850,40231,3108,6329
"Departamento en edificio",,,,,,,
"Viviendas particulares (034)",40,26,,1,11,,2
"Ocupantes presentes (035)",143,77,,2,58,,6
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",155,95,,5,42,5,8
"Ocupantes presentes (038)",685,362,,18,247,16,42
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",261,171,,3,64,7,16
"Ocupantes presentes (041)",1044,669,,11,238,28,98
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",6,1,,,1,1,3
"Ocupantes presentes (047)",20,1,,,2,4,13
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",23,11,,,2,9,1
"Ocupantes presentes (050)",54,25,,,5,23,1
"Otro tipo",,,,,,,
"Viviendas particulares (052)",1,,,,,1,
"Ocupantes presentes (053)",4,,,,,4,
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",7051,695,60,97,4917,339,943
"Ocupantes presentes (056)",28065,2831,242,449,19306,1357,3880
"Casa independiente",,,,,,,
"Viviendas particulares (058)",6657,650,44,94,4734,319,816
"Ocupantes presentes (059)",26975,2694,212,432,18791,1290,3556
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",391,44,16,3,182,20,126
"Ocupantes presentes (071)",1083,136,30,17,511,67,322
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",2,1,,,1,,
"Ocupantes presentes (077)",5,1,,,4,,
"Otro tipo",,,,,,,
"Viviendas particulares (079)",1,,,,,,1
"Ocupantes presentes (080)",2,,,,,,2
