"CUADRO Nº 19: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia ANTONIO RAYMONDI (000)",3767,595,582,1769,28,269,38,486
"Agric., ganadería, caza y silvicultura (001)",1704,1,157,1333,11,202,,
"Explotación de minas y canteras (003)",1,,1,,,,,
"Industrias manufactureras (004)",192,,96,86,4,6,,
"Suministro de electricidad, gas y agua (005)",12,1,11,,,,,
"Construcción (006)",282,6,225,33,2,16,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",230,11,5,187,7,20,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",12,,3,8,1,,,
"Comercio al por mayor (009)",10,,1,8,1,,,
"Comercio al por menor (010)",208,11,1,171,5,20,,
"Hoteles y restaurantes (011)",53,3,5,38,1,6,,
"Trans., almac. y comunicaciones (012)",58,10,20,24,3,1,,
"Intermediación financiera (013)",2,2,,,,,,
"Activid.inmobil., empres. y alquileres (014)",18,5,8,5,,,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",115,90,25,,,,,
"Enseñanza (016)",397,386,1,8,,2,,
"Servicios sociales y de salud (017)",52,48,2,1,,1,,
"Otras activ. serv.comun.soc y personales (018)",64,25,15,22,,2,,
"Hogares privados con servicio doméstico (019)",38,,,,,,38,
"Actividad economica no especificada (021)",63,7,11,32,,13,,
"Desocupado (022)",486,,,,,,,486
"Hombres (023)",3166,399,548,1547,24,220,5,423
"Agric., ganadería, caza y silvicultura (024)",1658,1,153,1302,11,191,,
"Explotación de minas y canteras (026)",1,,1,,,,,
"Industrias manufactureras (027)",156,,86,62,4,4,,
"Suministro de electricidad, gas y agua (028)",11,1,10,,,,,
"Construcción (029)",280,6,224,32,2,16,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",115,6,4,96,4,5,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",12,,3,8,1,,,
"Comercio al por mayor (032)",4,,,4,,,,
"Comercio al por menor (033)",99,6,1,84,3,5,,
"Hoteles y restaurantes (034)",6,,1,5,,,,
"Trans., almac. y comunicaciones (035)",55,8,20,23,3,1,,
"Activid.inmobil., empres. y alquileres (037)",17,5,8,4,,,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",96,71,25,,,,,
"Enseñanza (039)",271,264,1,5,,1,,
"Servicios sociales y de salud (040)",21,19,2,,,,,
"Otras activ. serv.comun.soc y personales (041)",28,15,6,7,,,,
"Hogares privados con servicio doméstico (042)",5,,,,,,5,
"Actividad economica no especificada (044)",23,3,7,11,,2,,
"Desocupado (045)",423,,,,,,,423
"Mujeres (046)",601,196,34,222,4,49,33,63
"Agric., ganadería, caza y silvicultura (047)",46,,4,31,,11,,
"Industrias manufactureras (050)",36,,10,24,,2,,
"Suministro de electricidad, gas y agua (051)",1,,1,,,,,
"Construcción (052)",2,,1,1,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",115,5,1,91,3,15,,
"Comercio al por mayor (055)",6,,1,4,1,,,
"Comercio al por menor (056)",109,5,,87,2,15,,
"Hoteles y restaurantes (057)",47,3,4,33,1,6,,
"Trans., almac. y comunicaciones (058)",3,2,,1,,,,
"Intermediación financiera (059)",2,2,,,,,,
"Activid.inmobil., empres. y alquileres (060)",1,,,1,,,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",19,19,,,,,,
"Enseñanza (062)",126,122,,3,,1,,
"Servicios sociales y de salud (063)",31,29,,1,,1,,
"Otras activ. serv.comun.soc y personales (064)",36,10,9,15,,2,,
"Hogares privados con servicio doméstico (065)",33,,,,,,33,
"Actividad economica no especificada (067)",40,4,4,21,,11,,
"Desocupado (068)",63,,,,,,,63
,,,,,,,,
"URBANA (069)",1366,418,243,485,18,49,22,131
"Agric., ganadería, caza y silvicultura (070)",279,,60,200,2,17,,
"Industrias manufactureras (073)",126,,64,56,4,2,,
"Suministro de electricidad, gas y agua (074)",2,1,1,,,,,
"Construcción (075)",82,5,61,10,2,4,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (076)",176,9,5,140,6,16,,
"Venta, mant.y rep. veh.autom.y motoc. (077)",8,,3,5,,,,
"Comercio al por mayor (078)",10,,1,8,1,,,
"Comercio al por menor (079)",158,9,1,127,5,16,,
"Hoteles y restaurantes (080)",37,2,2,31,1,1,,
"Trans., almac. y comunicaciones (081)",47,8,18,17,3,1,,
"Intermediación financiera (082)",2,2,,,,,,
"Activid.inmobil., empres. y alquileres (083)",12,3,6,3,,,,
"Admin.pub. y defensa; p. segur.soc.afil (084)",82,70,12,,,,,
"Enseñanza (085)",267,260,1,5,,1,,
"Servicios sociales y de salud (086)",42,39,1,1,,1,,
"Otras activ. serv.comun.soc y personales (087)",33,13,7,12,,1,,
"Hogares privados con servicio doméstico (088)",22,,,,,,22,
"Actividad economica no especificada (090)",26,6,5,10,,5,,
"Desocupado (091)",131,,,,,,,131
"Hombres (092)",1001,278,227,347,14,26,2,107
"Agric., ganadería, caza y silvicultura (093)",263,,58,187,2,16,,
"Industrias manufactureras (096)",112,,63,44,4,1,,
"Suministro de electricidad, gas y agua (097)",2,1,1,,,,,
"Construcción (098)",81,5,60,10,2,4,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (099)",84,4,4,70,3,3,,
"Venta, mant.y rep. veh.autom.y motoc. (100)",8,,3,5,,,,
"Comercio al por mayor (101)",4,,,4,,,,
"Comercio al por menor (102)",72,4,1,61,3,3,,
"Hoteles y restaurantes (103)",5,,,5,,,,
"Trans., almac. y comunicaciones (104)",44,6,18,16,3,1,,
"Activid.inmobil., empres. y alquileres (106)",12,3,6,3,,,,
"Admin.pub. y defensa; p. segur.soc.afil (107)",67,55,12,,,,,
"Enseñanza (108)",182,177,1,4,,,,
"Servicios sociales y de salud (109)",15,14,1,,,,,
"Otras activ. serv.comun.soc y personales (110)",17,10,1,6,,,,
"Hogares privados con servicio doméstico (111)",2,,,,,,2,
"Actividad economica no especificada (113)",8,3,2,2,,1,,
"Desocupado (114)",107,,,,,,,107
"Mujeres (115)",365,140,16,138,4,23,20,24
"Agric., ganadería, caza y silvicultura (116)",16,,2,13,,1,,
"Industrias manufactureras (119)",14,,1,12,,1,,
"Construcción (121)",1,,1,,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (122)",92,5,1,70,3,13,,
"Comercio al por mayor (124)",6,,1,4,1,,,
"Comercio al por menor (125)",86,5,,66,2,13,,
"Hoteles y restaurantes (126)",32,2,2,26,1,1,,
"Trans., almac. y comunicaciones (127)",3,2,,1,,,,
"Intermediación financiera (128)",2,2,,,,,,
"Admin.pub. y defensa; p. segur.soc.afil (130)",15,15,,,,,,
"Enseñanza (131)",85,83,,1,,1,,
"Servicios sociales y de salud (132)",27,25,,1,,1,,
"Otras activ. serv.comun.soc y personales (133)",16,3,6,6,,1,,
"Hogares privados con servicio doméstico (134)",20,,,,,,20,
