"CUADRO Nº 2: VIVIENDAS PARTICULARES, POR ÁREA URBANA Y RURAL, SEGÚN DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",,,
,,,
"DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",TOTAL,ÁREA,
,,URBANA,RURAL
,,,
"Provincia CONTRALMIRANTE VILLAR (000)",5105,3560,1545
"Casa independiente (001)",4918,3487,1431
"Departamento en edificio (002)",6,6,
"Vivienda en quinta (003)",20,20,
"Vivienda en casa de vecindad (004)",11,11,
"Choza o cabaña (005)",113,,113
"Vivienda improvisada (006)",22,22,
"Local no dest.para hab. humana (007)",6,5,1
"Otro tipo (008)",9,9,
