"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON EL QUE APRENDIÓ A HABLAR",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON LA QUE APRENDIO A HABLAR",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia RIOJA (000)",97358,19124,9006,2734,66606
"Quechua (001)",130,17,14,8,96
"Aymara (002)",26,8,3,11,10
"Asháninka (003)",18,8,,5,9
"Otra lengua nativa (004)",1873,632,108,20,1118
"Castellano (005)",95109,18433,8873,2687,65208
"Idioma Extranjero (006)",8,,,,8
"Es Sordomudo/a (007)",194,26,8,3,157
"Hombres (009)",50455,9251,4504,1483,35297
"Quechua (010)",69,6,11,3,50
"Aymara (011)",15,6,2,7,5
"Asháninka (012)",10,4,,3,5
"Otra lengua nativa (013)",973,318,54,13,592
"Castellano (014)",49269,8903,4432,1455,34547
"Idioma Extranjero (015)",5,,,,5
"Es Sordomudo/a (016)",114,14,5,2,93
"Mujeres (018)",46903,9873,4502,1251,31309
"Quechua (019)",61,11,3,5,46
"Aymara (020)",11,2,1,4,5
"Asháninka (021)",8,4,,2,4
"Otra lengua nativa (022)",900,314,54,7,526
"Castellano (023)",45840,9530,4441,1232,30661
"Idioma Extranjero (024)",3,,,,3
"Es Sordomudo/a (025)",80,12,3,1,64
,,,,,
"URBANA (027)",70150,12008,8305,2530,47408
"Quechua (028)",121,13,14,6,91
"Aymara (029)",22,7,2,9,9
"Asháninka (030)",8,3,,2,4
"Otra lengua nativa (031)",290,49,59,20,167
"Castellano (032)",69583,11919,8226,2491,47034
"Idioma Extranjero (033)",7,,,,7
"Es Sordomudo/a (034)",119,17,4,2,96
"Hombres (036)",35899,5806,4141,1370,24656
"Quechua (037)",64,5,11,3,46
"Aymara (038)",14,5,2,6,5
"Asháninka (039)",2,,,1,1
"Otra lengua nativa (040)",149,24,33,13,83
"Castellano (041)",35600,5762,4093,1345,24465
"Idioma Extranjero (042)",4,,,,4
"Es Sordomudo/a (043)",66,10,2,2,52
"Mujeres (045)",34251,6202,4164,1160,22752
"Quechua (046)",57,8,3,3,45
"Aymara (047)",8,2,,3,4
"Asháninka (048)",6,3,,1,3
"Otra lengua nativa (049)",141,25,26,7,84
"Castellano (050)",33983,6157,4133,1146,22569
"Idioma Extranjero (051)",3,,,,3
"Es Sordomudo/a (052)",53,7,2,,44
,,,,,
"RURAL (054)",27208,7116,701,204,19198
"Quechua (055)",9,4,,2,5
"Aymara (056)",4,1,1,2,1
"Asháninka (057)",10,5,,3,5
"Otra lengua nativa (058)",1583,583,49,,951
"Castellano (059)",25526,6514,647,196,18174
"Idioma Extranjero (060)",1,,,,1
"Es Sordomudo/a (061)",75,9,4,1,61
"Hombres (063)",14556,3445,363,113,10641
"Quechua (064)",5,1,,,4
"Aymara (065)",1,1,,1,
"Asháninka (066)",8,4,,2,4
"Otra lengua nativa (067)",824,294,21,,509
"Castellano (068)",13669,3141,339,110,10082
"Idioma Extranjero (069)",1,,,,1
"Es Sordomudo/a (070)",48,4,3,,41
"Mujeres (072)",12652,3671,338,91,8557
"Quechua (073)",4,3,,2,1
"Aymara (074)",3,,1,1,1
"Asháninka (075)",2,1,,1,1
"Otra lengua nativa (076)",759,289,28,,442
"Castellano (077)",11857,3373,308,86,8092
"Es Sordomudo/a (079)",27,5,1,1,20
