"CUADRO Nº 15: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACIÓN",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia DOS DE MAYO (000)",12132,1226,13,5984,3028,280,1017,126,458
"Empleado (001)",1417,6,1,58,160,64,693,57,378
"Obrero (002)",2992,291,1,1712,836,49,73,15,15
"Trabajador independiente (003)",5083,551,8,2758,1336,122,213,38,57
"Empleador o patrono (004)",323,34,1,187,82,5,10,3,1
"Trabajador familiar no remunerado (005)",2152,322,1,1195,552,37,26,12,7
"Trabajador del hogar (006)",165,22,1,74,62,3,2,1,
"Hombres (008)",9014,692,9,4676,2473,215,560,96,293
"Empleado (009)",809,2,,30,114,40,355,35,233
"Obrero (010)",2803,238,1,1606,815,49,66,15,13
"Trabajador independiente (011)",3983,344,7,2275,1066,93,123,32,43
"Empleador o patrono (012)",266,24,1,154,72,3,8,3,1
"Trabajador familiar no remunerado (013)",1129,83,,602,392,30,8,11,3
"Trabajador del hogar (014)",24,1,,9,14,,,,
"Mujeres (016)",3118,534,4,1308,555,65,457,30,165
"Empleado (017)",608,4,1,28,46,24,338,22,145
"Obrero (018)",189,53,,106,21,,7,,2
"Trabajador independiente (019)",1100,207,1,483,270,29,90,6,14
"Empleador o patrono (020)",57,10,,33,10,2,2,,
"Trabajador familiar no remunerado (021)",1023,239,1,593,160,7,18,1,4
"Trabajador del hogar (022)",141,21,1,65,48,3,2,1,
,,,,,,,,,
"URBANA (024)",4626,222,3,1434,1401,204,869,101,392
"Empleado (025)",1204,2,1,35,125,54,605,52,330
"Obrero (026)",754,49,,308,300,26,53,7,11
"Trabajador independiente (027)",2086,114,2,853,752,103,187,29,46
"Empleador o patrono (028)",50,2,,15,24,2,4,3,
"Trabajador familiar no remunerado (029)",426,41,,180,155,17,18,10,5
"Trabajador del hogar (030)",106,14,,43,45,2,2,,
"Hombres (032)",3141,111,2,1039,1064,149,457,76,243
"Empleado (033)",678,1,,23,91,30,299,34,200
"Obrero (034)",698,41,,280,288,26,47,7,9
"Trabajador independiente (035)",1475,59,2,626,550,79,103,23,33
"Empleador o patrono (036)",40,2,,12,20,1,2,3,
"Trabajador familiar no remunerado (037)",237,8,,95,105,13,6,9,1
"Trabajador del hogar (038)",13,,,3,10,,,,
"Mujeres (040)",1485,111,1,395,337,55,412,25,149
"Empleado (041)",526,1,1,12,34,24,306,18,130
"Obrero (042)",56,8,,28,12,,6,,2
"Trabajador independiente (043)",611,55,,227,202,24,84,6,13
"Empleador o patrono (044)",10,,,3,4,1,2,,
"Trabajador familiar no remunerado (045)",189,33,,85,50,4,12,1,4
"Trabajador del hogar (046)",93,14,,40,35,2,2,,
,,,,,,,,,
"RURAL (048)",7506,1004,10,4550,1627,76,148,25,66
"Empleado (049)",213,4,,23,35,10,88,5,48
"Obrero (050)",2238,242,1,1404,536,23,20,8,4
"Trabajador independiente (051)",2997,437,6,1905,584,19,26,9,11
"Empleador o patrono (052)",273,32,1,172,58,3,6,,1
"Trabajador familiar no remunerado (053)",1726,281,1,1015,397,20,8,2,2
"Trabajador del hogar (054)",59,8,1,31,17,1,,1,
"Hombres (056)",5873,581,7,3637,1409,66,103,20,50
"Empleado (057)",131,1,,7,23,10,56,1,33
"Obrero (058)",2105,197,1,1326,527,23,19,8,4
"Trabajador independiente (059)",2508,285,5,1649,516,14,20,9,10
"Empleador o patrono (060)",226,22,1,142,52,2,6,,1
"Trabajador familiar no remunerado (061)",892,75,,507,287,17,2,2,2
"Trabajador del hogar (062)",11,1,,6,4,,,,
"Mujeres (064)",1633,423,3,913,218,10,45,5,16
"Empleado (065)",82,3,,16,12,,32,4,15
"Obrero (066)",133,45,,78,9,,1,,
"Trabajador independiente (067)",489,152,1,256,68,5,6,,1
"Empleador o patrono (068)",47,10,,30,6,1,,,
"Trabajador familiar no remunerado (069)",834,206,1,508,110,3,6,,
"Trabajador del hogar (070)",48,7,1,25,13,1,,1,
