"CUADRO Nº 5: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia OCROS (000)",2566,2465,15,425,492,433,579,332,142,47,101,9072
"De 15 a 19 años (002)",43,37,,30,7,,,,,,6,44
"De 20 a 24 años (003)",208,176,,103,56,17,,,,,32,266
"De 25 a 29 años (004)",243,224,,80,86,38,20,,,,19,448
"De 30 a 34 años (005)",255,243,,49,79,64,41,10,,,12,636
"De 35 a 39 años (006)",236,228,1,26,55,53,71,20,2,,8,741
"De 40 a 44 años (007)",230,225,,25,35,48,65,27,23,2,5,910
"De 45 a 49 años (008)",231,228,1,18,36,40,65,45,18,5,3,985
"De 50 y más años (009)",1120,1104,13,94,138,173,317,230,99,40,16,5042
"Conviviente (010)",877,861,2,191,215,154,178,83,32,6,16,2721
"De 15 a 19 años (012)",27,22,,16,6,,,,,,5,28
"De 20 a 24 años (013)",124,121,,68,43,10,,,,,3,184
"De 25 a 29 años (014)",145,144,,50,56,23,15,,,,1,292
"De 30 a 34 años (015)",138,135,,22,43,33,30,7,,,3,380
"De 35 a 39 años (016)",103,101,,11,22,26,31,10,1,,2,337
"De 40 a 44 años (017)",99,99,,9,12,20,30,16,12,,,420
"De 45 a 49 años (018)",79,78,1,6,10,16,25,16,2,2,1,320
"De 50 y más años (019)",162,161,1,9,23,26,47,34,17,4,1,760
"Separado(a) (020)",100,99,,20,14,23,24,15,3,,1,340
"De 15 a 19 años (022)",1,1,,1,,,,,,,,1
"De 20 a 24 años (023)",4,4,,2,1,1,,,,,,7
"De 25 a 29 años (024)",11,11,,6,3,2,,,,,,18
"De 30 a 34 años (025)",9,9,,3,2,2,1,1,,,,23
"De 35 a 39 años (026)",8,8,,,3,4,1,,,,,22
"De 40 a 44 años (027)",14,14,,2,2,3,6,1,,,,47
