"CUADRO Nº 10: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"DISPONE DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA",
,,SI,NO
,,,
"Provincia ZARUMILLA",,,
"Viviendas particulares (001)",7692,6658,1034
"Ocupantes presentes (002)",30582,26715,3867
"Casa independiente",,,
"Viviendas particulares (004)",7381,6385,996
"Ocupantes presentes (005)",29649,25907,3742
"Departamento en edificio",,,
"Viviendas particulares (007)",68,68,
"Ocupantes presentes (008)",199,199,
"Vivienda en quinta",,,
"Viviendas particulares (010)",164,149,15
"Ocupantes presentes (011)",452,405,47
"Vivienda en casa de vecindad",,,
"Viviendas particulares (013)",26,12,14
"Ocupantes presentes (014)",86,36,50
"Choza o cabaña",,,
"Viviendas particulares (016)",1,1,
"Ocupantes presentes (017)",3,3,
"Vivienda improvisada",,,
"Viviendas particulares (019)",26,22,4
"Ocupantes presentes (020)",93,76,17
"Local no dest.para hab. humana",,,
"Viviendas particulares (022)",21,18,3
"Ocupantes presentes (023)",84,77,7
"Otro tipo",,,
"Viviendas particulares (025)",5,3,2
"Ocupantes presentes (026)",16,12,4
,,,
URBANA,,,
"Viviendas particulares (028)",7165,6169,996
"Ocupantes presentes (029)",28437,24718,3719
"Casa independiente",,,
"Viviendas particulares (031)",6856,5898,958
"Ocupantes presentes (032)",27511,23917,3594
"Departamento en edificio",,,
"Viviendas particulares (034)",68,68,
"Ocupantes presentes (035)",199,199,
"Vivienda en quinta",,,
"Viviendas particulares (037)",164,149,15
"Ocupantes presentes (038)",452,405,47
"Vivienda en casa de vecindad",,,
"Viviendas particulares (040)",26,12,14
"Ocupantes presentes (041)",86,36,50
"Choza o cabaña",,,
"Vivienda improvisada",,,
"Viviendas particulares (046)",26,22,4
"Ocupantes presentes (047)",93,76,17
"Local no dest.para hab. humana",,,
"Viviendas particulares (049)",20,17,3
"Ocupantes presentes (050)",80,73,7
"Otro tipo",,,
"Viviendas particulares (052)",5,3,2
"Ocupantes presentes (053)",16,12,4
,,,
RURAL,,,
"Viviendas particulares (055)",527,489,38
"Ocupantes presentes (056)",2145,1997,148
"Casa independiente",,,
"Viviendas particulares (058)",525,487,38
"Ocupantes presentes (059)",2138,1990,148
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Vivienda en casa de vecindad",,,
"Choza o cabaña",,,
"Viviendas particulares (070)",1,1,
"Ocupantes presentes (071)",3,3,
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Viviendas particulares (076)",1,1,
"Ocupantes presentes (077)",4,4,
"Otro tipo",,,
