"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia ANTONIO RAYMONDI (000)",3281,15,973,1077,901,315
"Agric., ganadería, caza y silvicultura (001)",1704,13,445,493,508,245
"Explotación de minas y canteras (003)",1,,,,1,
"Industrias manufactureras (004)",192,,120,55,12,5
"Suministro de electricidad, gas y agua (005)",12,,4,5,2,1
"Construcción (006)",282,1,100,99,65,17
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",230,1,74,73,61,21
"Venta, mant.y rep. veh.autom.y motoc. (008)",12,,11,1,,
"Comercio al por mayor (009)",10,,1,5,3,1
"Comercio al por menor (010)",208,1,62,67,58,20
"Hoteles y restaurantes (011)",53,,11,22,18,2
"Trans., almac. y comunicaciones (012)",58,,26,24,7,1
"Intermediación financiera (013)",2,,,1,1,
"Activid.inmobil., empres. y alquileres (014)",18,,4,7,5,2
"Admin.pub. y defensa; p. segur.soc.afil (015)",115,,33,40,35,7
"Enseñanza (016)",397,,68,194,135,
"Servicios sociales y de salud (017)",52,,19,24,9,
"Otras activ. serv.comun.soc y personales (018)",64,,29,21,13,1
"Hogares privados con servicio doméstico (019)",38,,22,7,7,2
"Actividad economica no especificada (021)",63,,18,12,22,11
"Hombres (022)",2743,12,779,893,774,285
"Agric., ganadería, caza y silvicultura (023)",1658,11,433,485,493,236
"Explotación de minas y canteras (025)",1,,,,1,
"Industrias manufactureras (026)",156,,95,51,7,3
"Suministro de electricidad, gas y agua (027)",11,,3,5,2,1
"Construcción (028)",280,1,99,98,65,17
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",115,,34,33,33,15
"Venta, mant.y rep. veh.autom.y motoc. (030)",12,,11,1,,
"Comercio al por mayor (031)",4,,,2,1,1
"Comercio al por menor (032)",99,,23,30,32,14
"Hoteles y restaurantes (033)",6,,1,3,2,
"Trans., almac. y comunicaciones (034)",55,,25,23,7,
"Activid.inmobil., empres. y alquileres (036)",17,,3,7,5,2
"Admin.pub. y defensa; p. segur.soc.afil (037)",96,,25,35,30,6
"Enseñanza (038)",271,,33,129,109,
"Servicios sociales y de salud (039)",21,,8,8,5,
"Otras activ. serv.comun.soc y personales (040)",28,,12,11,4,1
"Hogares privados con servicio doméstico (041)",5,,1,2,1,1
"Actividad economica no especificada (043)",23,,7,3,10,3
"Mujeres (045)",538,3,194,184,127,30
"Agric., ganadería, caza y silvicultura (046)",46,2,12,8,15,9
