"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia PATAZ (000)",22552,15501,1337,1121,4593
"Agric., ganadería, caza y silvicultura (001)",9939,9759,139,18,23
"Pesca (002)",8,6,,1,1
"Explotación de minas y canteras (003)",5283,1470,327,380,3106
"Industrias manufactureras (004)",538,429,39,28,42
"Suministro de electricidad, gas y agua (005)",56,3,7,19,27
"Construcción (006)",955,480,224,165,86
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",1232,1137,68,21,6
"Venta, mant.y rep. veh.autom y motoc. (008)",86,46,21,13,6
"Comercio al por mayor (009)",89,83,6,,
"Comercio al por menor (010)",1057,1008,41,8,
"Hoteles y restaurantes (011)",468,341,37,7,83
"Trans., almac. y comunicaciones (012)",508,274,58,78,98
"Intermediación financiera (013)",6,,,3,3
"Activid.inmobil., empres. y alquileres (014)",330,111,52,57,110
"Admin.pub. y defensa; p. segur soc.afil (015)",451,,,,451
"Enseñanza (016)",1167,275,286,259,347
"Servicios sociales y de salud (017)",134,35,9,6,84
"Otras activ. serv.comun.soc y personales (018)",224,167,13,29,15
"Hogares privados con servicio doméstico (019)",429,429,,,
"Actividad economica no especificada (021)",824,585,78,50,111
"Hombres (022)",19156,12924,1080,946,4206
"Agric., ganadería, caza y silvicultura (023)",9324,9155,130,16,23
"Pesca (024)",8,6,,1,1
"Explotación de minas y canteras (025)",5189,1439,316,377,3057
"Industrias manufactureras (026)",461,367,32,24,38
"Suministro de electricidad, gas y agua (027)",54,3,6,18,27
"Construcción (028)",947,474,223,164,86
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",689,616,46,21,6
"Venta, mant.y rep. veh.autom y motoc. (030)",84,44,21,13,6
"Comercio al por mayor (031)",54,50,4,,
"Comercio al por menor (032)",551,522,21,8,
"Hoteles y restaurantes (033)",141,53,10,3,75
"Trans., almac. y comunicaciones (034)",484,260,53,75,96
"Intermediación financiera (035)",2,,,,2
"Activid.inmobil., empres. y alquileres (036)",248,74,32,40,102
"Admin.pub. y defensa; p. segur soc.afil (037)",348,,,,348
"Enseñanza (038)",598,115,156,136,191
"Servicios sociales y de salud (039)",61,19,4,,38
"Otras activ. serv.comun.soc y personales (040)",113,67,11,25,10
"Hogares privados con servicio doméstico (041)",39,39,,,
