"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia DATEM DEL MARAÑON (000)",38541,5350,532,22619,8187,513,615,249,476
"Hombres (001)",19760,1436,224,11390,5417,356,443,167,327
"Mujeres (002)",18781,3914,308,11229,2770,157,172,82,149
"PEA (003)",16175,2946,72,7682,3994,384,533,179,385
"Hombres (004)",10026,933,22,4774,3190,295,399,133,280
"Mujeres (005)",6149,2013,50,2908,804,89,134,46,105
"Ocupada (006)",15850,2925,72,7510,3885,379,522,176,381
"Hombres (007)",9754,918,22,4628,3094,293,391,131,277
"Mujeres (008)",6096,2007,50,2882,791,86,131,45,104
"Desocupada (009)",325,21,,172,109,5,11,3,4
"Hombres (010)",272,15,,146,96,2,8,2,3
"Mujeres (011)",53,6,,26,13,3,3,1,1
"No PEA (012)",22366,2404,460,14937,4193,129,82,70,91
"Hombres (013)",9734,503,202,6616,2227,61,44,34,47
"Mujeres (014)",12632,1901,258,8321,1966,68,38,36,44
,,,,,,,,,
"URBANA (018)",11030,589,170,5397,3749,288,364,134,339
"Hombres (019)",5573,154,74,2501,2120,184,239,85,216
"Mujeres (020)",5457,435,96,2896,1629,104,125,49,123
"PEA (021)",4278,247,8,1565,1616,187,301,85,269
"Hombres (022)",2759,87,3,912,1167,136,208,63,183
"Mujeres (023)",1519,160,5,653,449,51,93,22,86
"Ocupada (024)",4116,238,8,1492,1559,182,290,82,265
"Hombres (025)",2632,82,3,851,1121,134,200,61,180
"Mujeres (026)",1484,156,5,641,438,48,90,21,85
"Desocupada (027)",162,9,,73,57,5,11,3,4
"Hombres (028)",127,5,,61,46,2,8,2,3
"Mujeres (029)",35,4,,12,11,3,3,1,1
"No PEA (030)",6752,342,162,3832,2133,101,63,49,70
"Hombres (031)",2814,67,71,1589,953,48,31,22,33
"Mujeres (032)",3938,275,91,2243,1180,53,32,27,37
,,,,,,,,,
"RURAL (036)",27511,4761,362,17222,4438,225,251,115,137
"Hombres (037)",14187,1282,150,8889,3297,172,204,82,111
"Mujeres (038)",13324,3479,212,8333,1141,53,47,33,26
"PEA (039)",11897,2699,64,6117,2378,197,232,94,116
"Hombres (040)",7267,846,19,3862,2023,159,191,70,97
"Mujeres (041)",4630,1853,45,2255,355,38,41,24,19
"Ocupada (042)",11734,2687,64,6018,2326,197,232,94,116
"Hombres (043)",7122,836,19,3777,1973,159,191,70,97
"Mujeres (044)",4612,1851,45,2241,353,38,41,24,19
"Desocupada (045)",163,12,,99,52,,,,
"Hombres (046)",145,10,,85,50,,,,
"Mujeres (047)",18,2,,14,2,,,,
"No PEA (048)",15614,2062,298,11105,2060,28,19,21,21
"Hombres (049)",6920,436,131,5027,1274,13,13,12,14
"Mujeres (050)",8694,1626,167,6078,786,15,6,9,7
