"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia LAMAS (000)",57020,9840,11349,11682,9560,6488,8101
"Católica (001)",40677,6932,8026,8134,6876,4806,5903
"Cristiana/Evangélica (002)",8147,1414,1419,1710,1379,941,1284
"Otra (003)",2796,520,514,574,458,306,424
"Ninguna (004)",5400,974,1390,1264,847,435,490
"Hombres (006)",30359,5247,6027,6296,5179,3519,4091
"Católica (007)",21878,3728,4296,4405,3739,2647,3063
"Cristiana/Evangélica (008)",3912,705,671,833,686,455,562
"Otra (009)",1383,251,266,285,237,153,191
"Ninguna (010)",3186,563,794,773,517,264,275
"Mujeres (012)",26661,4593,5322,5386,4381,2969,4010
"Católica (013)",18799,3204,3730,3729,3137,2159,2840
"Cristiana/Evangélica (014)",4235,709,748,877,693,486,722
"Otra (015)",1413,269,248,289,221,153,233
"Ninguna (016)",2214,411,596,491,330,171,215
,,,,,,,
"URBANA (018)",28728,4833,5186,5428,5034,3510,4737
"Católica (019)",21233,3496,3819,3886,3787,2670,3575
"Cristiana/Evangélica (020)",3957,671,580,783,670,496,757
"Otra (021)",1320,242,224,232,228,157,237
"Ninguna (022)",2218,424,563,527,349,187,168
"Hombres (024)",14789,2488,2692,2785,2643,1878,2303
"Católica (025)",10987,1804,1981,1988,1990,1439,1785
"Cristiana/Evangélica (026)",1844,326,270,369,323,236,320
"Otra (027)",646,119,119,114,112,84,98
"Ninguna (028)",1312,239,322,314,218,119,100
"Mujeres (030)",13939,2345,2494,2643,2391,1632,2434
"Católica (031)",10246,1692,1838,1898,1797,1231,1790
"Cristiana/Evangélica (032)",2113,345,310,414,347,260,437
"Otra (033)",674,123,105,118,116,73,139
"Ninguna (034)",906,185,241,213,131,68,68
,,,,,,,
"RURAL (036)",28292,5007,6163,6254,4526,2978,3364
"Católica (037)",19444,3436,4207,4248,3089,2136,2328
"Cristiana/Evangélica (038)",4190,743,839,927,709,445,527
"Otra (039)",1476,278,290,342,230,149,187
"Ninguna (040)",3182,550,827,737,498,248,322
"Hombres (042)",15570,2759,3335,3511,2536,1641,1788
"Católica (043)",10891,1924,2315,2417,1749,1208,1278
"Cristiana/Evangélica (044)",2068,379,401,464,363,219,242
"Otra (045)",737,132,147,171,125,69,93
"Ninguna (046)",1874,324,472,459,299,145,175
"Mujeres (048)",12722,2248,2828,2743,1990,1337,1576
"Católica (049)",8553,1512,1892,1831,1340,928,1050
"Cristiana/Evangélica (050)",2122,364,438,463,346,226,285
"Otra (051)",739,146,143,171,105,80,94
"Ninguna (052)",1308,226,355,278,199,103,147
