"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia TAYACAJA (000)",98222,19723,3171,46437,24679,1134,1024,686,1368
"Quechua (001)",63950,15272,1590,31802,14128,380,276,153,349
"Aymara (002)",91,33,6,45,6,,,,1
"Ashaninca (003)",23,2,,17,3,,1,,
"Otra lengua nativa (004)",15,,2,7,6,,,,
"Castellano (005)",33900,4208,1569,14542,10530,754,747,533,1017
"Idioma extranjero (006)",1,,,,,,,,1
"Es sordomudo/a (007)",242,208,4,24,6,,,,
"Hombres (009)",48652,6703,1600,22687,15213,656,568,448,777
"Quechua (010)",30826,4667,803,15562,9011,245,188,107,243
"Aymara (011)",49,19,3,20,6,,,,1
"Ashaninca (012)",9,,,8,1,,,,
"Otra lengua nativa (013)",9,,1,4,4,,,,
"Castellano (014)",17653,1931,790,7080,6188,411,380,341,532
"Idioma extranjero (015)",1,,,,,,,,1
"Es sordomudo/a (016)",105,86,3,13,3,,,,
"Mujeres (018)",49570,13020,1571,23750,9466,478,456,238,591
"Quechua (019)",33124,10605,787,16240,5117,135,88,46,106
"Aymara (020)",42,14,3,25,,,,,
"Ashaninca (021)",14,2,,9,2,,1,,
"Otra lengua nativa (022)",6,,1,3,2,,,,
"Castellano (023)",16247,2277,779,7462,4342,343,367,192,485
"Es sordomudo/a (025)",137,122,1,11,3,,,,
,,,,,,,,,
"URBANA (027)",24307,3399,771,9508,7788,650,711,507,973
"Quechua (028)",9514,1876,143,4205,2749,151,135,73,182
"Aymara (029)",16,5,1,7,2,,,,1
"Ashaninca (030)",3,,,1,1,,1,,
"Castellano (032)",14751,1501,626,5292,5035,499,575,434,789
"Idioma extranjero (033)",1,,,,,,,,1
"Es sordomudo/a (034)",22,17,1,3,1,,,,
"Hombres (036)",12025,1085,391,4383,4565,350,368,335,548
"Quechua (037)",4419,419,70,1869,1694,97,89,55,126
"Aymara (038)",9,5,,1,2,,,,1
"Ashaninca (039)",1,,,,1,,,,
"Castellano (041)",7587,657,320,2511,2867,253,279,280,420
"Idioma extranjero (042)",1,,,,,,,,1
"Es sordomudo/a (043)",8,4,1,2,1,,,,
"Mujeres (045)",12282,2314,380,5125,3223,300,343,172,425
"Quechua (046)",5095,1457,73,2336,1055,54,46,18,56
"Aymara (047)",7,,1,6,,,,,
"Ashaninca (048)",2,,,1,,,1,,
"Castellano (050)",7164,844,306,2781,2168,246,296,154,369
"Es sordomudo/a (052)",14,13,,1,,,,,
,,,,,,,,,
"RURAL (054)",73915,16324,2400,36929,16891,484,313,179,395
"Quechua (055)",54436,13396,1447,27597,11379,229,141,80,167
"Aymara (056)",75,28,5,38,4,,,,
"Ashaninca (057)",20,2,,16,2,,,,
"Otra lengua nativa (058)",15,,2,7,6,,,,
"Castellano (059)",19149,2707,943,9250,5495,255,172,99,228
"Es sordomudo/a (061)",220,191,3,21,5,,,,
"Hombres (063)",36627,5618,1209,18304,10648,306,200,113,229
"Quechua (064)",26407,4248,733,13693,7317,148,99,52,117
"Aymara (065)",40,14,3,19,4,,,,
"Ashaninca (066)",8,,,8,,,,,
"Otra lengua nativa (067)",9,,1,4,4,,,,
"Castellano (068)",10066,1274,470,4569,3321,158,101,61,112
"Es sordomudo/a (070)",97,82,2,11,2,,,,
"Mujeres (072)",37288,10706,1191,18625,6243,178,113,66,166
"Quechua (073)",28029,9148,714,13904,4062,81,42,28,50
"Aymara (074)",35,14,2,19,,,,,
"Ashaninca (075)",12,2,,8,2,,,,
"Otra lengua nativa (076)",6,,1,3,2,,,,
"Castellano (077)",9083,1433,473,4681,2174,97,71,38,116
"Es sordomudo/a (079)",123,109,1,10,3,,,,
