"CUADRO Nº 4: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ENERGÍA O COMBUSTIBLE QUE MÁS UTILIZAN EN EL HOGAR PARA COCINAR SUS ALIMENTOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"ENERGÍA O COMBUSTIBLE QUE MÁS UTILIZA PARA COCINAR",,,,,,,"NO COCINAN"
,,ELECTRICIDAD,GAS,KEROSENE,CARBÓN,LEÑA,"BOSTA, ESTIÉRCOL",OTRO,
,,,,,,,,,
"Provincia ACOBAMBA",,,,,,,,,
"Hogares (001)",15038,9,987,50,46,10837,2949,7,153
"Ocupantes presentes (002)",63458,23,3323,195,203,45868,13491,18,337
"Casa independiente",,,,,,,,,
"Hogares (004)",14622,9,772,49,46,10699,2899,7,141
"Ocupantes presentes (005)",61918,23,2603,190,203,45307,13262,18,312
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Hogares (010)",182,,174,,,,,,8
"Ocupantes presentes (011)",628,,607,,,,,,21
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (013)",50,,39,,,10,,,1
"Ocupantes presentes (014)",163,,108,,,54,,,1
"Choza o cabaña",,,,,,,,,
"Hogares (016)",171,,,1,,121,48,,1
"Ocupantes presentes (017)",706,,,5,,475,225,,1
"Vivienda improvisada",,,,,,,,,
"Hogares (019)",5,,1,,,4,,,
"Ocupantes presentes (020)",19,,3,,,16,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (022)",6,,1,,,3,,,2
"Ocupantes presentes (023)",20,,2,,,16,,,2
"Otro tipo",,,,,,,,,
"Hogares (025)",2,,,,,,2,,
"Ocupantes presentes (026)",4,,,,,,4,,
,,,,,,,,,
URBANA,,,,,,,,,
"Hogares (028)",4810,6,887,42,9,3676,99,1,90
"Ocupantes presentes (029)",19014,19,3047,165,36,15132,410,1,204
"Casa independiente",,,,,,,,,
"Hogares (031)",4571,6,673,42,9,3662,99,1,79
"Ocupantes presentes (032)",18202,19,2329,165,36,15062,410,1,180
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Hogares (037)",182,,174,,,,,,8
"Ocupantes presentes (038)",628,,607,,,,,,21
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (040)",50,,39,,,10,,,1
"Ocupantes presentes (041)",163,,108,,,54,,,1
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Hogares (046)",5,,1,,,4,,,
"Ocupantes presentes (047)",19,,3,,,16,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (049)",2,,,,,,,,2
"Ocupantes presentes (050)",2,,,,,,,,2
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Hogares (055)",10228,3,100,8,37,7161,2850,6,63
"Ocupantes presentes (056)",44444,4,276,30,167,30736,13081,17,133
"Casa independiente",,,,,,,,,
"Hogares (058)",10051,3,99,7,37,7037,2800,6,62
"Ocupantes presentes (059)",43716,4,274,25,167,30245,12852,17,132
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Hogares (070)",171,,,1,,121,48,,1
"Ocupantes presentes (071)",706,,,5,,475,225,,1
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (076)",4,,1,,,3,,,
"Ocupantes presentes (077)",18,,2,,,16,,,
"Otro tipo",,,,,,,,,
"Hogares (079)",2,,,,,,2,,
"Ocupantes presentes (080)",4,,,,,,4,,
