"CUADRO Nº 4: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICION DE ACTIVIDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia VILCAS HUAMAN (000)",20502,8264,1375,217,10657
"Hombres (001)",9930,3827,739,118,5252
"Mujeres (002)",10572,4437,636,99,5405
"PEA (003)",6181,1434,664,83,4005
"Hombres (004)",4703,1000,455,56,3195
"Mujeres (005)",1478,434,209,27,810
"Ocupada (006)",5937,1392,653,81,3816
"Hombres (007)",4514,973,448,54,3042
"Mujeres (008)",1423,419,205,27,774
"Desocupada (009)",244,42,11,2,189
"Hombres (010)",189,27,7,2,153
"Mujeres (011)",55,15,4,,36
"No PEA (012)",14321,6830,711,134,6652
"Hombres (013)",5227,2827,284,62,2057
"Mujeres (014)",9094,4003,427,72,4595
,,,,,
"URBANA (018)",6627,1782,945,157,3744
"Hombres (019)",3243,843,510,82,1808
"Mujeres (020)",3384,939,435,75,1936
"PEA (021)",2284,326,485,59,1415
"Hombres (022)",1577,193,313,41,1030
"Mujeres (023)",707,133,172,18,385
"Ocupada (024)",2205,315,476,58,1357
"Hombres (025)",1530,190,308,40,992
"Mujeres (026)",675,125,168,18,365
"Desocupada (027)",79,11,9,1,58
"Hombres (028)",47,3,5,1,38
"Mujeres (029)",32,8,4,,20
"No PEA (030)",4343,1456,460,98,2329
"Hombres (031)",1666,650,197,41,778
"Mujeres (032)",2677,806,263,57,1551
,,,,,
"RURAL (036)",13875,6482,430,60,6913
"Hombres (037)",6687,2984,229,36,3444
"Mujeres (038)",7188,3498,201,24,3469
"PEA (039)",3897,1108,179,24,2590
"Hombres (040)",3126,807,142,15,2165
"Mujeres (041)",771,301,37,9,425
"Ocupada (042)",3732,1077,177,23,2459
"Hombres (043)",2984,783,140,14,2050
"Mujeres (044)",748,294,37,9,409
"Desocupada (045)",165,31,2,1,131
"Hombres (046)",142,24,2,1,115
"Mujeres (047)",23,7,,,16
"No PEA (048)",9978,5374,251,36,4323
"Hombres (049)",3561,2177,87,21,1279
"Mujeres (050)",6417,3197,164,15,3044
