"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia MARISCAL CACERES (000)",17155,16670,4455,2223,2533,2012,2472,1412,837,726,485,48591
"De 12 a 14 años (001)",1906,1888,1868,18,2,,,,,,18,22
"De 15 a 19 años (002)",2501,2413,1781,503,116,10,3,,,,88,777
"De 20 a 24 años (003)",2002,1855,463,719,486,142,41,4,,,147,2317
"De 25 a 29 años (004)",1866,1753,142,421,616,349,206,16,3,,113,3689
"De 30 a 34 años (005)",1726,1694,62,226,472,416,419,85,12,2,32,4866
"De 35 a 39 años (006)",1634,1608,33,117,330,417,466,192,40,13,26,5783
"De 40 a 44 años (007)",1373,1362,34,78,209,276,401,236,85,43,11,5775
"De 45 a 49 años (008)",1096,1090,20,47,117,174,326,223,125,58,6,5402
"De 50 y más años (009)",3051,3007,52,94,185,228,610,656,572,610,44,19960
"PEA (010)",5481,5280,954,805,966,804,911,423,239,178,201,15894
"De 12 a 14 años (011)",135,132,125,5,2,,,,,,3,9
"De 15 a 19 años (012)",535,513,387,102,20,3,1,,,,22,155
"De 20 a 24 años (013)",707,632,238,214,134,33,13,,,,75,637
"De 25 a 29 años (014)",656,601,93,178,171,99,54,4,2,,55,1085
"De 30 a 34 años (015)",680,659,44,124,184,145,139,17,5,1,21,1690
"De 35 a 39 años (016)",733,722,22,71,181,189,175,68,15,1,11,2338
"De 40 a 44 años (017)",621,619,15,47,131,150,171,67,24,14,2,2295
"De 45 a 49 años (018)",500,498,10,31,71,96,147,75,46,22,2,2226
"De 50 y más años (019)",914,904,20,33,72,89,211,192,147,140,10,5459
"Ocupada (020)",5363,5170,911,788,948,790,901,421,235,176,193,15684
"De 12 a 14 años (021)",130,127,120,5,2,,,,,,3,9
