"CUADRO Nº 1: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia CAYLLOMA (000)",64487,14365,19784,15080,10532,4726
"Hombres (001)",33124,7476,9927,7745,5614,2362
"Mujeres (002)",31363,6889,9857,7335,4918,2364
"PEA (003)",33813,645,11392,11681,7758,2337
"Hombres (004)",20768,401,6772,7079,4979,1537
"Mujeres (005)",13045,244,4620,4602,2779,800
"Ocupada (006)",32911,632,10954,11418,7609,2298
"Hombres (007)",20176,393,6504,6893,4873,1513
"Mujeres (008)",12735,239,4450,4525,2736,785
"Desocupada (009)",902,13,438,263,149,39
"Hombres (010)",592,8,268,186,106,24
"Mujeres (011)",310,5,170,77,43,15
"No PEA (012)",30674,13720,8392,3399,2774,2389
"Hombres (013)",12356,7075,3155,666,635,825
"Mujeres (014)",18318,6645,5237,2733,2139,1564
,,,,,,
"URBANA (018)",43016,10179,13492,10228,6397,2720
"Hombres (019)",21532,5261,6558,5056,3361,1296
"Mujeres (020)",21484,4918,6934,5172,3036,1424
"PEA (021)",21946,429,7716,7951,4687,1163
"Hombres (022)",12980,261,4454,4571,2947,747
"Mujeres (023)",8966,168,3262,3380,1740,416
"Ocupada (024)",21243,421,7383,7741,4566,1132
"Hombres (025)",12531,257,4259,4426,2861,728
"Mujeres (026)",8712,164,3124,3315,1705,404
"Desocupada (027)",703,8,333,210,121,31
"Hombres (028)",449,4,195,145,86,19
"Mujeres (029)",254,4,138,65,35,12
"No PEA (030)",21070,9750,5776,2277,1710,1557
"Hombres (031)",8552,5000,2104,485,414,549
"Mujeres (032)",12518,4750,3672,1792,1296,1008
,,,,,,
"RURAL (036)",21471,4186,6292,4852,4135,2006
"Hombres (037)",11592,2215,3369,2689,2253,1066
"Mujeres (038)",9879,1971,2923,2163,1882,940
"PEA (039)",11867,216,3676,3730,3071,1174
"Hombres (040)",7788,140,2318,2508,2032,790
"Mujeres (041)",4079,76,1358,1222,1039,384
"Ocupada (042)",11668,211,3571,3677,3043,1166
"Hombres (043)",7645,136,2245,2467,2012,785
"Mujeres (044)",4023,75,1326,1210,1031,381
"Desocupada (045)",199,5,105,53,28,8
"Hombres (046)",143,4,73,41,20,5
"Mujeres (047)",56,1,32,12,8,3
"No PEA (048)",9604,3970,2616,1122,1064,832
"Hombres (049)",3804,2075,1051,181,221,276
"Mujeres (050)",5800,1895,1565,941,843,556
