"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
,,,,,,,,,,,,
"Provincia CARLOS FERMIN FITZCARRALD (000)",5057,11,565,82,206,276,1985,209,157,1289,1,276
"Agric., ganadería, caza y silvicultura (001)",2716,,,1,,,1985,,,730,,
"Explotación de minas y canteras (003)",9,,,,,,,2,1,6,,
"Industrias manufactureras (004)",196,,,1,,,,186,7,2,,
"Suministro de electricidad, gas y agua (005)",3,,,,,,,1,2,,,
"Construcción (006)",309,,3,2,,,,5,102,197,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",218,,,1,1,186,,11,1,18,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",9,,,,,1,,8,,,,
"Comercio al por mayor (009)",9,,,,1,7,,,1,,,
"Comercio al por menor (010)",200,,,1,,178,,3,,18,,
"Hoteles y restaurantes (011)",88,,,2,1,62,,,,23,,
"Trans., almac. y comunicaciones (012)",32,,,1,3,,,,22,6,,
"Intermediación financiera (013)",6,,,1,3,,,,,2,,
"Activid.inmobil., empres. y alquileres (014)",31,,3,5,11,9,,,1,2,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",330,6,14,20,149,11,,1,13,115,1,
"Enseñanza (016)",573,5,525,5,29,,,,,9,,
"Servicios sociales y de salud (017)",63,,16,37,2,2,,1,,5,,
"Otras activ. serv.comun.soc y personales (018)",115,,4,6,6,6,,2,8,83,,
"Hogares privados con servicio doméstico (019)",91,,,,,,,,,91,,
"Actividad economica no especificada (021)",277,,,,1,,,,,,,276
"Hombres (022)",3702,9,350,40,106,109,1866,181,157,817,1,66
"Agric., ganadería, caza y silvicultura (023)",2337,,,1,,,1866,,,470,,
"Explotación de minas y canteras (025)",9,,,,,,,2,1,6,,
"Industrias manufactureras (026)",167,,,1,,,,158,7,1,,
"Suministro de electricidad, gas y agua (027)",3,,,,,,,1,2,,,
"Construcción (028)",308,,3,2,,,,5,102,196,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",103,,,1,1,82,,11,1,7,,
"Venta, mant.y rep. veh.autom.y motoc. (030)",9,,,,,1,,8,,,,
"Comercio al por mayor (031)",6,,,,1,4,,,1,,,
"Comercio al por menor (032)",88,,,1,,77,,3,,7,,
"Hoteles y restaurantes (033)",13,,,1,1,8,,,,3,,
"Trans., almac. y comunicaciones (034)",30,,,,3,,,,22,5,,
"Intermediación financiera (035)",6,,,1,3,,,,,2,,
"Activid.inmobil., empres. y alquileres (036)",23,,1,4,7,9,,,1,1,,
"Admin.pub. y defensa; p. segur.soc.afil (037)",222,6,10,11,70,10,,1,13,100,1,
"Enseñanza (038)",359,3,334,2,14,,,,,6,,
"Servicios sociales y de salud (039)",17,,1,13,2,,,1,,,,
"Otras activ. serv.comun.soc y personales (040)",38,,1,3,4,,,2,8,20,,
"Actividad economica no especificada (043)",67,,,,1,,,,,,,66
"Mujeres (044)",1355,2,215,42,100,167,119,28,,472,,210
"Agric., ganadería, caza y silvicultura (045)",379,,,,,,119,,,260,,
"Industrias manufactureras (048)",29,,,,,,,28,,1,,
"Construcción (050)",1,,,,,,,,,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",115,,,,,104,,,,11,,
"Comercio al por mayor (053)",3,,,,,3,,,,,,
"Comercio al por menor (054)",112,,,,,101,,,,11,,
"Hoteles y restaurantes (055)",75,,,1,,54,,,,20,,
"Trans., almac. y comunicaciones (056)",2,,,1,,,,,,1,,
"Activid.inmobil., empres. y alquileres (058)",8,,2,1,4,,,,,1,,
"Admin.pub. y defensa; p. segur.soc.afil (059)",108,,4,9,79,1,,,,15,,
"Enseñanza (060)",214,2,191,3,15,,,,,3,,
"Servicios sociales y de salud (061)",46,,15,24,,2,,,,5,,
"Otras activ. serv.comun.soc y personales (062)",77,,3,3,2,6,,,,63,,
"Hogares privados con servicio doméstico (063)",91,,,,,,,,,91,,
"Actividad economica no especificada (065)",210,,,,,,,,,,,210
,,,,,,,,,,,,
"URBANA (066)",1290,9,350,55,125,195,153,81,67,194,1,60
"Agric., ganadería, caza y silvicultura (067)",224,,,1,,,153,,,70,,
"Explotación de minas y canteras (069)",4,,,,,,,2,1,1,,
"Industrias manufactureras (070)",74,,,,,,,69,4,1,,
"Suministro de electricidad, gas y agua (071)",3,,,,,,,1,2,,,
"Construcción (072)",60,,2,2,,,,1,30,25,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",160,,,1,1,139,,7,1,11,,
"Venta, mant.y rep. veh.autom.y motoc. (074)",5,,,,,1,,4,,,,
"Comercio al por mayor (075)",9,,,,1,7,,,1,,,
"Comercio al por menor (076)",146,,,1,,131,,3,,11,,
"Hoteles y restaurantes (077)",53,,,1,,42,,,,10,,
"Trans., almac. y comunicaciones (078)",24,,,1,3,,,,16,4,,
"Intermediación financiera (079)",5,,,1,2,,,,,2,,
"Activid.inmobil., empres. y alquileres (080)",17,,3,2,9,2,,,,1,,
"Admin.pub. y defensa; p. segur.soc.afil (081)",163,5,13,13,89,7,,,9,26,1,
"Enseñanza (082)",345,4,315,5,16,,,,,5,,
"Servicios sociales y de salud (083)",41,,14,25,1,,,,,1,,
"Otras activ. serv.comun.soc y personales (084)",29,,3,3,4,5,,1,4,9,,
"Hogares privados con servicio doméstico (085)",28,,,,,,,,,28,,
"Actividad economica no especificada (087)",60,,,,,,,,,,,60
"Hombres (088)",788,7,203,27,66,78,138,72,67,116,1,13
"Agric., ganadería, caza y silvicultura (089)",186,,,1,,,138,,,47,,
"Explotación de minas y canteras (091)",4,,,,,,,2,1,1,,
"Industrias manufactureras (092)",65,,,,,,,60,4,1,,
"Suministro de electricidad, gas y agua (093)",3,,,,,,,1,2,,,
"Construcción (094)",60,,2,2,,,,1,30,25,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",76,,,1,1,62,,7,1,4,,
"Venta, mant.y rep. veh.autom.y motoc. (096)",5,,,,,1,,4,,,,
"Comercio al por mayor (097)",6,,,,1,4,,,1,,,
"Comercio al por menor (098)",65,,,1,,57,,3,,4,,
"Hoteles y restaurantes (099)",10,,,,,8,,,,2,,
"Trans., almac. y comunicaciones (100)",22,,,,3,,,,16,3,,
"Intermediación financiera (101)",5,,,1,2,,,,,2,,
"Activid.inmobil., empres. y alquileres (102)",11,,1,1,7,2,,,,,,
"Admin.pub. y defensa; p. segur.soc.afil (103)",103,5,9,8,42,6,,,9,23,1,
"Enseñanza (104)",203,2,189,2,7,,,,,3,,
"Servicios sociales y de salud (105)",12,,1,10,1,,,,,,,
"Otras activ. serv.comun.soc y personales (106)",15,,1,1,3,,,1,4,5,,
"Actividad economica no especificada (109)",13,,,,,,,,,,,13
"Mujeres (110)",502,2,147,28,59,117,15,9,,78,,47
"Agric., ganadería, caza y silvicultura (111)",38,,,,,,15,,,23,,
"Industrias manufactureras (114)",9,,,,,,,9,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",84,,,,,77,,,,7,,
"Comercio al por mayor (119)",3,,,,,3,,,,,,
"Comercio al por menor (120)",81,,,,,74,,,,7,,
"Hoteles y restaurantes (121)",43,,,1,,34,,,,8,,
"Trans., almac. y comunicaciones (122)",2,,,1,,,,,,1,,
"Activid.inmobil., empres. y alquileres (124)",6,,2,1,2,,,,,1,,
"Admin.pub. y defensa; p. segur.soc.afil (125)",60,,4,5,47,1,,,,3,,
"Enseñanza (126)",142,2,126,3,9,,,,,2,,
"Servicios sociales y de salud (127)",29,,13,15,,,,,,1,,
"Otras activ. serv.comun.soc y personales (128)",14,,2,2,1,5,,,,4,,
"Hogares privados con servicio doméstico (129)",28,,,,,,,,,28,,
"Actividad economica no especificada (131)",47,,,,,,,,,,,47
,,,,,,,,,,,,
"RURAL (132)",3767,2,215,27,81,81,1832,128,90,1095,,216
"Agric., ganadería, caza y silvicultura (133)",2492,,,,,,1832,,,660,,
"Explotación de minas y canteras (135)",5,,,,,,,,,5,,
"Industrias manufactureras (136)",122,,,1,,,,117,3,1,,
"Construcción (138)",249,,1,,,,,4,72,172,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",58,,,,,47,,4,,7,,
"Venta, mant.y rep. veh.autom.y motoc. (140)",4,,,,,,,4,,,,
"Comercio al por menor (142)",54,,,,,47,,,,7,,
"Hoteles y restaurantes (143)",35,,,1,1,20,,,,13,,
"Trans., almac. y comunicaciones (144)",8,,,,,,,,6,2,,
"Intermediación financiera (145)",1,,,,1,,,,,,,
"Activid.inmobil., empres. y alquileres (146)",14,,,3,2,7,,,1,1,,
"Admin.pub. y defensa; p. segur.soc.afil (147)",167,1,1,7,60,4,,1,4,89,,
"Enseñanza (148)",228,1,210,,13,,,,,4,,
"Servicios sociales y de salud (149)",22,,2,12,1,2,,1,,4,,
"Otras activ. serv.comun.soc y personales (150)",86,,1,3,2,1,,1,4,74,,
"Hogares privados con servicio doméstico (151)",63,,,,,,,,,63,,
"Actividad economica no especificada (153)",217,,,,1,,,,,,,216
"Hombres (154)",2914,2,147,13,40,31,1728,109,90,701,,53
"Agric., ganadería, caza y silvicultura (155)",2151,,,,,,1728,,,423,,
"Explotación de minas y canteras (157)",5,,,,,,,,,5,,
"Industrias manufactureras (158)",102,,,1,,,,98,3,,,
"Construcción (160)",248,,1,,,,,4,72,171,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",27,,,,,20,,4,,3,,
"Venta, mant.y rep. veh.autom.y motoc. (162)",4,,,,,,,4,,,,
"Comercio al por menor (164)",23,,,,,20,,,,3,,
"Hoteles y restaurantes (165)",3,,,1,1,,,,,1,,
"Trans., almac. y comunicaciones (166)",8,,,,,,,,6,2,,
"Intermediación financiera (167)",1,,,,1,,,,,,,
"Activid.inmobil., empres. y alquileres (168)",12,,,3,,7,,,1,1,,
"Admin.pub. y defensa; p. segur.soc.afil (169)",119,1,1,3,28,4,,1,4,77,,
"Enseñanza (170)",156,1,145,,7,,,,,3,,
"Servicios sociales y de salud (171)",5,,,3,1,,,1,,,,
"Otras activ. serv.comun.soc y personales (172)",23,,,2,1,,,1,4,15,,
"Actividad economica no especificada (175)",54,,,,1,,,,,,,53
"Mujeres (176)",853,,68,14,41,50,104,19,,394,,163
"Agric., ganadería, caza y silvicultura (177)",341,,,,,,104,,,237,,
"Industrias manufactureras (180)",20,,,,,,,19,,1,,
"Construcción (182)",1,,,,,,,,,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",31,,,,,27,,,,4,,
"Comercio al por menor (186)",31,,,,,27,,,,4,,
"Hoteles y restaurantes (187)",32,,,,,20,,,,12,,
"Activid.inmobil., empres. y alquileres (190)",2,,,,2,,,,,,,
"Admin.pub. y defensa; p. segur.soc.afil (191)",48,,,4,32,,,,,12,,
"Enseñanza (192)",72,,65,,6,,,,,1,,
"Servicios sociales y de salud (193)",17,,2,9,,2,,,,4,,
"Otras activ. serv.comun.soc y personales (194)",63,,1,1,1,1,,,,59,,
"Hogares privados con servicio doméstico (195)",63,,,,,,,,,63,,
"Actividad economica no especificada (197)",163,,,,,,,,,,,163
