"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia LAURICOCHA (000)",7915,32,135,408,747,1469,3422,1702
"De 12 a 14 años (001)",10,,,,,,1,9
"De 15 a 19 años (002)",224,,,,,,141,83
"De 20 a 24 años (003)",798,,,,,1,538,259
"De 25 a 29 años (004)",985,,,,,27,673,285
"De 30 a 34 años (005)",972,,,,1,92,709,170
"De 35 a 39 años (006)",941,,,,3,158,631,149
"De 40 a 44 años (007)",824,,,,13,278,425,108
"De 45 a 49 años (008)",735,,,3,52,339,246,95
"De 50 y más años (009)",2426,32,135,405,678,574,58,544
"PEA (010)",1940,2,14,69,179,401,782,493
"De 12 a 14 años (011)",2,,,,,,,2
"De 15 a 19 años (012)",36,,,,,,22,14
"De 20 a 24 años (013)",189,,,,,,122,67
"De 25 a 29 años (014)",260,,,,,6,158,96
"De 30 a 34 años (015)",266,,,,1,32,165,68
"De 35 a 39 años (016)",266,,,,1,51,154,60
"De 40 a 44 años (017)",199,,,,3,77,86,33
"De 45 a 49 años (018)",189,,,,19,80,62,28
"De 50 y más años (019)",533,2,14,69,155,155,13,125
"Ocupada (020)",1898,2,14,68,176,396,771,471
"De 12 a 14 años (021)",2,,,,,,,2
"De 15 a 19 años (022)",35,,,,,,21,14
"De 20 a 24 años (023)",179,,,,,,120,59
"De 25 a 29 años (024)",248,,,,,6,153,89
"De 30 a 34 años (025)",259,,,,1,31,164,63
"De 35 a 39 años (026)",265,,,,1,51,153,60
"De 40 a 44 años (027)",195,,,,3,74,85,33
"De 45 a 49 años (028)",188,,,,18,80,62,28
"De 50 y más años (029)",527,2,14,68,153,154,13,123
"Desocupada (030)",42,,,1,3,5,11,22
"De 15 a 19 años (032)",1,,,,,,1,
"De 20 a 24 años (033)",10,,,,,,2,8
"De 25 a 29 años (034)",12,,,,,,5,7
"De 30 a 34 años (035)",7,,,,,1,1,5
"De 35 a 39 años (036)",1,,,,,,1,
"De 40 a 44 años (037)",4,,,,,3,1,
"De 45 a 49 años (038)",1,,,,1,,,
"De 50 y más años (039)",6,,,1,2,1,,2
"No PEA (040)",5975,30,121,339,568,1068,2640,1209
"De 12 a 14 años (041)",8,,,,,,1,7
"De 15 a 19 años (042)",188,,,,,,119,69
"De 20 a 24 años (043)",609,,,,,1,416,192
"De 25 a 29 años (044)",725,,,,,21,515,189
"De 30 a 34 años (045)",706,,,,,60,544,102
"De 35 a 39 años (046)",675,,,,2,107,477,89
"De 40 a 44 años (047)",625,,,,10,201,339,75
"De 45 a 49 años (048)",546,,,3,33,259,184,67
"De 50 y más años (049)",1893,30,121,336,523,419,45,419
