"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia PURUS (000)",3527,118,1404,963,652,309,81
"Jefe o Jefa (001)",758,,1,221,329,176,31
"Esposa(o) / compañera(o) (002)",559,,4,247,220,74,14
"Hijo(a) / hijastro(a) (003)",1483,81,1111,276,15,,
"Yerno / nuera (004)",52,,1,44,6,1,
"Nieto(a) (005)",176,24,137,15,,,
"Padres / suegros (006)",57,,,,5,30,22
"Otro(a) pariente (007)",376,11,142,133,54,24,12
"Pensionistas (009)",3,,,,2,1,
"Otro(a) no pariente (010)",63,2,8,27,21,3,2
"Hombres (011)",1859,58,741,492,358,168,42
"Jefe o Jefa (012)",648,,,186,286,148,28
"Esposa(o) / compañera(o) (013)",26,,,14,9,2,1
"Hijo(a) / hijastro(a) (014)",775,40,580,150,5,,
"Yerno / nuera (015)",34,,,28,6,,
"Nieto(a) (016)",103,13,77,13,,,
"Padres / suegros (017)",14,,,,,7,7
"Otro(a) pariente (018)",215,4,79,85,34,8,5
"Pensionistas (020)",3,,,,2,1,
"Otro(a) no pariente (021)",41,1,5,16,16,2,1
"Mujeres (022)",1668,60,663,471,294,141,39
"Jefe o Jefa (023)",110,,1,35,43,28,3
"Esposa(o) / compañera(o) (024)",533,,4,233,211,72,13
"Hijo(a) / hijastro(a) (025)",708,41,531,126,10,,
"Yerno / nuera (026)",18,,1,16,,1,
"Nieto(a) (027)",73,11,60,2,,,
"Padres / suegros (028)",43,,,,5,23,15
"Otro(a) pariente (029)",161,7,63,48,20,16,7
"Otro(a) no pariente (032)",22,1,3,11,5,1,1
,,,,,,,
"URBANA (033)",1069,31,365,304,246,104,19
"Jefe o Jefa (034)",258,,1,58,121,70,8
"Esposa(o) / compañera(o) (035)",147,,,59,69,18,1
"Hijo(a) / hijastro(a) (036)",403,19,284,98,2,,
"Yerno / nuera (037)",12,,,7,4,1,
"Nieto(a) (038)",28,6,20,2,,,
"Padres / suegros (039)",14,,,,1,6,7
"Otro(a) pariente (040)",164,5,55,64,31,7,2
"Pensionistas (042)",1,,,,1,,
"Otro(a) no pariente (043)",42,1,5,16,17,2,1
"Hombres (044)",586,19,197,155,139,64,12
"Jefe o Jefa (045)",203,,,43,97,56,7
"Esposa(o) / compañera(o) (046)",10,,,4,4,1,1
"Hijo(a) / hijastro(a) (047)",216,12,152,52,,,
"Yerno / nuera (048)",9,,,5,4,,
"Nieto(a) (049)",17,4,11,2,,,
"Padres / suegros (050)",4,,,,,3,1
"Otro(a) pariente (051)",100,2,31,41,21,3,2
"Pensionistas (053)",1,,,,1,,
"Otro(a) no pariente (054)",26,1,3,8,12,1,1
"Mujeres (055)",483,12,168,149,107,40,7
"Jefe o Jefa (056)",55,,1,15,24,14,1
"Esposa(o) / compañera(o) (057)",137,,,55,65,17,
"Hijo(a) / hijastro(a) (058)",187,7,132,46,2,,
"Yerno / nuera (059)",3,,,2,,1,
"Nieto(a) (060)",11,2,9,,,,
"Padres / suegros (061)",10,,,,1,3,6
"Otro(a) pariente (062)",64,3,24,23,10,4,
"Otro(a) no pariente (065)",16,,2,8,5,1,
,,,,,,,
"RURAL (066)",2458,87,1039,659,406,205,62
"Jefe o Jefa (067)",500,,,163,208,106,23
"Esposa(o) / compañera(o) (068)",412,,4,188,151,56,13
"Hijo(a) / hijastro(a) (069)",1080,62,827,178,13,,
"Yerno / nuera (070)",40,,1,37,2,,
"Nieto(a) (071)",148,18,117,13,,,
"Padres / suegros (072)",43,,,,4,24,15
"Otro(a) pariente (073)",212,6,87,69,23,17,10
"Pensionistas (075)",2,,,,1,1,
"Otro(a) no pariente (076)",21,1,3,11,4,1,1
"Hombres (077)",1273,39,544,337,219,104,30
"Jefe o Jefa (078)",445,,,143,189,92,21
"Esposa(o) / compañera(o) (079)",16,,,10,5,1,
"Hijo(a) / hijastro(a) (080)",559,28,428,98,5,,
"Yerno / nuera (081)",25,,,23,2,,
"Nieto(a) (082)",86,9,66,11,,,
"Padres / suegros (083)",10,,,,,4,6
"Otro(a) pariente (084)",115,2,48,44,13,5,3
"Pensionistas (086)",2,,,,1,1,
"Otro(a) no pariente (087)",15,,2,8,4,1,
"Mujeres (088)",1185,48,495,322,187,101,32
"Jefe o Jefa (089)",55,,,20,19,14,2
"Esposa(o) / compañera(o) (090)",396,,4,178,146,55,13
"Hijo(a) / hijastro(a) (091)",521,34,399,80,8,,
"Yerno / nuera (092)",15,,1,14,,,
"Nieto(a) (093)",62,9,51,2,,,
"Padres / suegros (094)",33,,,,4,20,9
"Otro(a) pariente (095)",97,4,39,25,10,12,7
"Otro(a) no pariente (098)",6,1,1,3,,,1
