"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON EL QUE APRENDIÓ A HABLAR",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON LA QUE APRENDIO A HABLAR",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia SAN ANTONIO DE PUTINA (000)",47383,4421,950,491,41537
"Quechua (001)",28537,1867,448,223,26003
"Aymara (002)",4439,741,66,41,3594
"Asháninka (003)",15,2,1,1,12
"Otra lengua nativa (004)",24,3,,1,20
"Castellano (005)",14328,1803,434,225,11874
"Idioma Extranjero (006)",1,,,,1
"Es Sordomudo/a (007)",39,5,1,,33
"Hombres (009)",25278,2176,547,274,22294
"Quechua (010)",15047,874,256,125,13796
"Aymara (011)",2299,364,43,12,1883
"Asháninka (012)",9,1,1,,7
"Otra lengua nativa (013)",15,1,,,14
"Castellano (014)",7884,933,247,137,6573
"Es Sordomudo/a (016)",24,3,,,21
"Mujeres (018)",22105,2245,403,217,19243
"Quechua (019)",13490,993,192,98,12207
"Aymara (020)",2140,377,23,29,1711
"Asháninka (021)",6,1,,1,5
"Otra lengua nativa (022)",9,2,,1,6
"Castellano (023)",6444,870,187,88,5301
"Idioma Extranjero (024)",1,,,,1
"Es Sordomudo/a (025)",15,2,1,,12
,,,,,
"URBANA (027)",31556,2347,845,412,27963
"Quechua (028)",17307,686,389,172,16062
"Aymara (029)",1554,111,52,35,1357
"Asháninka (030)",14,2,1,1,11
"Otra lengua nativa (031)",21,1,,1,19
"Castellano (032)",12639,1545,402,203,10496
"Idioma Extranjero (033)",1,,,,1
"Es Sordomudo/a (034)",20,2,1,,17
"Hombres (036)",17051,1152,476,223,15208
"Quechua (037)",9321,314,217,94,8698
"Aymara (038)",842,56,33,7,747
"Asháninka (039)",8,1,1,,6
"Otra lengua nativa (040)",14,1,,,13
"Castellano (041)",6857,779,225,122,5736
"Es Sordomudo/a (043)",9,1,,,8
"Mujeres (045)",14505,1195,369,189,12755
"Quechua (046)",7986,372,172,78,7364
"Aymara (047)",712,55,19,28,610
"Asháninka (048)",6,1,,1,5
"Otra lengua nativa (049)",7,,,1,6
"Castellano (050)",5782,766,177,81,4760
"Idioma Extranjero (051)",1,,,,1
"Es Sordomudo/a (052)",11,1,1,,9
,,,,,
"RURAL (054)",15827,2074,105,79,13574
"Quechua (055)",11230,1181,59,51,9941
"Aymara (056)",2885,630,14,6,2237
"Asháninka (057)",1,,,,1
"Otra lengua nativa (058)",3,2,,,1
"Castellano (059)",1689,258,32,22,1378
"Es Sordomudo/a (061)",19,3,,,16
"Hombres (063)",8227,1024,71,51,7086
"Quechua (064)",5726,560,39,31,5098
"Aymara (065)",1457,308,10,5,1136
"Asháninka (066)",1,,,,1
"Otra lengua nativa (067)",1,,,,1
"Castellano (068)",1027,154,22,15,837
"Es Sordomudo/a (070)",15,2,,,13
"Mujeres (072)",7600,1050,34,28,6488
"Quechua (073)",5504,621,20,20,4843
"Aymara (074)",1428,322,4,1,1101
"Otra lengua nativa (076)",2,2,,,
"Castellano (077)",662,104,10,7,541
"Es Sordomudo/a (079)",4,1,,,3
