"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia HUAMALIES (000)",45413,8963,8503,8186,7340,5197,7224
"Católica (001)",30334,5996,5890,5587,4904,3389,4568
"Cristiana/Evangélica (002)",12967,2474,2107,2179,2128,1647,2432
"Otra (003)",581,101,101,102,87,70,120
"Ninguna (004)",1531,392,405,318,221,91,104
"Hombres (006)",22994,4663,4437,4097,3574,2691,3532
"Católica (007)",15807,3188,3195,2877,2471,1819,2257
"Cristiana/Evangélica (008)",5979,1216,948,967,917,773,1158
"Otra (009)",285,49,52,54,40,35,55
"Ninguna (010)",923,210,242,199,146,64,62
"Mujeres (012)",22419,4300,4066,4089,3766,2506,3692
"Católica (013)",14527,2808,2695,2710,2433,1570,2311
"Cristiana/Evangélica (014)",6988,1258,1159,1212,1211,874,1274
"Otra (015)",296,52,49,48,47,35,65
"Ninguna (016)",608,182,163,119,75,27,42
,,,,,,,
"URBANA (018)",13132,2629,2302,2362,2250,1576,2013
"Católica (019)",8855,1718,1580,1661,1531,1057,1308
"Cristiana/Evangélica (020)",3739,787,590,582,638,482,660
"Otra (021)",154,33,26,32,23,16,24
"Ninguna (022)",384,91,106,87,58,21,21
"Hombres (024)",6398,1329,1159,1114,1049,804,943
"Católica (025)",4446,894,838,800,746,549,619
"Cristiana/Evangélica (026)",1643,369,251,236,256,230,301
"Otra (027)",76,19,13,16,11,8,9
"Ninguna (028)",233,47,57,62,36,17,14
"Mujeres (030)",6734,1300,1143,1248,1201,772,1070
"Católica (031)",4409,824,742,861,785,508,689
"Cristiana/Evangélica (032)",2096,418,339,346,382,252,359
"Otra (033)",78,14,13,16,12,8,15
"Ninguna (034)",151,44,49,25,22,4,7
,,,,,,,
"RURAL (036)",32281,6334,6201,5824,5090,3621,5211
"Católica (037)",21479,4278,4310,3926,3373,2332,3260
"Cristiana/Evangélica (038)",9228,1687,1517,1597,1490,1165,1772
"Otra (039)",427,68,75,70,64,54,96
"Ninguna (040)",1147,301,299,231,163,70,83
"Hombres (042)",16596,3334,3278,2983,2525,1887,2589
"Católica (043)",11361,2294,2357,2077,1725,1270,1638
"Cristiana/Evangélica (044)",4336,847,697,731,661,543,857
"Otra (045)",209,30,39,38,29,27,46
"Ninguna (046)",690,163,185,137,110,47,48
"Mujeres (048)",15685,3000,2923,2841,2565,1734,2622
"Católica (049)",10118,1984,1953,1849,1648,1062,1622
"Cristiana/Evangélica (050)",4892,840,820,866,829,622,915
"Otra (051)",218,38,36,32,35,27,50
"Ninguna (052)",457,138,114,94,53,23,35
