"CUADRO Nº 7: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR MATERIAL DE PREDOMINANTE EN LAS PAREDES EXTERIORES DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"MATERIAL PREDOMINANTE EN LAS PAREDES EXTERIORES DE LA VIVIENDA",,,,,,,
,,"LADRILLO O BLOQUE DE CEMENTO","ADOBE O TAPIA","MADERA (PONA, TOR-NILLO, ETC.)","QUINCHA (CAÑA CON BARRO)",ESTERA,"PIEDRA CON BARRO","PIEDRA O SILLAR CON CAL O CEMENTO","OTRO MATERIAL"
,,,,,,,,,
"Provincia CARABAYA",,,,,,,,,
"Viviendas particulares (001)",19221,582,10904,1892,26,76,5164,17,560
"Ocupantes presentes (002)",72425,2024,44130,5281,62,235,19419,66,1208
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",15661,515,10245,1255,15,39,3245,13,334
"Ocupantes presentes (005)",61844,1892,42156,3925,41,116,12860,58,796
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",3,,3,,,,,,
"Ocupantes presentes (011)",15,,15,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",317,63,249,4,,,,1,
"Ocupantes presentes (014)",716,123,577,12,,,,4,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",3199,,404,630,11,37,1919,2,196
"Ocupantes presentes (017)",9763,,1377,1334,21,119,6559,3,350
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",2,,,2,,,,,
"Ocupantes presentes (020)",9,,,9,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",9,4,3,1,,,,1,
"Ocupantes presentes (023)",16,9,5,1,,,,1,
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",30,,,,,,,,30
"Ocupantes presentes (026)",62,,,,,,,,62
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",7160,533,6221,202,5,5,173,11,10
"Ocupantes presentes (029)",29123,1862,25662,853,11,11,657,51,16
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",6830,466,5967,195,5,5,173,9,10
"Ocupantes presentes (032)",28368,1730,25066,831,11,11,657,46,16
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",3,,3,,,,,,
"Ocupantes presentes (038)",15,,15,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",317,63,249,4,,,,1,
"Ocupantes presentes (041)",716,123,577,12,,,,4,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",2,,,2,,,,,
"Ocupantes presentes (047)",9,,,9,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",8,4,2,1,,,,1,
"Ocupantes presentes (050)",15,9,4,1,,,,1,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",12061,49,4683,1690,21,71,4991,6,550
"Ocupantes presentes (056)",43302,162,18468,4428,51,224,18762,15,1192
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",8831,49,4278,1060,10,34,3072,4,324
"Ocupantes presentes (059)",33476,162,17090,3094,30,105,12203,12,780
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",3199,,404,630,11,37,1919,2,196
"Ocupantes presentes (071)",9763,,1377,1334,21,119,6559,3,350
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",1,,1,,,,,,
"Ocupantes presentes (077)",1,,1,,,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (079)",30,,,,,,,,30
"Ocupantes presentes (080)",62,,,,,,,,62
