"CUADRO Nº 13: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL; Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia SAN ROMAN (000)",60718,368,17122,22022,8561,2885,1129,324,60,,8247
"Sin Nivel (001)",6974,77,2296,2443,836,379,192,106,20,,625
"Educación Inicial (002)",40,,13,15,1,3,,,,,8
"Primaria (003)",20150,162,7279,7375,2380,820,418,127,21,,1568
"Secundaria (004)",19168,96,5996,7384,2199,616,196,43,8,,2630
"Sup. no Univ. Incompleta (005)",2539,4,385,987,393,105,34,1,,,630
"Sup. no Univ. Completa (006)",3818,9,362,1374,953,282,74,12,2,,750
"Sup. Univ. Incompleta (007)",2730,5,383,931,426,106,27,2,1,,849
"Sup. Univ. Completa (008)",5299,15,408,1513,1373,574,188,33,8,,1187
,,,,,,,,,,,
"URBANA (010)",55220,325,15170,19862,7913,2681,1052,306,57,,7854
"Sin Nivel (011)",5072,55,1615,1671,607,295,160,96,19,,554
"Educación Inicial (012)",35,,9,14,1,3,,,,,8
"Primaria (013)",17550,145,6330,6350,2079,730,387,120,19,,1390
"Secundaria (014)",18298,92,5687,7065,2108,592,188,43,8,,2515
"Sup. no Univ. Incompleta (015)",2510,4,383,973,388,103,33,1,,,625
"Sup. no Univ. Completa (016)",3789,9,360,1361,946,281,74,12,2,,744
"Sup. Univ. Incompleta (017)",2703,5,379,926,423,105,26,1,1,,837
"Sup. Univ. Completa (018)",5263,15,407,1502,1361,572,184,33,8,,1181
,,,,,,,,,,,
"RURAL (020)",5498,43,1952,2160,648,204,77,18,3,,393
"Sin Nivel (021)",1902,22,681,772,229,84,32,10,1,,71
"Educación Inicial (022)",5,,4,1,,,,,,,
"Primaria (023)",2600,17,949,1025,301,90,31,7,2,,178
"Secundaria (024)",870,4,309,319,91,24,8,,,,115
"Sup. no Univ. Incompleta (025)",29,,2,14,5,2,1,,,,5
"Sup. no Univ. Completa (026)",29,,2,13,7,1,,,,,6
"Sup. Univ. Incompleta (027)",27,,4,5,3,1,1,1,,,12
"Sup. Univ. Completa (028)",36,,1,11,12,2,4,,,,6
