"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia CAÑETE (000)",76056,72659,21227,11776,11537,8707,10038,5059,2559,1756,3397,178910
"De 12 a 14 años (001)",6163,6131,6106,19,6,,,,,,32,31
"De 15 a 19 años (002)",9846,9667,8419,1141,90,14,3,,,,179,1375
"De 20 a 24 años (003)",9042,8032,3193,3336,1230,235,32,6,,,1010,6671
"De 25 a 29 años (004)",8310,7440,1131,2727,2335,904,327,14,2,,870,11588
"De 30 a 34 años (005)",7764,7326,621,1597,2466,1578,926,124,9,5,438,16103
"De 35 a 39 años (006)",7025,6786,348,880,1889,1723,1533,350,51,12,239,19220
"De 40 a 44 años (007)",6111,5922,310,605,1180,1387,1721,561,131,27,189,19612
"De 45 a 49 años (008)",4869,4733,248,411,768,941,1382,685,229,69,136,17907
"De 50 y más años (009)",16926,16622,851,1060,1573,1925,4114,3319,2137,1643,304,86403
"PEA (010)",30538,28607,5652,5545,5555,4277,4451,1898,783,446,1931,72683
"De 12 a 14 años (011)",258,257,253,3,1,,,,,,1,5
"De 15 a 19 años (012)",2115,2066,1749,290,22,5,,,,,49,349
"De 20 a 24 años (013)",3806,3278,1533,1270,388,74,11,2,,,528,2326
"De 25 a 29 años (014)",4098,3519,733,1354,961,354,110,5,2,,579,4843
"De 30 a 34 años (015)",4198,3884,450,953,1255,753,412,52,5,4,314,7873
"De 35 a 39 años (016)",4033,3870,244,569,1094,957,796,185,18,7,163,10455
"De 40 a 44 años (017)",3578,3465,191,424,721,801,930,305,80,13,113,11094
"De 45 a 49 años (018)",2787,2706,157,255,465,573,764,345,107,40,81,9807
"De 50 y más años (019)",5665,5562,342,427,648,760,1428,1004,571,382,103,25931
"Ocupada (020)",29541,27735,5309,5363,5413,4192,4379,1874,771,434,1806,71255
