"CUADRO Nº 9: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia LA MAR (000)",26558,871,9340,9123,5677,1547
"Empleado (001)",2241,19,825,1003,375,19
"Obrero (002)",3545,74,1707,1117,545,102
"Trabajador independiente (003)",15332,101,4287,5708,3983,1253
"Empleador o patrono (004)",496,4,137,196,121,38
"Trabajador familiar no remunerado (005)",4789,662,2279,1078,641,129
"Trabajador del hogar (006)",155,11,105,21,12,6
"Hombres (008)",19228,576,6809,6577,4080,1186
"Empleado (009)",1433,11,479,651,278,14
"Obrero (010)",2652,57,1331,813,380,71
"Trabajador independiente (011)",12291,71,3377,4651,3154,1038
"Empleador o patrono (012)",409,1,108,158,110,32
"Trabajador familiar no remunerado (013)",2413,435,1493,299,155,31
"Trabajador del hogar (014)",30,1,21,5,3,
"Mujeres (016)",7330,295,2531,2546,1597,361
"Empleado (017)",808,8,346,352,97,5
"Obrero (018)",893,17,376,304,165,31
"Trabajador independiente (019)",3041,30,910,1057,829,215
"Empleador o patrono (020)",87,3,29,38,11,6
"Trabajador familiar no remunerado (021)",2376,227,786,779,486,98
"Trabajador del hogar (022)",125,10,84,16,9,6
,,,,,,
"URBANA (024)",12204,448,4267,4413,2542,534
"Empleado (025)",1681,17,616,752,281,15
"Obrero (026)",1746,44,844,552,257,49
"Trabajador independiente (027)",6370,60,1796,2470,1643,401
"Empleador o patrono (028)",308,3,83,131,69,22
"Trabajador familiar no remunerado (029)",1999,315,858,498,284,44
"Trabajador del hogar (030)",100,9,70,10,8,3
"Hombres (032)",7964,274,2775,2876,1672,367
"Empleado (033)",1049,10,347,480,200,12
"Obrero (034)",1271,32,638,384,181,36
"Trabajador independiente (035)",4407,39,1184,1753,1141,290
"Empleador o patrono (036)",245,1,60,101,63,20
"Trabajador familiar no remunerado (037)",975,191,535,155,85,9
"Trabajador del hogar (038)",17,1,11,3,2,
"Mujeres (040)",4240,174,1492,1537,870,167
"Empleado (041)",632,7,269,272,81,3
"Obrero (042)",475,12,206,168,76,13
"Trabajador independiente (043)",1963,21,612,717,502,111
"Empleador o patrono (044)",63,2,23,30,6,2
"Trabajador familiar no remunerado (045)",1024,124,323,343,199,35
"Trabajador del hogar (046)",83,8,59,7,6,3
,,,,,,
"RURAL (048)",14354,423,5073,4710,3135,1013
"Empleado (049)",560,2,209,251,94,4
"Obrero (050)",1799,30,863,565,288,53
"Trabajador independiente (051)",8962,41,2491,3238,2340,852
"Empleador o patrono (052)",188,1,54,65,52,16
"Trabajador familiar no remunerado (053)",2790,347,1421,580,357,85
"Trabajador del hogar (054)",55,2,35,11,4,3
"Hombres (056)",11264,302,4034,3701,2408,819
"Empleado (057)",384,1,132,171,78,2
"Obrero (058)",1381,25,693,429,199,35
"Trabajador independiente (059)",7884,32,2193,2898,2013,748
"Empleador o patrono (060)",164,,48,57,47,12
"Trabajador familiar no remunerado (061)",1438,244,958,144,70,22
"Trabajador del hogar (062)",13,,10,2,1,
"Mujeres (064)",3090,121,1039,1009,727,194
"Empleado (065)",176,1,77,80,16,2
"Obrero (066)",418,5,170,136,89,18
"Trabajador independiente (067)",1078,9,298,340,327,104
"Empleador o patrono (068)",24,1,6,8,5,4
"Trabajador familiar no remunerado (069)",1352,103,463,436,287,63
"Trabajador del hogar (070)",42,2,25,9,3,3
