"CUADRO Nº 27: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia CAJATAMBO (000)",2864,579,526,1224,59,422,54
"Sin nivel (001)",140,3,22,69,2,39,5
"Educación inicial (002)",1,,,,,1,
"Primaria (003)",1020,24,175,573,30,192,26
"Secundaria (004)",930,76,213,438,18,165,20
"Superior no univ. incompleta (005)",124,43,31,41,1,8,
"Superior no univ. completa (006)",185,102,41,36,1,4,1
"Superior univ. incompleta (007)",100,41,19,32,2,5,1
"Superior univ. completa (008)",364,290,25,35,5,8,1
"Hombres (010)",2085,338,459,967,50,268,3
"Sin nivel (011)",53,1,10,28,1,13,
"Educación inicial (012)",1,,,,,1,
"Primaria (013)",749,13,143,452,26,114,1
"Secundaria (014)",760,53,199,365,15,126,2
"Superior no univ. incompleta (015)",89,21,29,34,1,4,
"Superior no univ. completa (016)",127,57,37,31,1,1,
"Superior univ. incompleta (017)",76,24,18,28,2,4,
"Superior univ. completa (018)",230,169,23,29,4,5,
"Mujeres (020)",779,241,67,257,9,154,51
"Sin nivel (021)",87,2,12,41,1,26,5
"Primaria (023)",271,11,32,121,4,78,25
"Secundaria (024)",170,23,14,73,3,39,18
"Superior no univ. incompleta (025)",35,22,2,7,,4,
"Superior no univ. completa (026)",58,45,4,5,,3,1
"Superior univ. incompleta (027)",24,17,1,4,,1,1
"Superior univ. completa (028)",134,121,2,6,1,3,1
,,,,,,,
"URBANA (030)",1734,461,302,680,40,204,47
"Sin nivel (031)",85,1,13,44,1,22,4
"Educación inicial (032)",1,,,,,1,
"Primaria (033)",517,20,106,262,19,85,25
"Secundaria (034)",604,64,159,268,15,82,16
"Superior no univ. incompleta (035)",77,35,6,31,1,4,
"Superior no univ. completa (036)",123,84,6,27,1,4,1
"Superior univ. incompleta (037)",68,32,7,26,,3,
"Superior univ. completa (038)",259,225,5,22,3,3,1
"Hombres (040)",1142,265,250,475,33,117,2
"Sin nivel (041)",29,,6,15,,8,
"Educación inicial (042)",1,,,,,1,
"Primaria (043)",313,9,78,167,17,41,1
"Secundaria (044)",472,44,147,205,12,63,1
"Superior no univ. incompleta (045)",44,14,4,25,1,,
"Superior no univ. completa (046)",75,46,5,22,1,1,
"Superior univ. incompleta (047)",49,17,7,23,,2,
"Superior univ. completa (048)",159,135,3,18,2,1,
"Mujeres (050)",592,196,52,205,7,87,45
"Sin nivel (051)",56,1,7,29,1,14,4
"Primaria (053)",204,11,28,95,2,44,24
"Secundaria (054)",132,20,12,63,3,19,15
"Superior no univ. incompleta (055)",33,21,2,6,,4,
"Superior no univ. completa (056)",48,38,1,5,,3,1
"Superior univ. incompleta (057)",19,15,,3,,1,
"Superior univ. completa (058)",100,90,2,4,1,2,1
,,,,,,,
"RURAL (060)",1130,118,224,544,19,218,7
"Sin nivel (061)",55,2,9,25,1,17,1
"Primaria (063)",503,4,69,311,11,107,1
"Secundaria (064)",326,12,54,170,3,83,4
"Superior no univ. incompleta (065)",47,8,25,10,,4,
"Superior no univ. completa (066)",62,18,35,9,,,
"Superior univ. incompleta (067)",32,9,12,6,2,2,1
"Superior univ. completa (068)",105,65,20,13,2,5,
"Hombres (070)",943,73,209,492,17,151,1
"Sin nivel (071)",24,1,4,13,1,5,
"Primaria (073)",436,4,65,285,9,73,
"Secundaria (074)",288,9,52,160,3,63,1
"Superior no univ. incompleta (075)",45,7,25,9,,4,
"Superior no univ. completa (076)",52,11,32,9,,,
"Superior univ. incompleta (077)",27,7,11,5,2,2,
"Superior univ. completa (078)",71,34,20,11,2,4,
"Mujeres (080)",187,45,15,52,2,67,6
"Sin nivel (081)",31,1,5,12,,12,1
"Primaria (083)",67,,4,26,2,34,1
"Secundaria (084)",38,3,2,10,,20,3
"Superior no univ. incompleta (085)",2,1,,1,,,
"Superior no univ. completa (086)",10,7,3,,,,
"Superior univ. incompleta (087)",5,2,1,1,,,1
"Superior univ. completa (088)",34,31,,2,,1,
