"CUADRO Nº 1: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia UCAYALI (000)",50046,14707,16001,10337,6778,2223
"Hombres (001)",26565,7502,8219,5610,3938,1296
"Mujeres (002)",23481,7205,7782,4727,2840,927
"PEA (003)",21074,737,7589,7030,4634,1084
"Hombres (004)",14923,495,5295,4933,3350,850
"Mujeres (005)",6151,242,2294,2097,1284,234
"Ocupada (006)",20353,701,7262,6813,4528,1049
"Hombres (007)",14353,471,5044,4756,3263,819
"Mujeres (008)",6000,230,2218,2057,1265,230
"Desocupada (009)",721,36,327,217,106,35
"Hombres (010)",570,24,251,177,87,31
"Mujeres (011)",151,12,76,40,19,4
"No PEA (012)",28972,13970,8412,3307,2144,1139
"Hombres (013)",11642,7007,2924,677,588,446
"Mujeres (014)",17330,6963,5488,2630,1556,693
,,,,,,
"URBANA (018)",28094,7784,9138,5900,3917,1355
"Hombres (019)",14702,3919,4636,3119,2256,772
"Mujeres (020)",13392,3865,4502,2781,1661,583
"PEA (021)",11877,340,4125,4083,2712,617
"Hombres (022)",8103,214,2776,2748,1889,476
"Mujeres (023)",3774,126,1349,1335,823,141
"Ocupada (024)",11429,317,3923,3949,2645,595
"Hombres (025)",7780,196,2639,2649,1839,457
"Mujeres (026)",3649,121,1284,1300,806,138
"Desocupada (027)",448,23,202,134,67,22
"Hombres (028)",323,18,137,99,50,19
"Mujeres (029)",125,5,65,35,17,3
"No PEA (030)",16217,7444,5013,1817,1205,738
"Hombres (031)",6599,3705,1860,371,367,296
"Mujeres (032)",9618,3739,3153,1446,838,442
,,,,,,
"RURAL (036)",21952,6923,6863,4437,2861,868
"Hombres (037)",11863,3583,3583,2491,1682,524
"Mujeres (038)",10089,3340,3280,1946,1179,344
"PEA (039)",9197,397,3464,2947,1922,467
"Hombres (040)",6820,281,2519,2185,1461,374
"Mujeres (041)",2377,116,945,762,461,93
"Ocupada (042)",8924,384,3339,2864,1883,454
"Hombres (043)",6573,275,2405,2107,1424,362
"Mujeres (044)",2351,109,934,757,459,92
"Desocupada (045)",273,13,125,83,39,13
"Hombres (046)",247,6,114,78,37,12
"Mujeres (047)",26,7,11,5,2,1
"No PEA (048)",12755,6526,3399,1490,939,401
"Hombres (049)",5043,3302,1064,306,221,150
"Mujeres (050)",7712,3224,2335,1184,718,251
