"CUADRO Nº 8: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia MANU (000)",10471,150,4955,3669,1510,187
"Empleado (001)",1838,17,1016,598,190,17
"Obrero (002)",3423,23,1927,1067,376,30
"Trabajador independiente (003)",3724,21,1256,1574,753,120
"Empleador o patrono (004)",329,,108,144,71,6
"Trabajador familiar no remunerado (005)",572,79,253,160,70,10
"Trabajador del hogar (006)",280,5,203,50,21,1
"Desocupado (008)",305,5,192,76,29,3
"Hombres (009)",7535,93,3403,2684,1199,156
"Empleado (010)",949,7,432,345,150,15
"Obrero (011)",3235,21,1822,1020,346,26
"Trabajador independiente (012)",2494,13,744,1060,579,98
"Empleador o patrono (013)",241,,69,104,63,5
"Trabajador familiar no remunerado (014)",300,48,147,70,27,8
"Trabajador del hogar (015)",60,,35,16,8,1
"Desocupado (017)",256,4,154,69,26,3
"Mujeres (018)",2936,57,1552,985,311,31
"Empleado (019)",889,10,584,253,40,2
"Obrero (020)",188,2,105,47,30,4
"Trabajador independiente (021)",1230,8,512,514,174,22
"Empleador o patrono (022)",88,,39,40,8,1
"Trabajador familiar no remunerado (023)",272,31,106,90,43,2
"Trabajador del hogar (024)",220,5,168,34,13,
"Desocupado (026)",49,1,38,7,3,
,,,,,,
"URBANA (027)",3281,80,1348,1269,523,61
"Empleado (028)",870,9,449,310,95,7
"Obrero (029)",568,10,282,179,89,8
"Trabajador independiente (030)",1400,13,410,660,280,37
"Empleador o patrono (031)",73,,25,31,14,3
"Trabajador familiar no remunerado (032)",197,44,67,58,24,4
"Trabajador del hogar (033)",109,2,82,15,9,1
"Desocupado (035)",64,2,33,16,12,1
"Hombres (036)",2033,51,759,784,389,50
"Empleado (037)",453,3,196,177,71,6
"Obrero (038)",522,9,261,165,79,8
"Trabajador independiente (039)",849,8,222,385,205,29
"Empleador o patrono (040)",47,,13,19,13,2
"Trabajador familiar no remunerado (041)",95,29,36,19,8,3
"Trabajador del hogar (042)",18,,9,5,3,1
"Desocupado (044)",49,2,22,14,10,1
"Mujeres (045)",1248,29,589,485,134,11
"Empleado (046)",417,6,253,133,24,1
"Obrero (047)",46,1,21,14,10,
"Trabajador independiente (048)",551,5,188,275,75,8
"Empleador o patrono (049)",26,,12,12,1,1
"Trabajador familiar no remunerado (050)",102,15,31,39,16,1
"Trabajador del hogar (051)",91,2,73,10,6,
"Desocupado (053)",15,,11,2,2,
,,,,,,
"RURAL (054)",7190,70,3607,2400,987,126
"Empleado (055)",968,8,567,288,95,10
"Obrero (056)",2855,13,1645,888,287,22
"Trabajador independiente (057)",2324,8,846,914,473,83
"Empleador o patrono (058)",256,,83,113,57,3
"Trabajador familiar no remunerado (059)",375,35,186,102,46,6
"Trabajador del hogar (060)",171,3,121,35,12,
"Desocupado (062)",241,3,159,60,17,2
"Hombres (063)",5502,42,2644,1900,810,106
"Empleado (064)",496,4,236,168,79,9
"Obrero (065)",2713,12,1561,855,267,18
"Trabajador independiente (066)",1645,5,522,675,374,69
"Empleador o patrono (067)",194,,56,85,50,3
"Trabajador familiar no remunerado (068)",205,19,111,51,19,5
"Trabajador del hogar (069)",42,,26,11,5,
"Desocupado (071)",207,2,132,55,16,2
"Mujeres (072)",1688,28,963,500,177,20
"Empleado (073)",472,4,331,120,16,1
"Obrero (074)",142,1,84,33,20,4
"Trabajador independiente (075)",679,3,324,239,99,14
"Empleador o patrono (076)",62,,27,28,7,
"Trabajador familiar no remunerado (077)",170,16,75,51,27,1
"Trabajador del hogar (078)",129,3,95,24,7,
"Desocupado (080)",34,1,27,5,1,
