"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia CELENDIN (000)",23866,21110,1323,624,809
"Empleado (001)",2766,997,664,444,661
"Obrero (002)",3391,2802,291,154,144
"Trabajador independiente (003)",13533,13276,257,,
"Empleador o patrono (004)",334,304,20,8,2
"Trabajador familiar no remunerado (005)",3124,3013,91,18,2
"Trabajador del hogar (006)",718,718,,,
"De 06 a 14 años (008)",578,547,24,7,
"Empleado (009)",18,16,2,,
"Obrero (010)",67,59,3,5,
"Trabajador independiente (011)",138,135,3,,
"Empleador o patrono (012)",2,2,,,
"Trabajador familiar no remunerado (013)",301,283,16,2,
"Trabajador del hogar (014)",52,52,,,
"De 15 a 29 años (016)",7875,7040,454,173,208
"Empleado (017)",827,374,200,91,162
"Obrero (018)",1357,1118,124,70,45
"Trabajador independiente (019)",3590,3508,82,,
"Empleador o patrono (020)",96,88,3,5,
"Trabajador familiar no remunerado (021)",1692,1639,45,7,1
"Trabajador del hogar (022)",313,313,,,
"De 30 a 44 años (024)",7733,6486,557,289,401
"Empleado (025)",1324,419,338,229,338
"Obrero (026)",1038,826,97,53,62
"Trabajador independiente (027)",4472,4380,92,,
"Empleador o patrono (028)",103,92,9,2,
"Trabajador familiar no remunerado (029)",615,588,21,5,1
"Trabajador del hogar (030)",181,181,,,
"De 45 a 64 años (032)",5637,5041,256,149,191
"Empleado (033)",573,176,120,119,158
"Obrero (034)",710,594,60,25,31
"Trabajador independiente (035)",3766,3703,63,,
"Empleador o patrono (036)",97,89,5,1,2
"Trabajador familiar no remunerado (037)",364,352,8,4,
"Trabajador del hogar (038)",127,127,,,
"De 65 y más años (040)",2043,1996,32,6,9
"Empleado (041)",24,12,4,5,3
"Obrero (042)",219,205,7,1,6
"Trabajador independiente (043)",1567,1550,17,,
"Empleador o patrono (044)",36,33,3,,
"Trabajador familiar no remunerado (045)",152,151,1,,
"Trabajador del hogar (046)",45,45,,,
,,,,,
"URBANA (048)",7208,5247,756,506,699
"Empleado (049)",2294,736,537,416,605
"Obrero (050)",923,652,105,76,90
"Trabajador independiente (051)",3150,3063,87,,
"Empleador o patrono (052)",84,64,11,7,2
"Trabajador familiar no remunerado (053)",427,402,16,7,2
"Trabajador del hogar (054)",330,330,,,
