"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia SIHUAS (000)",7658,33,173,420,726,1509,2963,1834
"De 12 a 14 años (001)",11,,,,,,,11
"De 15 a 19 años (002)",210,,,,,,132,78
"De 20 a 24 años (003)",801,,,,,2,510,289
"De 25 a 29 años (004)",720,,,,,30,513,177
"De 30 a 34 años (005)",877,,,,,106,598,173
"De 35 a 39 años (006)",891,,,,4,209,551,127
"De 40 a 44 años (007)",839,,,,17,306,409,107
"De 45 a 49 años (008)",711,,,3,57,350,200,101
"De 50 y más años (009)",2598,33,173,417,648,506,50,771
"PEA (010)",2218,,29,98,190,492,892,517
"De 15 a 19 años (012)",36,,,,,,26,10
"De 20 a 24 años (013)",236,,,,,,143,93
"De 25 a 29 años (014)",220,,,,,14,138,68
"De 30 a 34 años (015)",295,,,,,38,188,69
"De 35 a 39 años (016)",293,,,,2,70,174,47
"De 40 a 44 años (017)",325,,,,10,123,146,46
"De 45 a 49 años (018)",230,,,1,21,114,56,38
"De 50 y más años (019)",583,,29,97,157,133,21,146
"Ocupada (020)",2165,,28,97,188,483,870,499
"De 15 a 19 años (022)",35,,,,,,25,10
"De 20 a 24 años (023)",225,,,,,,136,89
"De 25 a 29 años (024)",213,,,,,14,133,66
"De 30 a 34 años (025)",290,,,,,36,188,66
"De 35 a 39 años (026)",284,,,,2,69,170,43
"De 40 a 44 años (027)",318,,,,10,120,142,46
"De 45 a 49 años (028)",226,,,1,21,113,55,36
"De 50 y más años (029)",574,,28,96,155,131,21,143
"Desocupada (030)",53,,1,1,2,9,22,18
"De 15 a 19 años (032)",1,,,,,,1,
"De 20 a 24 años (033)",11,,,,,,7,4
"De 25 a 29 años (034)",7,,,,,,5,2
"De 30 a 34 años (035)",5,,,,,2,,3
"De 35 a 39 años (036)",9,,,,,1,4,4
"De 40 a 44 años (037)",7,,,,,3,4,
"De 45 a 49 años (038)",4,,,,,1,1,2
"De 50 y más años (039)",9,,1,1,2,2,,3
"No PEA (040)",5440,33,144,322,536,1017,2071,1317
"De 12 a 14 años (041)",11,,,,,,,11
"De 15 a 19 años (042)",174,,,,,,106,68
"De 20 a 24 años (043)",565,,,,,2,367,196
"De 25 a 29 años (044)",500,,,,,16,375,109
"De 30 a 34 años (045)",582,,,,,68,410,104
"De 35 a 39 años (046)",598,,,,2,139,377,80
"De 40 a 44 años (047)",514,,,,7,183,263,61
"De 45 a 49 años (048)",481,,,2,36,236,144,63
"De 50 y más años (049)",2015,33,144,320,491,373,29,625
,,,,,,,,
"URBANA (060)",2066,14,45,99,204,450,717,537
