"CUADRO Nº 31: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,,
,,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,,DESOCU-PADO
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA",
,,,,,,,,,,,,,
"Provincia AIJA (000)",2297,14,180,30,68,132,777,76,67,719,6,61,167
"Agric., ganadería, caza y silvicultura (001)",1226,,1,4,,,777,,,444,,,
"Pesca (002)",2,,,,,,,,,2,,,
"Explotación de minas y canteras (003)",118,,1,2,,,,37,2,76,,,
"Industrias manufactureras (004)",37,,,1,1,,,32,2,1,,,
"Suministro de electricidad, gas y agua (005)",2,,,,,,,1,,1,,,
"Construcción (006)",116,,3,,,,,,41,72,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (007)",116,,1,1,,90,,6,,18,,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",2,,,,,,,2,,,,,
"Comercio al por mayor (009)",6,,,,,6,,,,,,,
"Comercio al por menor (010)",108,,1,1,,84,,4,,18,,,
"Hoteles y restaurantes (011)",49,,,2,,30,,,,17,,,
"Trans., almac. y comunicaciones (012)",23,,,,,,,,19,4,,,
"Intermediación financiera (013)",2,,1,,,,,,,1,,,
"Activid.inmobil., empres. y alquileres (014)",24,,2,1,11,6,,,,4,,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",90,12,5,3,43,2,,,2,17,6,,
"Enseñanza (016)",174,2,159,,9,,,,1,3,,,
"Servicios sociales y de salud (017)",33,,7,13,2,4,,,,7,,,
"Otras activ. serv.comun.soc y personales (018)",23,,,3,2,,,,,18,,,
"Hogares privados con servicio doméstico (019)",34,,,,,,,,,34,,,
"Actividad economica no especificada (021)",61,,,,,,,,,,,61,
"Desocupado (022)",167,,,,,,,,,,,,167
"Hombres (023)",1725,10,111,21,34,33,701,70,67,498,6,22,152
"Agric., ganadería, caza y silvicultura (024)",1012,,1,4,,,701,,,306,,,
"Pesca (025)",2,,,,,,,,,2,,,
"Explotación de minas y canteras (026)",117,,1,2,,,,37,2,75,,,
"Industrias manufactureras (027)",30,,,1,,,,26,2,1,,,
"Suministro de electricidad, gas y agua (028)",1,,,,,,,1,,,,,
"Construcción (029)",113,,3,,,,,,41,69,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (030)",38,,,1,,20,,6,,11,,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",2,,,,,,,2,,,,,
"Comercio al por mayor (032)",4,,,,,4,,,,,,,
"Comercio al por menor (033)",32,,,1,,16,,4,,11,,,
"Hoteles y restaurantes (034)",4,,,,,3,,,,1,,,
"Trans., almac. y comunicaciones (035)",22,,,,,,,,19,3,,,
"Intermediación financiera (036)",1,,1,,,,,,,,,,
"Activid.inmobil., empres. y alquileres (037)",16,,1,1,5,6,,,,3,,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",58,8,5,2,21,2,,,2,12,6,,
"Enseñanza (039)",106,2,95,,6,,,,1,2,,,
"Servicios sociales y de salud (040)",13,,4,7,,2,,,,,,,
"Otras activ. serv.comun.soc y personales (041)",14,,,3,2,,,,,9,,,
"Hogares privados con servicio doméstico (042)",4,,,,,,,,,4,,,
"Actividad economica no especificada (044)",22,,,,,,,,,,,22,
"Desocupado (045)",152,,,,,,,,,,,,152
"Mujeres (046)",572,4,69,9,34,99,76,6,,221,,39,15
"Agric., ganadería, caza y silvicultura (047)",214,,,,,,76,,,138,,,
"Explotación de minas y canteras (049)",1,,,,,,,,,1,,,
"Industrias manufactureras (050)",7,,,,1,,,6,,,,,
"Suministro de electricidad, gas y agua (051)",1,,,,,,,,,1,,,
"Construcción (052)",3,,,,,,,,,3,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (053)",78,,1,,,70,,,,7,,,
"Comercio al por mayor (055)",2,,,,,2,,,,,,,
"Comercio al por menor (056)",76,,1,,,68,,,,7,,,
"Hoteles y restaurantes (057)",45,,,2,,27,,,,16,,,
"Trans., almac. y comunicaciones (058)",1,,,,,,,,,1,,,
"Intermediación financiera (059)",1,,,,,,,,,1,,,
"Activid.inmobil., empres. y alquileres (060)",8,,1,,6,,,,,1,,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",32,4,,1,22,,,,,5,,,
"Enseñanza (062)",68,,64,,3,,,,,1,,,
"Servicios sociales y de salud (063)",20,,3,6,2,2,,,,7,,,
"Otras activ. serv.comun.soc y personales (064)",9,,,,,,,,,9,,,
"Hogares privados con servicio doméstico (065)",30,,,,,,,,,30,,,
"Actividad economica no especificada (067)",39,,,,,,,,,,,39,
"Desocupado (068)",15,,,,,,,,,,,,15
,,,,,,,,,,,,,
"URBANA (069)",831,13,125,23,52,88,153,40,26,217,6,41,47
"Agric., ganadería, caza y silvicultura (070)",258,,,2,,,153,,,103,,,
"Explotación de minas y canteras (072)",26,,,,,,,18,,8,,,
"Industrias manufactureras (073)",18,,,,1,,,17,,,,,
"Suministro de electricidad, gas y agua (074)",2,,,,,,,1,,1,,,
"Construcción (075)",40,,1,,,,,,13,26,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (076)",77,,,1,,60,,4,,12,,,
"Comercio al por mayor (078)",3,,,,,3,,,,,,,
"Comercio al por menor (079)",74,,,1,,57,,4,,12,,,
"Hoteles y restaurantes (080)",33,,,2,,19,,,,12,,,
"Trans., almac. y comunicaciones (081)",14,,,,,,,,11,3,,,
"Intermediación financiera (082)",2,,1,,,,,,,1,,,
"Activid.inmobil., empres. y alquileres (083)",15,,2,1,8,3,,,,1,,,
"Admin.pub. y defensa; p. segur.soc.afil (084)",72,11,5,2,32,2,,,2,12,6,,
"Enseñanza (085)",121,2,110,,8,,,,,1,,,
"Servicios sociales y de salud (086)",27,,6,12,1,4,,,,4,,,
"Otras activ. serv.comun.soc y personales (087)",17,,,3,2,,,,,12,,,
"Hogares privados con servicio doméstico (088)",21,,,,,,,,,21,,,
"Actividad economica no especificada (090)",41,,,,,,,,,,,41,
"Desocupado (091)",47,,,,,,,,,,,,47
"Hombres (092)",557,9,77,15,26,20,148,34,26,145,6,13,38
"Agric., ganadería, caza y silvicultura (093)",234,,,2,,,148,,,84,,,
"Explotación de minas y canteras (095)",26,,,,,,,18,,8,,,
"Industrias manufactureras (096)",11,,,,,,,11,,,,,
"Suministro de electricidad, gas y agua (097)",1,,,,,,,1,,,,,
"Construcción (098)",40,,1,,,,,,13,26,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (099)",23,,,1,,11,,4,,7,,,
"Comercio al por mayor (101)",1,,,,,1,,,,,,,
"Comercio al por menor (102)",22,,,1,,10,,4,,7,,,
"Hoteles y restaurantes (103)",2,,,,,2,,,,,,,
"Trans., almac. y comunicaciones (104)",13,,,,,,,,11,2,,,
"Intermediación financiera (105)",1,,1,,,,,,,,,,
"Activid.inmobil., empres. y alquileres (106)",9,,1,1,3,3,,,,1,,,
"Admin.pub. y defensa; p. segur.soc.afil (107)",48,7,5,2,16,2,,,2,8,6,,
"Enseñanza (108)",74,2,66,,5,,,,,1,,,
"Servicios sociales y de salud (109)",11,,3,6,,2,,,,,,,
"Otras activ. serv.comun.soc y personales (110)",11,,,3,2,,,,,6,,,
"Hogares privados con servicio doméstico (111)",2,,,,,,,,,2,,,
"Actividad economica no especificada (113)",13,,,,,,,,,,,13,
"Desocupado (114)",38,,,,,,,,,,,,38
"Mujeres (115)",274,4,48,8,26,68,5,6,,72,,28,9
"Agric., ganadería, caza y silvicultura (116)",24,,,,,,5,,,19,,,
"Industrias manufactureras (119)",7,,,,1,,,6,,,,,
"Suministro de electricidad, gas y agua (120)",1,,,,,,,,,1,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (122)",54,,,,,49,,,,5,,,
"Comercio al por mayor (124)",2,,,,,2,,,,,,,
"Comercio al por menor (125)",52,,,,,47,,,,5,,,
"Hoteles y restaurantes (126)",31,,,2,,17,,,,12,,,
"Trans., almac. y comunicaciones (127)",1,,,,,,,,,1,,,
"Intermediación financiera (128)",1,,,,,,,,,1,,,
"Activid.inmobil., empres. y alquileres (129)",6,,1,,5,,,,,,,,
"Admin.pub. y defensa; p. segur.soc.afil (130)",24,4,,,16,,,,,4,,,
"Enseñanza (131)",47,,44,,3,,,,,,,,
"Servicios sociales y de salud (132)",16,,3,6,1,2,,,,4,,,
"Otras activ. serv.comun.soc y personales (133)",6,,,,,,,,,6,,,
"Hogares privados con servicio doméstico (134)",19,,,,,,,,,19,,,
"Actividad economica no especificada (136)",28,,,,,,,,,,,28,
"Desocupado (137)",9,,,,,,,,,,,,9
,,,,,,,,,,,,,
"RURAL (138)",1466,1,55,7,16,44,624,36,41,502,,20,120
"Agric., ganadería, caza y silvicultura (139)",968,,1,2,,,624,,,341,,,
"Pesca (140)",2,,,,,,,,,2,,,
"Explotación de minas y canteras (141)",92,,1,2,,,,19,2,68,,,
"Industrias manufactureras (142)",19,,,1,,,,15,2,1,,,
"Construcción (144)",76,,2,,,,,,28,46,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (145)",39,,1,,,30,,2,,6,,,
"Venta, mant.y rep. veh.autom.y motoc. (146)",2,,,,,,,2,,,,,
"Comercio al por mayor (147)",3,,,,,3,,,,,,,
"Comercio al por menor (148)",34,,1,,,27,,,,6,,,
"Hoteles y restaurantes (149)",16,,,,,11,,,,5,,,
"Trans., almac. y comunicaciones (150)",9,,,,,,,,8,1,,,
"Activid.inmobil., empres. y alquileres (152)",9,,,,3,3,,,,3,,,
"Admin.pub. y defensa; p. segur.soc.afil (153)",18,1,,1,11,,,,,5,,,
"Enseñanza (154)",53,,49,,1,,,,1,2,,,
"Servicios sociales y de salud (155)",6,,1,1,1,,,,,3,,,
"Otras activ. serv.comun.soc y personales (156)",6,,,,,,,,,6,,,
"Hogares privados con servicio doméstico (157)",13,,,,,,,,,13,,,
"Actividad economica no especificada (159)",20,,,,,,,,,,,20,
"Desocupado (160)",120,,,,,,,,,,,,120
"Hombres (161)",1168,1,34,6,8,13,553,36,41,353,,9,114
"Agric., ganadería, caza y silvicultura (162)",778,,1,2,,,553,,,222,,,
"Pesca (163)",2,,,,,,,,,2,,,
"Explotación de minas y canteras (164)",91,,1,2,,,,19,2,67,,,
"Industrias manufactureras (165)",19,,,1,,,,15,2,1,,,
"Construcción (167)",73,,2,,,,,,28,43,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (168)",15,,,,,9,,2,,4,,,
