"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia PACHITEA (000)",59944,1258,24545,15465,9518,6314,2844
"Jefe o Jefa (001)",12888,,21,2987,4465,3706,1709
"Esposa(o) / compañera(o) (002)",8761,,17,2930,3328,1946,540
"Hijo(a) / hijastro(a) (003)",28860,948,20116,6875,792,125,4
"Yerno / nuera (004)",554,,16,409,106,21,2
"Nieto(a) (005)",3233,206,2564,446,17,,
"Padres / suegros (006)",582,,,,17,160,405
"Otro(a) pariente (007)",3710,86,1557,1235,415,261,156
"Trabajador(a) del hogar (008)",110,,9,82,9,9,1
"Pensionistas (009)",8,,2,5,1,,
"Otro(a) no pariente (010)",1238,18,243,496,368,86,27
"Hombres (011)",30184,611,12366,7668,4807,3300,1432
"Jefe o Jefa (012)",9730,,16,2214,3525,2830,1145
"Esposa(o) / compañera(o) (013)",553,,7,142,235,118,51
"Hijo(a) / hijastro(a) (014)",14893,467,10037,3910,411,66,2
"Yerno / nuera (015)",270,,6,177,70,16,1
"Nieto(a) (016)",1681,102,1334,236,9,,
"Padres / suegros (017)",206,,,,4,54,148
"Otro(a) pariente (018)",1965,30,825,660,241,142,67
"Trabajador(a) del hogar (019)",43,,4,26,7,6,
"Pensionistas (020)",3,,,2,1,,
"Otro(a) no pariente (021)",840,12,137,301,304,68,18
"Mujeres (022)",29760,647,12179,7797,4711,3014,1412
"Jefe o Jefa (023)",3158,,5,773,940,876,564
"Esposa(o) / compañera(o) (024)",8208,,10,2788,3093,1828,489
"Hijo(a) / hijastro(a) (025)",13967,481,10079,2965,381,59,2
"Yerno / nuera (026)",284,,10,232,36,5,1
"Nieto(a) (027)",1552,104,1230,210,8,,
"Padres / suegros (028)",376,,,,13,106,257
"Otro(a) pariente (029)",1745,56,732,575,174,119,89
"Trabajador(a) del hogar (030)",67,,5,56,2,3,1
"Pensionistas (031)",5,,2,3,,,
"Otro(a) no pariente (032)",398,6,106,195,64,18,9
,,,,,,,
"URBANA (033)",8258,130,3023,2164,1590,974,377
"Jefe o Jefa (034)",2066,,13,422,778,623,230
"Esposa(o) / compañera(o) (035)",1206,,4,331,546,253,72
"Hijo(a) / hijastro(a) (036)",3629,95,2368,1003,136,26,1
"Yerno / nuera (037)",78,,3,39,28,7,1
"Nieto(a) (038)",419,19,354,46,,,
"Padres / suegros (039)",73,,,,1,20,52
"Otro(a) pariente (040)",568,13,231,207,65,35,17
"Trabajador(a) del hogar (041)",33,,4,26,1,2,
"Pensionistas (042)",1,,,1,,,
"Otro(a) no pariente (043)",185,3,46,89,35,8,4
"Hombres (044)",4108,75,1552,1022,751,517,191
"Jefe o Jefa (045)",1381,,11,243,551,428,148
"Esposa(o) / compañera(o) (046)",122,,2,27,54,31,8
"Hijo(a) / hijastro(a) (047)",1891,55,1205,547,68,16,
"Yerno / nuera (048)",47,,2,18,21,5,1
"Nieto(a) (049)",228,13,191,24,,,
"Padres / suegros (050)",32,,,,,9,23
"Otro(a) pariente (051)",292,4,117,106,37,20,8
"Trabajador(a) del hogar (052)",10,,1,7,1,1,
"Pensionistas (053)",1,,,1,,,
"Otro(a) no pariente (054)",104,3,23,49,19,7,3
"Mujeres (055)",4150,55,1471,1142,839,457,186
"Jefe o Jefa (056)",685,,2,179,227,195,82
"Esposa(o) / compañera(o) (057)",1084,,2,304,492,222,64
"Hijo(a) / hijastro(a) (058)",1738,40,1163,456,68,10,1
"Yerno / nuera (059)",31,,1,21,7,2,
"Nieto(a) (060)",191,6,163,22,,,
"Padres / suegros (061)",41,,,,1,11,29
"Otro(a) pariente (062)",276,9,114,101,28,15,9
"Trabajador(a) del hogar (063)",23,,3,19,,1,
"Otro(a) no pariente (065)",81,,23,40,16,1,1
,,,,,,,
"RURAL (066)",51686,1128,21522,13301,7928,5340,2467
"Jefe o Jefa (067)",10822,,8,2565,3687,3083,1479
"Esposa(o) / compañera(o) (068)",7555,,13,2599,2782,1693,468
"Hijo(a) / hijastro(a) (069)",25231,853,17748,5872,656,99,3
"Yerno / nuera (070)",476,,13,370,78,14,1
"Nieto(a) (071)",2814,187,2210,400,17,,
"Padres / suegros (072)",509,,,,16,140,353
"Otro(a) pariente (073)",3142,73,1326,1028,350,226,139
"Trabajador(a) del hogar (074)",77,,5,56,8,7,1
"Pensionistas (075)",7,,2,4,1,,
"Otro(a) no pariente (076)",1053,15,197,407,333,78,23
"Hombres (077)",26076,536,10814,6646,4056,2783,1241
"Jefe o Jefa (078)",8349,,5,1971,2974,2402,997
"Esposa(o) / compañera(o) (079)",431,,5,115,181,87,43
"Hijo(a) / hijastro(a) (080)",13002,412,8832,3363,343,50,2
"Yerno / nuera (081)",223,,4,159,49,11,
"Nieto(a) (082)",1453,89,1143,212,9,,
"Padres / suegros (083)",174,,,,4,45,125
"Otro(a) pariente (084)",1673,26,708,554,204,122,59
"Trabajador(a) del hogar (085)",33,,3,19,6,5,
"Pensionistas (086)",2,,,1,1,,
"Otro(a) no pariente (087)",736,9,114,252,285,61,15
"Mujeres (088)",25610,592,10708,6655,3872,2557,1226
"Jefe o Jefa (089)",2473,,3,594,713,681,482
"Esposa(o) / compañera(o) (090)",7124,,8,2484,2601,1606,425
"Hijo(a) / hijastro(a) (091)",12229,441,8916,2509,313,49,1
"Yerno / nuera (092)",253,,9,211,29,3,1
"Nieto(a) (093)",1361,98,1067,188,8,,
"Padres / suegros (094)",335,,,,12,95,228
"Otro(a) pariente (095)",1469,47,618,474,146,104,80
"Trabajador(a) del hogar (096)",44,,2,37,2,2,1
"Pensionistas (097)",5,,2,3,,,
"Otro(a) no pariente (098)",317,6,83,155,48,17,8
