"CUADRO Nº 2: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia YUNGUYO (000)",36502,5430,6079,6240,5622,4591,8540
"Conviviente (001)",4381,80,1204,1646,807,326,318
"Separado(a) (002)",614,2,48,122,133,128,181
"Casado(a) (003)",16649,12,482,2739,4041,3656,5719
"Viudo(a) (004)",2393,1,14,39,122,230,1987
"Divorciado(a) (005)",108,,2,12,25,23,46
"Soltero(a) (006)",12357,5335,4329,1682,494,228,289
"Hombres (008)",17885,2713,3139,2965,2762,2230,4076
"Conviviente (009)",2123,32,488,820,445,176,162
"Separado(a) (010)",181,1,6,13,47,49,65
"Casado(a) (011)",8185,4,164,1186,1972,1826,3033
"Viudo(a) (012)",811,,2,12,34,73,690
"Divorciado(a) (013)",43,,1,4,7,10,21
"Soltero(a) (014)",6542,2676,2478,930,257,96,105
"Mujeres (016)",18617,2717,2940,3275,2860,2361,4464
"Conviviente (017)",2258,48,716,826,362,150,156
"Separado(a) (018)",433,1,42,109,86,79,116
"Casado(a) (019)",8464,8,318,1553,2069,1830,2686
"Viudo(a) (020)",1582,1,12,27,88,157,1297
"Divorciado(a) (021)",65,,1,8,18,13,25
"Soltero(a) (022)",5815,2659,1851,752,237,132,184
,,,,,,,
"URBANA (024)",13332,2018,2342,2610,2395,1682,2285
"Conviviente (025)",2160,37,504,812,500,169,138
"Separado(a) (026)",263,1,18,53,72,53,66
"Casado(a) (027)",5489,5,159,1001,1534,1279,1511
"Viudo(a) (028)",608,1,7,11,53,75,461
"Divorciado(a) (029)",52,,2,4,17,13,16
"Soltero(a) (030)",4760,1974,1652,729,219,93,93
"Hombres (032)",6482,954,1182,1220,1186,829,1111
"Conviviente (033)",1045,18,201,393,272,91,70
"Separado(a) (034)",77,,3,4,24,21,25
"Casado(a) (035)",2731,1,63,418,754,660,835
"Viudo(a) (036)",169,,1,3,14,15,136
"Divorciado(a) (037)",20,,1,2,3,6,8
"Soltero(a) (038)",2440,935,913,400,119,36,37
"Mujeres (040)",6850,1064,1160,1390,1209,853,1174
"Conviviente (041)",1115,19,303,419,228,78,68
"Separado(a) (042)",186,1,15,49,48,32,41
"Casado(a) (043)",2758,4,96,583,780,619,676
"Viudo(a) (044)",439,1,6,8,39,60,325
"Divorciado(a) (045)",32,,1,2,14,7,8
"Soltero(a) (046)",2320,1039,739,329,100,57,56
,,,,,,,
"RURAL (048)",23170,3412,3737,3630,3227,2909,6255
"Conviviente (049)",2221,43,700,834,307,157,180
"Separado(a) (050)",351,1,30,69,61,75,115
"Casado(a) (051)",11160,7,323,1738,2507,2377,4208
"Viudo(a) (052)",1785,,7,28,69,155,1526
"Divorciado(a) (053)",56,,,8,8,10,30
"Soltero(a) (054)",7597,3361,2677,953,275,135,196
"Hombres (056)",11403,1759,1957,1745,1576,1401,2965
"Conviviente (057)",1078,14,287,427,173,85,92
"Separado(a) (058)",104,1,3,9,23,28,40
"Casado(a) (059)",5454,3,101,768,1218,1166,2198
"Viudo(a) (060)",642,,1,9,20,58,554
"Divorciado(a) (061)",23,,,2,4,4,13
"Soltero(a) (062)",4102,1741,1565,530,138,60,68
"Mujeres (064)",11767,1653,1780,1885,1651,1508,3290
"Conviviente (065)",1143,29,413,407,134,72,88
"Separado(a) (066)",247,,27,60,38,47,75
"Casado(a) (067)",5706,4,222,970,1289,1211,2010
"Viudo(a) (068)",1143,,6,19,49,97,972
"Divorciado(a) (069)",33,,,6,4,6,17
"Soltero(a) (070)",3495,1620,1112,423,137,75,128
