"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia PASCO (000)",49019,29048,4650,5498,9823
"Empleado (001)",12508,3478,1998,2568,4464
"Obrero (002)",14080,4206,1708,2834,5332
"Trabajador independiente (003)",17120,16406,714,,
"Empleador o patrono (004)",664,531,73,48,12
"Trabajador familiar no remunerado (005)",3926,3706,157,48,15
"Trabajador del hogar (006)",721,721,,,
"De 06 a 14 años (008)",381,337,29,12,3
"Empleado (009)",26,23,3,,
"Obrero (010)",51,36,9,3,3
"Trabajador independiente (011)",53,48,5,,
"Trabajador familiar no remunerado (013)",224,203,12,9,
"Trabajador del hogar (014)",27,27,,,
"De 15 a 29 años (016)",16777,9991,1749,1882,3155
"Empleado (017)",4451,1632,697,782,1340
"Obrero (018)",5306,1719,708,1072,1807
"Trabajador independiente (019)",4429,4183,246,,
"Empleador o patrono (020)",168,127,23,14,4
"Trabajador familiar no remunerado (021)",2039,1946,75,14,4
"Trabajador del hogar (022)",384,384,,,
"De 30 a 44 años (024)",19154,10199,1931,2529,4495
"Empleado (025)",5355,1261,913,1220,1961
"Obrero (026)",5922,1447,677,1271,2527
"Trabajador independiente (027)",6525,6254,271,,
"Empleador o patrono (028)",249,195,26,24,4
"Trabajador familiar no remunerado (029)",927,866,44,14,3
"Trabajador del hogar (030)",176,176,,,
"De 45 a 64 años (032)",10896,6863,879,1039,2115
"Empleado (033)",2581,519,369,556,1137
"Obrero (034)",2589,857,297,466,969
"Trabajador independiente (035)",4843,4672,171,,
"Empleador o patrono (036)",207,172,23,8,4
"Trabajador familiar no remunerado (037)",563,530,19,9,5
"Trabajador del hogar (038)",113,113,,,
"De 65 y más años (040)",1811,1658,62,36,55
"Empleado (041)",95,43,16,10,26
"Obrero (042)",212,147,17,22,26
"Trabajador independiente (043)",1270,1249,21,,
"Empleador o patrono (044)",40,37,1,2,
"Trabajador familiar no remunerado (045)",173,161,7,2,3
"Trabajador del hogar (046)",21,21,,,
,,,,,
"URBANA (048)",37525,20576,4078,4867,8004
"Empleado (049)",11476,3292,1882,2395,3907
"Obrero (050)",11014,3089,1461,2390,4074
"Trabajador independiente (051)",11975,11403,572,,
"Empleador o patrono (052)",509,387,70,42,10
"Trabajador familiar no remunerado (053)",1907,1761,93,40,13
