"CUADRO Nº 8: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia ATALAYA (000)",13646,903,5488,4453,2465,337
"Empleado (001)",1808,14,645,844,288,17
"Obrero (002)",3341,98,1575,1063,549,56
"Trabajador independiente (003)",3945,46,1381,1369,985,164
"Empleador o patrono (004)",248,1,77,86,72,12
"Trabajador familiar no remunerado (005)",3402,666,1365,835,463,73
"Trabajador del hogar (006)",211,18,114,53,22,4
"Desocupado (008)",691,60,331,203,86,11
"Hombres (009)",9388,548,3642,3098,1833,267
"Empleado (010)",1134,6,334,554,226,14
"Obrero (011)",2629,76,1235,833,434,51
"Trabajador independiente (012)",2925,27,987,1012,766,133
"Empleador o patrono (013)",202,1,60,68,62,11
"Trabajador familiar no remunerado (014)",1954,396,785,459,267,47
"Trabajador del hogar (015)",31,3,12,12,4,
"Desocupado (017)",513,39,229,160,74,11
"Mujeres (018)",4258,355,1846,1355,632,70
"Empleado (019)",674,8,311,290,62,3
"Obrero (020)",712,22,340,230,115,5
"Trabajador independiente (021)",1020,19,394,357,219,31
"Empleador o patrono (022)",46,,17,18,10,1
"Trabajador familiar no remunerado (023)",1448,270,580,376,196,26
"Trabajador del hogar (024)",180,15,102,41,18,4
"Desocupado (026)",178,21,102,43,12,
,,,,,,
"URBANA (027)",5664,165,2108,2102,1132,157
"Empleado (028)",1502,14,536,693,243,16
"Obrero (029)",1326,35,566,464,241,20
"Trabajador independiente (030)",1880,22,591,692,494,81
"Empleador o patrono (031)",176,,55,59,53,9
"Trabajador familiar no remunerado (032)",339,65,135,78,45,16
"Trabajador del hogar (033)",170,15,97,36,18,4
"Desocupado (035)",271,14,128,80,38,11
"Hombres (036)",3807,109,1344,1388,844,122
"Empleado (037)",924,6,277,438,189,14
"Obrero (038)",1111,31,484,377,202,17
"Trabajador independiente (039)",1259,15,374,445,359,66
"Empleador o patrono (040)",140,,43,43,46,8
"Trabajador familiar no remunerado (041)",155,48,69,21,11,6
"Trabajador del hogar (042)",14,2,6,3,3,
"Desocupado (044)",204,7,91,61,34,11
"Mujeres (045)",1857,56,764,714,288,35
"Empleado (046)",578,8,259,255,54,2
"Obrero (047)",215,4,82,87,39,3
"Trabajador independiente (048)",621,7,217,247,135,15
"Empleador o patrono (049)",36,,12,16,7,1
"Trabajador familiar no remunerado (050)",184,17,66,57,34,10
"Trabajador del hogar (051)",156,13,91,33,15,4
"Desocupado (053)",67,7,37,19,4,
,,,,,,
"RURAL (054)",7982,738,3380,2351,1333,180
"Empleado (055)",306,,109,151,45,1
"Obrero (056)",2015,63,1009,599,308,36
"Trabajador independiente (057)",2065,24,790,677,491,83
"Empleador o patrono (058)",72,1,22,27,19,3
"Trabajador familiar no remunerado (059)",3063,601,1230,757,418,57
"Trabajador del hogar (060)",41,3,17,17,4,
"Desocupado (062)",420,46,203,123,48,
"Hombres (063)",5581,439,2298,1710,989,145
"Empleado (064)",210,,57,116,37,
"Obrero (065)",1518,45,751,456,232,34
"Trabajador independiente (066)",1666,12,613,567,407,67
"Empleador o patrono (067)",62,1,17,25,16,3
"Trabajador familiar no remunerado (068)",1799,348,716,438,256,41
"Trabajador del hogar (069)",17,1,6,9,1,
"Desocupado (071)",309,32,138,99,40,
"Mujeres (072)",2401,299,1082,641,344,35
"Empleado (073)",96,,52,35,8,1
"Obrero (074)",497,18,258,143,76,2
"Trabajador independiente (075)",399,12,177,110,84,16
"Empleador o patrono (076)",10,,5,2,3,
"Trabajador familiar no remunerado (077)",1264,253,514,319,162,16
"Trabajador del hogar (078)",24,2,11,8,3,
"Desocupado (080)",111,14,65,24,8,
