"CUADRO Nº 15: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACIÓN",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia UCAYALI (000)",20353,470,17,9111,7719,648,1386,337,665
"Empleado (001)",2757,5,1,144,561,266,1086,179,515
"Obrero (002)",3476,101,2,1598,1585,82,59,31,18
"Trabajador independiente (003)",9592,234,3,4907,3809,241,192,96,110
"Empleador o patrono (004)",599,10,,270,257,22,22,9,9
"Trabajador familiar no remunerado (005)",3489,115,11,2009,1277,27,24,17,9
"Trabajador del hogar (006)",440,5,,183,230,10,3,5,4
"Hombres (008)",14353,237,11,6292,5848,469,820,238,438
"Empleado (009)",1653,5,1,77,374,167,591,115,323
"Obrero (010)",2755,42,1,1162,1374,77,53,29,17
"Trabajador independiente (011)",7680,151,2,3963,3075,187,147,72,83
"Empleador o patrono (012)",477,7,,205,209,21,17,9,9
"Trabajador familiar no remunerado (013)",1751,31,7,872,796,16,11,13,5
"Trabajador del hogar (014)",37,1,,13,20,1,1,,1
"Mujeres (016)",6000,233,6,2819,1871,179,566,99,227
"Empleado (017)",1104,,,67,187,99,495,64,192
"Obrero (018)",721,59,1,436,211,5,6,2,1
"Trabajador independiente (019)",1912,83,1,944,734,54,45,24,27
"Empleador o patrono (020)",122,3,,65,48,1,5,,
"Trabajador familiar no remunerado (021)",1738,84,4,1137,481,11,13,4,4
"Trabajador del hogar (022)",403,4,,170,210,9,2,5,3
,,,,,,,,,
"URBANA (024)",11429,133,11,4024,4910,496,988,303,564
"Empleado (025)",2209,5,1,127,519,203,760,166,428
"Obrero (026)",1820,17,1,677,981,59,42,28,15
"Trabajador independiente (027)",5195,69,2,2241,2358,191,150,84,100
"Empleador o patrono (028)",266,3,,90,126,16,15,8,8
"Trabajador familiar no remunerado (029)",1638,36,7,789,749,18,18,12,9
"Trabajador del hogar (030)",301,3,,100,177,9,3,5,4
"Hombres (032)",7780,67,7,2654,3549,347,568,208,380
"Empleado (033)",1328,5,1,69,346,127,397,105,278
"Obrero (034)",1513,7,,504,870,54,38,26,14
"Trabajador independiente (035)",3944,43,1,1708,1805,140,112,61,74
"Empleador o patrono (036)",202,1,,64,92,16,13,8,8
"Trabajador familiar no remunerado (037)",766,11,5,304,417,9,7,8,5
"Trabajador del hogar (038)",27,,,5,19,1,1,,1
"Mujeres (040)",3649,66,4,1370,1361,149,420,95,184
"Empleado (041)",881,,,58,173,76,363,61,150
"Obrero (042)",307,10,1,173,111,5,4,2,1
"Trabajador independiente (043)",1251,26,1,533,553,51,38,23,26
"Empleador o patrono (044)",64,2,,26,34,,2,,
"Trabajador familiar no remunerado (045)",872,25,2,485,332,9,11,4,4
"Trabajador del hogar (046)",274,3,,95,158,8,2,5,3
,,,,,,,,,
"RURAL (048)",8924,337,6,5087,2809,152,398,34,101
"Empleado (049)",548,,,17,42,63,326,13,87
"Obrero (050)",1656,84,1,921,604,23,17,3,3
"Trabajador independiente (051)",4397,165,1,2666,1451,50,42,12,10
"Empleador o patrono (052)",333,7,,180,131,6,7,1,1
"Trabajador familiar no remunerado (053)",1851,79,4,1220,528,9,6,5,
"Trabajador del hogar (054)",139,2,,83,53,1,,,
"Hombres (056)",6573,170,4,3638,2299,122,252,30,58
"Empleado (057)",325,,,8,28,40,194,10,45
"Obrero (058)",1242,35,1,658,504,23,15,3,3
"Trabajador independiente (059)",3736,108,1,2255,1270,47,35,11,9
"Empleador o patrono (060)",275,6,,141,117,5,4,1,1
"Trabajador familiar no remunerado (061)",985,20,2,568,379,7,4,5,
"Trabajador del hogar (062)",10,1,,8,1,,,,
"Mujeres (064)",2351,167,2,1449,510,30,146,4,43
"Empleado (065)",223,,,9,14,23,132,3,42
"Obrero (066)",414,49,,263,100,,2,,
"Trabajador independiente (067)",661,57,,411,181,3,7,1,1
"Empleador o patrono (068)",58,1,,39,14,1,3,,
"Trabajador familiar no remunerado (069)",866,59,2,652,149,2,2,,
"Trabajador del hogar (070)",129,1,,75,52,1,,,
