"CUADRO Nº 27: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia SATIPO (000)",70150,7269,14235,33663,2354,11571,1058
"Sin nivel (001)",5982,54,1068,3387,178,1171,124
"Educación inicial (002)",86,5,14,33,,33,1
"Primaria (003)",26054,528,5399,13951,940,4872,364
"Secundaria (004)",29486,1986,7152,13769,1009,5066,504
"Superior no univ. incompleta (005)",1848,547,232,808,59,172,30
"Superior no univ. completa (006)",2230,1264,156,621,56,122,11
"Superior univ. incompleta (007)",1297,579,126,453,45,79,15
"Superior univ. completa (008)",3167,2306,88,641,67,56,9
"Hombres (010)",53836,4095,12608,27638,2070,7349,76
"Sin nivel (011)",3873,17,753,2533,146,416,8
"Educación inicial (012)",48,2,11,20,,15,
"Primaria (013)",20535,224,4732,11767,837,2952,23
"Secundaria (014)",23892,1243,6554,11461,903,3694,37
"Superior no univ. incompleta (015)",1273,287,216,598,48,121,3
"Superior no univ. completa (016)",1376,665,144,448,49,69,1
"Superior univ. incompleta (017)",902,362,120,330,37,51,2
"Superior univ. completa (018)",1937,1295,78,481,50,31,2
"Mujeres (020)",16314,3174,1627,6025,284,4222,982
"Sin nivel (021)",2109,37,315,854,32,755,116
"Educación inicial (022)",38,3,3,13,,18,1
"Primaria (023)",5519,304,667,2184,103,1920,341
"Secundaria (024)",5594,743,598,2308,106,1372,467
"Superior no univ. incompleta (025)",575,260,16,210,11,51,27
"Superior no univ. completa (026)",854,599,12,173,7,53,10
"Superior univ. incompleta (027)",395,217,6,123,8,28,13
"Superior univ. completa (028)",1230,1011,10,160,17,25,7
,,,,,,,
"URBANA (030)",21200,5411,3402,9490,634,1666,597
"Sin nivel (031)",642,40,141,326,17,82,36
"Educación inicial (032)",26,3,3,11,,8,1
"Primaria (033)",4841,352,956,2622,182,548,181
"Secundaria (034)",9742,1438,1976,4867,297,839,325
"Superior no univ. incompleta (035)",1068,386,117,454,34,54,23
"Superior no univ. completa (036)",1567,970,78,415,32,62,10
"Superior univ. incompleta (037)",963,473,80,328,28,42,12
"Superior univ. completa (038)",2351,1749,51,467,44,31,9
"Hombres (040)",13919,3099,2978,6441,490,873,38
"Sin nivel (041)",261,15,89,123,9,23,2
"Educación inicial (042)",10,1,2,5,,2,
"Primaria (043)",3048,162,790,1681,141,265,9
"Secundaria (044)",6962,911,1801,3498,236,494,22
"Superior no univ. incompleta (045)",685,216,108,306,25,29,1
"Superior no univ. completa (046)",915,518,70,275,28,23,1
"Superior univ. incompleta (047)",645,299,75,224,21,25,1
"Superior univ. completa (048)",1393,977,43,329,30,12,2
"Mujeres (050)",7281,2312,424,3049,144,793,559
"Sin nivel (051)",381,25,52,203,8,59,34
"Educación inicial (052)",16,2,1,6,,6,1
"Primaria (053)",1793,190,166,941,41,283,172
"Secundaria (054)",2780,527,175,1369,61,345,303
"Superior no univ. incompleta (055)",383,170,9,148,9,25,22
"Superior no univ. completa (056)",652,452,8,140,4,39,9
"Superior univ. incompleta (057)",318,174,5,104,7,17,11
"Superior univ. completa (058)",958,772,8,138,14,19,7
,,,,,,,
"RURAL (060)",48950,1858,10833,24173,1720,9905,461
"Sin nivel (061)",5340,14,927,3061,161,1089,88
"Educación inicial (062)",60,2,11,22,,25,
"Primaria (063)",21213,176,4443,11329,758,4324,183
"Secundaria (064)",19744,548,5176,8902,712,4227,179
"Superior no univ. incompleta (065)",780,161,115,354,25,118,7
"Superior no univ. completa (066)",663,294,78,206,24,60,1
"Superior univ. incompleta (067)",334,106,46,125,17,37,3
"Superior univ. completa (068)",816,557,37,174,23,25,
"Hombres (070)",39917,996,9630,21197,1580,6476,38
"Sin nivel (071)",3612,2,664,2410,137,393,6
"Educación inicial (072)",38,1,9,15,,13,
"Primaria (073)",17487,62,3942,10086,696,2687,14
"Secundaria (074)",16930,332,4753,7963,667,3200,15
"Superior no univ. incompleta (075)",588,71,108,292,23,92,2
"Superior no univ. completa (076)",461,147,74,173,21,46,
"Superior univ. incompleta (077)",257,63,45,106,16,26,1
"Superior univ. completa (078)",544,318,35,152,20,19,
"Mujeres (080)",9033,862,1203,2976,140,3429,423
"Sin nivel (081)",1728,12,263,651,24,696,82
"Educación inicial (082)",22,1,2,7,,12,
"Primaria (083)",3726,114,501,1243,62,1637,169
"Secundaria (084)",2814,216,423,939,45,1027,164
"Superior no univ. incompleta (085)",192,90,7,62,2,26,5
"Superior no univ. completa (086)",202,147,4,33,3,14,1
"Superior univ. incompleta (087)",77,43,1,19,1,11,2
"Superior univ. completa (088)",272,239,2,22,3,6,
