"CUADRO Nº 14: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y ESTADO CIVIL",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y ESTADO CIVIL",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia TOCACHE (000)",16327,428,7511,4727,1320,457,209,59,8,,1608
"Conviviente (001)",9063,248,4378,2608,719,189,87,23,2,,809
"Separado(a) (002)",946,41,454,276,69,34,13,2,,,57
"Casado(a) (003)",4304,64,1905,1364,394,174,73,21,4,,305
"Viudo(a) (004)",978,42,425,277,70,35,27,10,2,,90
"Divorciado(a) (005)",68,1,36,18,5,1,1,,,,6
"Soltero(a) (006)",968,32,313,184,63,24,8,3,,,341
,,,,,,,,,,,
"URBANA (008)",8790,176,3688,2652,842,321,139,41,5,,926
"Conviviente (009)",4495,91,2000,1365,419,129,54,18,,,419
"Separado(a) (010)",555,15,261,173,45,23,10,1,,,27
"Casado(a) (011)",2498,33,990,827,276,127,49,12,3,,181
"Viudo(a) (012)",529,23,215,142,44,22,18,7,2,,56
"Divorciado(a) (013)",47,,22,15,5,1,,,,,4
"Soltero(a) (014)",666,14,200,130,53,19,8,3,,,239
,,,,,,,,,,,
"RURAL (016)",7537,252,3823,2075,478,136,70,18,3,,682
"Conviviente (017)",4568,157,2378,1243,300,60,33,5,2,,390
"Separado(a) (018)",391,26,193,103,24,11,3,1,,,30
"Casado(a) (019)",1806,31,915,537,118,47,24,9,1,,124
"Viudo(a) (020)",449,19,210,135,26,13,9,3,,,34
"Divorciado(a) (021)",21,1,14,3,,,1,,,,2
"Soltero(a) (022)",302,18,113,54,10,5,,,,,102
