"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia GRAN CHIMU (000)",7463,7131,36,1401,1372,1103,1618,952,493,156,332,26523
"De 12 a 14 años (001)",14,8,,7,1,,,,,,6,9
"De 15 a 19 años (002)",270,249,1,215,31,1,1,,,,21,284
"De 20 a 24 años (003)",774,681,4,401,189,70,16,1,,,93,1062
"De 25 a 29 años (004)",853,792,5,261,281,161,79,5,,,61,1668
"De 30 a 34 años (005)",880,835,3,155,260,183,195,35,4,,45,2327
"De 35 a 39 años (006)",835,812,3,99,188,183,233,84,21,1,23,2778
"De 40 a 44 años (007)",761,738,4,75,128,151,224,101,44,11,23,2896
"De 45 a 49 años (008)",688,672,1,46,103,105,204,132,62,19,16,3038
"De 50 y más años (009)",2388,2344,15,142,191,249,666,594,362,125,44,12461
"PEA (010)",1171,1059,5,282,260,177,199,82,41,13,112,3216
"De 12 a 14 años (011)",2,2,,1,1,,,,,,,3
"De 15 a 19 años (012)",19,18,,17,1,,,,,,1,19
"De 20 a 24 años (013)",106,76,,56,13,4,3,,,,30,106
"De 25 a 29 años (014)",127,98,,43,34,20,1,,,,29,175
"De 30 a 34 años (015)",183,156,,52,55,25,21,3,,,27,346
"De 35 a 39 años (016)",172,165,1,41,51,38,30,3,,1,7,417
"De 40 a 44 años (017)",174,168,1,22,43,37,46,11,7,1,6,557
"De 45 a 49 años (018)",148,146,,18,34,26,39,18,10,1,2,548
"De 50 y más años (019)",240,230,3,32,28,27,59,47,24,10,10,1045
"Ocupada (020)",1152,1046,5,275,256,177,197,82,41,13,106,3192
"De 12 a 14 años (021)",2,2,,1,1,,,,,,,3
"De 15 a 19 años (022)",18,17,,16,1,,,,,,1,18
