"CUADRO Nº 9: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR CONDICIÓN DE ALFABETISMO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD NORMATIVA DE ESTUDIOS",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y EDAD NORMATIVA DE ESTUDIOS",TOTAL,"CONDICIÓN DE ALFABETISMO",
,,"SABE LEER Y ESCRIBIR","NO SABE LEER NI ESCRIBIR"
,,,
"Provincia CHINCHEROS (000)",25138,20669,4469
"De 3 a 5 años (001)",3793,338,3455
"De 6 a 11 años (002)",8076,7248,828
"De 12 a 16 años (003)",7332,7279,53
"De 17 a 24 años (004)",5937,5804,133
"Hombres (005)",12752,10509,2243
"De 3 a 5 años (006)",1897,160,1737
"De 6 a 11 años (007)",4089,3663,426
"De 12 a 16 años (008)",3772,3745,27
"De 17 a 24 años (009)",2994,2941,53
"Mujeres (010)",12386,10160,2226
"De 3 a 5 años (011)",1896,178,1718
"De 6 a 11 años (012)",3987,3585,402
"De 12 a 16 años (013)",3560,3534,26
"De 17 a 24 años (014)",2943,2863,80
,,,
"URBANA (015)",7903,6587,1316
"De 3 a 5 años (016)",1201,111,1090
"De 6 a 11 años (017)",2562,2373,189
"De 12 a 16 años (018)",2353,2342,11
"De 17 a 24 años (019)",1787,1761,26
"Hombres (020)",3922,3259,663
"De 3 a 5 años (021)",594,58,536
"De 6 a 11 años (022)",1261,1156,105
"De 12 a 16 años (023)",1195,1189,6
"De 17 a 24 años (024)",872,856,16
"Mujeres (025)",3981,3328,653
"De 3 a 5 años (026)",607,53,554
"De 6 a 11 años (027)",1301,1217,84
"De 12 a 16 años (028)",1158,1153,5
"De 17 a 24 años (029)",915,905,10
,,,
"RURAL (030)",17235,14082,3153
"De 3 a 5 años (031)",2592,227,2365
"De 6 a 11 años (032)",5514,4875,639
"De 12 a 16 años (033)",4979,4937,42
"De 17 a 24 años (034)",4150,4043,107
"Hombres (035)",8830,7250,1580
"De 3 a 5 años (036)",1303,102,1201
"De 6 a 11 años (037)",2828,2507,321
"De 12 a 16 años (038)",2577,2556,21
"De 17 a 24 años (039)",2122,2085,37
"Mujeres (040)",8405,6832,1573
"De 3 a 5 años (041)",1289,125,1164
"De 6 a 11 años (042)",2686,2368,318
"De 12 a 16 años (043)",2402,2381,21
"De 17 a 24 años (044)",2028,1958,70
