"CUADRO Nº 13: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE DÍAS A LA SEMANA QUE DISPONE DEL SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE DÍAS A LA SEMANA QUE DISPONE DE AGUA",,,
,,1,2,3,4-6
,,,,,
"Provincia PARINACOCHAS",,,,,
"Viviendas particulares (001)",379,86,68,86,139
"Ocupantes presentes (002)",1558,343,269,337,609
"Casa independiente",,,,,
"Viviendas particulares (004)",375,85,67,86,137
"Ocupantes presentes (005)",1537,334,263,337,603
"Departamento en edificio",,,,,
"Vivienda en quinta",,,,,
"Vivienda en casa de vecindad",,,,,
"Viviendas particulares (013)",2,,,,2
"Ocupantes presentes (014)",6,,,,6
"Choza o cabaña",,,,,
"Viviendas particulares (016)",1,1,,,
"Ocupantes presentes (017)",9,9,,,
"Vivienda improvisada",,,,,
"Local no dest.para hab. humana",,,,,
"Viviendas particulares (022)",1,,1,,
"Ocupantes presentes (023)",6,,6,,
"Otro tipo",,,,,
,,,,,
URBANA,,,,,
"Viviendas particulares (028)",304,72,41,79,112
"Ocupantes presentes (029)",1306,302,182,313,509
"Casa independiente",,,,,
"Viviendas particulares (031)",301,72,40,79,110
"Ocupantes presentes (032)",1294,302,176,313,503
"Departamento en edificio",,,,,
"Vivienda en quinta",,,,,
"Vivienda en casa de vecindad",,,,,
"Viviendas particulares (040)",2,,,,2
"Ocupantes presentes (041)",6,,,,6
"Choza o cabaña",,,,,
"Vivienda improvisada",,,,,
"Local no dest.para hab. humana",,,,,
"Viviendas particulares (049)",1,,1,,
"Ocupantes presentes (050)",6,,6,,
"Otro tipo",,,,,
,,,,,
RURAL,,,,,
"Viviendas particulares (055)",75,14,27,7,27
"Ocupantes presentes (056)",252,41,87,24,100
"Casa independiente",,,,,
"Viviendas particulares (058)",74,13,27,7,27
"Ocupantes presentes (059)",243,32,87,24,100
"Departamento en edificio",,,,,
"Vivienda en quinta",,,,,
"Vivienda en casa de vecindad",,,,,
"Choza o cabaña",,,,,
"Viviendas particulares (070)",1,1,,,
"Ocupantes presentes (071)",9,9,,,
"Vivienda improvisada",,,,,
"Local no dest.para hab. humana",,,,,
"Otro tipo",,,,,
