"CUADRO Nº 15: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACIÓN",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia YAULI (000)",18796,351,8,2544,8529,1851,2329,986,2198
"Empleado (001)",4976,20,1,243,1429,534,937,398,1414
"Obrero (002)",7609,94,1,908,4315,759,834,309,389
"Trabajador independiente (003)",5106,183,3,1077,2324,474,494,229,322
"Empleador o patrono (004)",271,8,1,51,108,16,24,22,41
"Trabajador familiar no remunerado (005)",651,35,1,215,263,52,34,22,29
"Trabajador del hogar (006)",183,11,1,50,90,16,6,6,3
"Hombres (008)",13825,83,2,1538,6881,1414,1677,741,1489
"Empleado (009)",3170,3,,120,985,357,562,264,879
"Obrero (010)",7173,47,,775,4155,725,798,303,370
"Trabajador independiente (011)",3019,25,1,525,1536,294,293,151,194
"Empleador o patrono (012)",178,3,,31,80,7,14,12,31
"Trabajador familiar no remunerado (013)",273,5,1,84,121,28,9,10,15
"Trabajador del hogar (014)",12,,,3,4,3,1,1,
"Mujeres (016)",4971,268,6,1006,1648,437,652,245,709
"Empleado (017)",1806,17,1,123,444,177,375,134,535
"Obrero (018)",436,47,1,133,160,34,36,6,19
"Trabajador independiente (019)",2087,158,2,552,788,180,201,78,128
"Empleador o patrono (020)",93,5,1,20,28,9,10,10,10
"Trabajador familiar no remunerado (021)",378,30,,131,142,24,25,12,14
"Trabajador del hogar (022)",171,11,1,47,86,13,5,5,3
,,,,,,,,,
"URBANA (024)",16261,250,8,1826,7421,1672,2122,930,2032
"Empleado (025)",4612,19,1,224,1308,497,873,386,1304
"Obrero (026)",6253,42,1,579,3628,658,723,274,348
"Trabajador independiente (027)",4525,157,3,819,2111,442,463,221,309
"Empleador o patrono (028)",246,6,1,36,101,16,24,22,40
"Trabajador familiar no remunerado (029)",448,15,1,121,185,44,33,21,28
"Trabajador del hogar (030)",177,11,1,47,88,15,6,6,3
"Hombres (032)",11792,56,2,1050,5903,1259,1493,691,1338
"Empleado (033)",2863,3,,105,883,328,510,254,780
"Obrero (034)",5979,29,,524,3512,629,688,268,329
"Trabajador independiente (035)",2609,21,1,353,1362,269,272,146,185
"Empleador o patrono (036)",159,2,,20,74,7,14,12,30
"Trabajador familiar no remunerado (037)",171,1,1,45,69,23,8,10,14
"Trabajador del hogar (038)",11,,,3,3,3,1,1,
"Mujeres (040)",4469,194,6,776,1518,413,629,239,694
"Empleado (041)",1749,16,1,119,425,169,363,132,524
"Obrero (042)",274,13,1,55,116,29,35,6,19
"Trabajador independiente (043)",1916,136,2,466,749,173,191,75,124
"Empleador o patrono (044)",87,4,1,16,27,9,10,10,10
"Trabajador familiar no remunerado (045)",277,14,,76,116,21,25,11,14
"Trabajador del hogar (046)",166,11,1,44,85,12,5,5,3
,,,,,,,,,
"RURAL (048)",2535,101,,718,1108,179,207,56,166
"Empleado (049)",364,1,,19,121,37,64,12,110
"Obrero (050)",1356,52,,329,687,101,111,35,41
"Trabajador independiente (051)",581,26,,258,213,32,31,8,13
"Empleador o patrono (052)",25,2,,15,7,,,,1
"Trabajador familiar no remunerado (053)",203,20,,94,78,8,1,1,1
"Trabajador del hogar (054)",6,,,3,2,1,,,
"Hombres (056)",2033,27,,488,978,155,184,50,151
"Empleado (057)",307,,,15,102,29,52,10,99
"Obrero (058)",1194,18,,251,643,96,110,35,41
"Trabajador independiente (059)",410,4,,172,174,25,21,5,9
"Empleador o patrono (060)",19,1,,11,6,,,,1
"Trabajador familiar no remunerado (061)",102,4,,39,52,5,1,,1
"Trabajador del hogar (062)",1,,,,1,,,,
"Mujeres (064)",502,74,,230,130,24,23,6,15
"Empleado (065)",57,1,,4,19,8,12,2,11
"Obrero (066)",162,34,,78,44,5,1,,
"Trabajador independiente (067)",171,22,,86,39,7,10,3,4
"Empleador o patrono (068)",6,1,,4,1,,,,
"Trabajador familiar no remunerado (069)",101,16,,55,26,3,,1,
"Trabajador del hogar (070)",5,,,3,1,1,,,
