"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia CARAVELI (000)",31898,1884,490,9673,12894,1838,2002,1172,1945
"Hombres (001)",18264,575,267,5231,7963,1140,1157,799,1132
"Mujeres (002)",13634,1309,223,4442,4931,698,845,373,813
"PEA (003)",17135,725,9,3365,7858,1315,1520,820,1523
"Hombres (004)",12938,384,7,2480,6279,1027,1065,683,1013
"Mujeres (005)",4197,341,2,885,1579,288,455,137,510
"Ocupada (006)",16677,692,8,3256,7645,1283,1501,795,1497
"Hombres (007)",12594,365,6,2390,6119,1005,1052,666,991
"Mujeres (008)",4083,327,2,866,1526,278,449,129,506
"Desocupada (009)",458,33,1,109,213,32,19,25,26
"Hombres (010)",344,19,1,90,160,22,13,17,22
"Mujeres (011)",114,14,,19,53,10,6,8,4
"No PEA (012)",14763,1159,481,6308,5036,523,482,352,422
"Hombres (013)",5326,191,260,2751,1684,113,92,116,119
"Mujeres (014)",9437,968,221,3557,3352,410,390,236,303
,,,,,,,,,
"URBANA (018)",20478,1037,362,6105,7865,1209,1499,837,1564
"Hombres (019)",10865,260,206,3133,4385,674,810,519,878
"Mujeres (020)",9613,777,156,2972,3480,535,689,318,686
"PEA (021)",9895,358,6,1724,4134,821,1106,539,1207
"Hombres (022)",6915,136,5,1183,3069,588,737,425,772
"Mujeres (023)",2980,222,1,541,1065,233,369,114,435
"Ocupada (024)",9524,335,5,1642,3957,792,1092,516,1185
"Hombres (025)",6641,125,4,1116,2937,568,728,410,753
"Mujeres (026)",2883,210,1,526,1020,224,364,106,432
"Desocupada (027)",371,23,1,82,177,29,14,23,22
"Hombres (028)",274,11,1,67,132,20,9,15,19
"Mujeres (029)",97,12,,15,45,9,5,8,3
"No PEA (030)",10583,679,356,4381,3731,388,393,298,357
"Hombres (031)",3950,124,201,1950,1316,86,73,94,106
"Mujeres (032)",6633,555,155,2431,2415,302,320,204,251
,,,,,,,,,
"RURAL (036)",11420,847,128,3568,5029,629,503,335,381
"Hombres (037)",7399,315,61,2098,3578,466,347,280,254
"Mujeres (038)",4021,532,67,1470,1451,163,156,55,127
"PEA (039)",7240,367,3,1641,3724,494,414,281,316
"Hombres (040)",6023,248,2,1297,3210,439,328,258,241
"Mujeres (041)",1217,119,1,344,514,55,86,23,75
"Ocupada (042)",7153,357,3,1614,3688,491,409,279,312
"Hombres (043)",5953,240,2,1274,3182,437,324,256,238
"Mujeres (044)",1200,117,1,340,506,54,85,23,74
"Desocupada (045)",87,10,,27,36,3,5,2,4
"Hombres (046)",70,8,,23,28,2,4,2,3
"Mujeres (047)",17,2,,4,8,1,1,,1
"No PEA (048)",4180,480,125,1927,1305,135,89,54,65
"Hombres (049)",1376,67,59,801,368,27,19,22,13
"Mujeres (050)",2804,413,66,1126,937,108,70,32,52
