"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia PALLASCA (000)",20761,3769,3434,3567,3232,2407,4352
"Católica (001)",17822,3316,2944,3052,2739,2026,3745
"Cristiana/Evangélica (002)",2339,376,366,409,388,295,505
"Otra (003)",270,39,37,38,58,42,56
"Ninguna (004)",330,38,87,68,47,44,46
"Hombres (006)",10491,1906,1783,1875,1675,1234,2018
"Católica (007)",9154,1696,1557,1632,1444,1045,1780
"Cristiana/Evangélica (008)",1003,170,155,182,172,135,189
"Otra (009)",131,20,15,19,30,22,25
"Ninguna (010)",203,20,56,42,29,32,24
"Mujeres (012)",10270,1863,1651,1692,1557,1173,2334
"Católica (013)",8668,1620,1387,1420,1295,981,1965
"Cristiana/Evangélica (014)",1336,206,211,227,216,160,316
"Otra (015)",139,19,22,19,28,20,31
"Ninguna (016)",127,18,31,26,18,12,22
,,,,,,,
"URBANA (018)",11124,2012,1739,1855,1733,1334,2451
"Católica (019)",9659,1804,1497,1593,1480,1141,2144
"Cristiana/Evangélica (020)",1146,171,185,202,188,151,249
"Otra (021)",171,21,21,25,38,22,44
"Ninguna (022)",148,16,36,35,27,20,14
"Hombres (024)",5523,991,924,973,866,675,1094
"Católica (025)",4837,890,803,843,744,581,976
"Cristiana/Evangélica (026)",504,80,86,93,86,68,91
"Otra (027)",83,12,10,11,19,11,20
"Ninguna (028)",99,9,25,26,17,15,7
"Mujeres (030)",5601,1021,815,882,867,659,1357
"Católica (031)",4822,914,694,750,736,560,1168
"Cristiana/Evangélica (032)",642,91,99,109,102,83,158
"Otra (033)",88,9,11,14,19,11,24
"Ninguna (034)",49,7,11,9,10,5,7
,,,,,,,
"RURAL (036)",9637,1757,1695,1712,1499,1073,1901
"Católica (037)",8163,1512,1447,1459,1259,885,1601
"Cristiana/Evangélica (038)",1193,205,181,207,200,144,256
"Otra (039)",99,18,16,13,20,20,12
"Ninguna (040)",182,22,51,33,20,24,32
"Hombres (042)",4968,915,859,902,809,559,924
"Católica (043)",4317,806,754,789,700,464,804
"Cristiana/Evangélica (044)",499,90,69,89,86,67,98
"Otra (045)",48,8,5,8,11,11,5
"Ninguna (046)",104,11,31,16,12,17,17
"Mujeres (048)",4669,842,836,810,690,514,977
"Católica (049)",3846,706,693,670,559,421,797
"Cristiana/Evangélica (050)",694,115,112,118,114,77,158
"Otra (051)",51,10,11,5,9,9,7
"Ninguna (052)",78,11,20,17,8,7,15
