"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia PIURA (000)",619021,79227,19073,199379,173889,31987,46649,30142,38675
"Jefe o Jefa (001)",152486,15736,56,45750,44586,8502,16392,6082,15382
"Esposa(o)/ compa¤era(o) (002)",103236,17013,101,31862,27130,5219,11648,2729,7534
"Hijo(a)/ hijastro(a) (003)",270673,32703,14628,93383,76788,13017,12790,16201,11163
"Yerno/ nuera (004)",12432,389,8,2382,5187,1124,1560,680,1102
"Nieto(a) (005)",31502,6729,3345,11894,6425,880,572,1240,417
"Padres/ suegros (006)",5979,2146,,2669,670,76,228,35,155
"Otro(a) pariente (007)",34497,4035,858,9498,10532,2468,2661,2330,2115
"Trabajador(a) del hogar (008)",1459,71,3,674,526,96,51,23,15
"Pensionista (009)",1204,29,2,109,307,137,131,327,162
"Otro(a) no pariente (010)",5553,376,72,1158,1738,468,616,495,630
"Hombres (012)",303048,32191,9702,96106,93379,15580,20072,16098,19920
"Jefe o Jefa (013)",114633,9482,37,34443,35766,6411,11646,4740,12108
"Esposa(o)/ compa¤era(o) (014)",4988,330,6,1158,1874,335,502,295,488
"Hijo(a)/ hijastro(a) (015)",140033,16439,7447,47910,43010,6440,5452,8358,4977
"Yerno/ nuera (016)",5577,109,2,752,2330,531,813,358,682
"Nieto(a) (017)",16228,3474,1771,5952,3486,448,258,639,200
"Padres/ suegros (018)",1632,442,,804,212,36,57,15,66
"Otro(a) pariente (019)",16735,1733,406,4524,5649,1135,1041,1251,996
"Trabajador(a) del hogar (020)",52,5,,12,23,2,5,4,1
"Pensionista (021)",717,19,1,66,192,67,80,190,102
"Otro(a) no pariente (022)",2453,158,32,485,837,175,218,248,300
"Mujeres (024)",315973,47036,9371,103273,80510,16407,26577,14044,18755
"Jefe o Jefa (025)",37853,6254,19,11307,8820,2091,4746,1342,3274
"Esposa(o)/ compa¤era(o) (026)",98248,16683,95,30704,25256,4884,11146,2434,7046
"Hijo(a)/ hijastro(a) (027)",130640,16264,7181,45473,33778,6577,7338,7843,6186
"Yerno/ nuera (028)",6855,280,6,1630,2857,593,747,322,420
"Nieto(a) (029)",15274,3255,1574,5942,2939,432,314,601,217
"Padres/ suegros (030)",4347,1704,,1865,458,40,171,20,89
"Otro(a) pariente (031)",17762,2302,452,4974,4883,1333,1620,1079,1119
"Trabajador(a) del hogar (032)",1407,66,3,662,503,94,46,19,14
"Pensionista (033)",487,10,1,43,115,70,51,137,60
"Otro(a) no pariente (034)",3100,218,40,673,901,293,398,247,330
,,,,,,,,,
"URBANA (036)",533126,58839,16827,158163,155682,30502,45425,29636,38052
"Jefe o Jefa (037)",131711,10365,54,35580,40410,8201,15978,5986,15137
"Esposa(o)/ compa¤era(o) (038)",86722,11364,92,23817,24824,5073,11418,2685,7449
"Hijo(a)/ hijastro(a) (039)",230630,25454,12726,74160,67039,12112,12330,15876,10933
"Yerno/ nuera (040)",11023,275,5,1745,4643,1088,1519,671,1077
"Nieto(a) (041)",28169,5853,3096,10378,5800,845,557,1232,408
