"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia ANGARAES (000)",51553,11960,1999,23153,11461,663,537,707,1073
"Jefe o Jefa (001)",13633,3649,24,6008,2804,184,255,173,536
"Esposa(o)/ compa¤era(o) (002)",8186,3160,29,3422,1164,71,98,61,181
"Hijo(a)/ hijastro(a) (003)",24991,4098,1732,11811,6373,303,109,354,211
"Yerno/ nuera (004)",379,18,,130,164,13,9,16,29
"Nieto(a) (005)",1270,301,122,596,223,12,2,12,2
"Padres/ suegros (006)",274,202,,56,10,,2,1,3
"Otro(a) pariente (007)",2478,496,89,1038,639,60,42,54,60
"Trabajador(a) del hogar (008)",19,2,1,8,7,1,,,
"Pensionista (009)",11,1,,,2,1,1,3,3
"Otro(a) no pariente (010)",312,33,2,84,75,18,19,33,48
"Hombres (012)",25134,4081,935,11586,6785,405,290,426,626
"Jefe o Jefa (013)",9665,1638,17,4776,2346,150,187,143,408
"Esposa(o)/ compa¤era(o) (014)",387,47,2,139,149,8,7,13,22
"Hijo(a)/ hijastro(a) (015)",12807,2014,818,5780,3663,179,50,196,107
"Yerno/ nuera (016)",146,2,,30,72,6,8,11,17
"Nieto(a) (017)",643,156,63,285,123,9,1,6,
"Padres/ suegros (018)",62,25,,28,5,,1,,3
"Otro(a) pariente (019)",1241,191,35,504,376,42,22,33,38
"Pensionista (021)",10,,,,2,1,1,3,3
"Otro(a) no pariente (022)",173,8,,44,49,10,13,21,28
"Mujeres (024)",26419,7879,1064,11567,4676,258,247,281,447
"Jefe o Jefa (025)",3968,2011,7,1232,458,34,68,30,128
"Esposa(o)/ compa¤era(o) (026)",7799,3113,27,3283,1015,63,91,48,159
"Hijo(a)/ hijastro(a) (027)",12184,2084,914,6031,2710,124,59,158,104
"Yerno/ nuera (028)",233,16,,100,92,7,1,5,12
"Nieto(a) (029)",627,145,59,311,100,3,1,6,2
"Padres/ suegros (030)",212,177,,28,5,,1,1,
"Otro(a) pariente (031)",1237,305,54,534,263,18,20,21,22
"Trabajador(a) del hogar (032)",19,2,1,8,7,1,,,
"Pensionista (033)",1,1,,,,,,,
"Otro(a) no pariente (034)",139,25,2,40,26,8,6,12,20
,,,,,,,,,
"URBANA (036)",14975,2347,510,5749,4109,390,418,540,912
"Jefe o Jefa (037)",4328,714,5,1582,1093,124,208,138,464
"Esposa(o)/ compa¤era(o) (038)",2313,544,5,873,528,51,88,57,167
"Hijo(a)/ hijastro(a) (039)",6574,819,424,2695,2026,149,59,242,160
"Yerno/ nuera (040)",153,2,,29,65,9,9,12,27
"Nieto(a) (041)",395,85,39,173,79,6,1,11,1
"Padres/ suegros (042)",100,59,,29,7,,1,1,3
"Otro(a) pariente (043)",885,110,34,319,258,34,34,44,52
"Trabajador(a) del hogar (044)",18,2,1,7,7,1,,,
"Pensionista (045)",9,,,,1,1,1,3,3
"Otro(a) no pariente (046)",200,12,2,42,45,15,17,32,35
"Hombres (048)",7263,759,218,2779,2214,231,227,317,518
