"CUADRO Nº 18: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia BOLIVAR (000)",4179,600,631,2192,30,625,101
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",24,24,,,,,
"Profes., científicos e intelectuales (002)",386,373,,11,1,1,
"Técnicos de nivel medio y trab. asimilados (003)",56,37,,14,2,3,
"Jefes y empleados de oficina (004)",97,95,,,,2,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",206,8,5,127,3,63,
"Agricult.trabaj. calif.agrop. y pesqueros (006)",1811,,,1788,23,,
"Obreros y oper.minas, cant., ind.manuf.y otros (007)",129,,31,89,,9,
"Obreros construc.,conf., papel, fab., instr. (008)",132,5,63,61,,3,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (009)",1106,38,442,35,,490,101
"Otra (010)",10,10,,,,,
"Ocupación no especificada (011)",222,10,90,67,1,54,
"Hombres (012)",3393,356,553,1989,28,455,12
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",19,19,,,,,
"Profes., científicos e intelectuales (014)",209,200,,7,1,1,
"Técnicos de nivel medio y trab. asimilados (015)",32,21,,9,1,1,
"Jefes y empleados de oficina (016)",66,66,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",72,4,1,56,2,9,
"Agricult.trabaj. calif.agrop. y pesqueros (018)",1763,,,1740,23,,
"Obreros y oper.minas, cant., ind.manuf.y otros (019)",97,,26,66,,5,
"Obreros construc.,conf., papel, fab., instr. (020)",132,5,63,61,,3,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (021)",873,25,400,14,,422,12
"Otra (022)",10,10,,,,,
"Ocupación no especificada (023)",120,6,63,36,1,14,
"Mujeres (024)",786,244,78,203,2,170,89
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",5,5,,,,,
"Profes., científicos e intelectuales (026)",177,173,,4,,,
"Técnicos de nivel medio y trab. asimilados (027)",24,16,,5,1,2,
"Jefes y empleados de oficina (028)",31,29,,,,2,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",134,4,4,71,1,54,
"Agricult.trabaj. calif.agrop. y pesqueros (030)",48,,,48,,,
"Obreros y oper.minas, cant., ind.manuf.y otros (031)",32,,5,23,,4,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (033)",233,13,42,21,,68,89
"Ocupación no especificada (035)",102,4,27,31,,40,
,,,,,,,
"URBANA (036)",1651,501,276,628,7,168,71
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",24,24,,,,,
"Profes., científicos e intelectuales (038)",300,294,,4,1,1,
"Técnicos de nivel medio y trab. asimilados (039)",47,33,,11,,3,
"Jefes y empleados de oficina (040)",90,88,,,,2,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",142,8,1,88,3,42,
"Agricult.trabaj. calif.agrop. y pesqueros (042)",390,,,388,2,,
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",89,,25,58,,6,
"Obreros construc.,conf., papel, fab., instr. (044)",83,3,43,34,,3,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (045)",401,35,183,22,,90,71
"Otra (046)",10,10,,,,,
"Ocupación no especificada (047)",75,6,24,23,1,21,
"Hombres (048)",1160,294,233,525,6,97,5
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",19,19,,,,,
"Profes., científicos e intelectuales (050)",159,154,,3,1,1,
"Técnicos de nivel medio y trab. asimilados (051)",27,19,,7,,1,
"Jefes y empleados de oficina (052)",60,60,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",51,4,,37,2,8,
"Agricult.trabaj. calif.agrop. y pesqueros (054)",380,,,378,2,,
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",66,,20,44,,2,
"Obreros construc.,conf., papel, fab., instr. (056)",83,3,43,34,,3,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (057)",267,22,159,7,,74,5
"Otra (058)",10,10,,,,,
"Ocupación no especificada (059)",38,3,11,15,1,8,
"Mujeres (060)",491,207,43,103,1,71,66
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",5,5,,,,,
"Profes., científicos e intelectuales (062)",141,140,,1,,,
"Técnicos de nivel medio y trab. asimilados (063)",20,14,,4,,2,
"Jefes y empleados de oficina (064)",30,28,,,,2,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",91,4,1,51,1,34,
"Agricult.trabaj. calif.agrop. y pesqueros (066)",10,,,10,,,
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",23,,5,14,,4,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (069)",134,13,24,15,,16,66
"Ocupación no especificada (071)",37,3,13,8,,13,
,,,,,,,
"RURAL (072)",2528,99,355,1564,23,457,30
"Profes., científicos e intelectuales (074)",86,79,,7,,,
"Técnicos de nivel medio y trab. asimilados (075)",9,4,,3,2,,
"Jefes y empleados de oficina (076)",7,7,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",64,,4,39,,21,
"Agricult.trabaj. calif.agrop. y pesqueros (078)",1421,,,1400,21,,
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",40,,6,31,,3,
"Obreros construc.,conf., papel, fab., instr. (080)",49,2,20,27,,,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (081)",705,3,259,13,,400,30
"Ocupación no especificada (083)",147,4,66,44,,33,
"Hombres (084)",2233,62,320,1464,22,358,7
"Profes., científicos e intelectuales (086)",50,46,,4,,,
"Técnicos de nivel medio y trab. asimilados (087)",5,2,,2,1,,
"Jefes y empleados de oficina (088)",6,6,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",21,,1,19,,1,
"Agricult.trabaj. calif.agrop. y pesqueros (090)",1383,,,1362,21,,
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",31,,6,22,,3,
"Obreros construc.,conf., papel, fab., instr. (092)",49,2,20,27,,,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (093)",606,3,241,7,,348,7
"Ocupación no especificada (095)",82,3,52,21,,6,
"Mujeres (096)",295,37,35,100,1,99,23
"Profes., científicos e intelectuales (098)",36,33,,3,,,
"Técnicos de nivel medio y trab. asimilados (099)",4,2,,1,1,,
"Jefes y empleados de oficina (100)",1,1,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",43,,3,20,,20,
"Agricult.trabaj. calif.agrop. y pesqueros (102)",38,,,38,,,
"Obreros y oper.minas, cant., ind.manuf.y otros (103)",9,,,9,,,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (105)",99,,18,6,,52,23
"Ocupación no especificada (107)",65,1,14,23,,27,
