"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia EL DORADO (000)",23316,4259,4741,4971,3901,2593,2851
"Católica (001)",15475,2864,3127,3325,2626,1753,1780
"Cristiana/Evangélica (002)",4678,801,821,936,807,554,759
"Otra (003)",848,153,169,180,140,90,116
"Ninguna (004)",2315,441,624,530,328,196,196
"Hombres (006)",12710,2321,2505,2764,2159,1465,1496
"Católica (007)",8556,1569,1667,1871,1460,1015,974
"Cristiana/Evangélica (008)",2295,408,389,454,416,277,351
"Otra (009)",448,82,83,101,73,51,58
"Ninguna (010)",1411,262,366,338,210,122,113
"Mujeres (012)",10606,1938,2236,2207,1742,1128,1355
"Católica (013)",6919,1295,1460,1454,1166,738,806
"Cristiana/Evangélica (014)",2383,393,432,482,391,277,408
"Otra (015)",400,71,86,79,67,39,58
"Ninguna (016)",904,179,258,192,118,74,83
,,,,,,,
"URBANA (018)",9521,1743,1696,1916,1728,1169,1269
"Católica (019)",6403,1180,1126,1288,1184,825,800
"Cristiana/Evangélica (020)",1933,332,306,359,355,239,342
"Otra (021)",299,51,54,59,53,34,48
"Ninguna (022)",886,180,210,210,136,71,79
"Hombres (024)",4994,891,879,1001,917,671,635
"Católica (025)",3432,609,601,683,629,488,422
"Cristiana/Evangélica (026)",903,163,135,157,181,119,148
"Otra (027)",151,28,26,29,25,19,24
"Ninguna (028)",508,91,117,132,82,45,41
"Mujeres (030)",4527,852,817,915,811,498,634
"Católica (031)",2971,571,525,605,555,337,378
"Cristiana/Evangélica (032)",1030,169,171,202,174,120,194
"Otra (033)",148,23,28,30,28,15,24
"Ninguna (034)",378,89,93,78,54,26,38
,,,,,,,
"RURAL (036)",13795,2516,3045,3055,2173,1424,1582
"Católica (037)",9072,1684,2001,2037,1442,928,980
"Cristiana/Evangélica (038)",2745,469,515,577,452,315,417
"Otra (039)",549,102,115,121,87,56,68
"Ninguna (040)",1429,261,414,320,192,125,117
"Hombres (042)",7716,1430,1626,1763,1242,794,861
"Católica (043)",5124,960,1066,1188,831,527,552
"Cristiana/Evangélica (044)",1392,245,254,297,235,158,203
"Otra (045)",297,54,57,72,48,32,34
"Ninguna (046)",903,171,249,206,128,77,72
"Mujeres (048)",6079,1086,1419,1292,931,630,721
"Católica (049)",3948,724,935,849,611,401,428
"Cristiana/Evangélica (050)",1353,224,261,280,217,157,214
"Otra (051)",252,48,58,49,39,24,34
"Ninguna (052)",526,90,165,114,64,48,45
