"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia PASCO (000)",133128,6440,1226,41704,53100,5856,5628,7580,11594
"Hombres (001)",67858,1551,631,19811,29491,3120,3106,3976,6172
"Mujeres (002)",65270,4889,595,21893,23609,2736,2522,3604,5422
"PEA (003)",52619,1723,50,9783,22489,2711,4044,2925,8894
"Hombres (004)",38292,870,35,6974,18069,2050,2743,2143,5408
"Mujeres (005)",14327,853,15,2809,4420,661,1301,782,3486
"Ocupada (006)",49019,1578,42,9275,20686,2521,3780,2748,8389
"Hombres (007)",35763,780,30,6605,16690,1916,2575,2017,5150
"Mujeres (008)",13256,798,12,2670,3996,605,1205,731,3239
"Desocupada (009)",3600,145,8,508,1803,190,264,177,505
"Hombres (010)",2529,90,5,369,1379,134,168,126,258
"Mujeres (011)",1071,55,3,139,424,56,96,51,247
"No PEA (012)",80509,4717,1176,31921,30611,3145,1584,4655,2700
"Hombres (013)",29566,681,596,12837,11422,1070,363,1833,764
"Mujeres (014)",50943,4036,580,19084,19189,2075,1221,2822,1936
,,,,,,,,,
"URBANA (018)",101460,3835,931,28643,40294,4984,4973,6894,10906
"Hombres (019)",50960,809,489,13229,21953,2586,2622,3585,5687
"Mujeres (020)",50500,3026,442,15414,18341,2398,2351,3309,5219
"PEA (021)",40339,907,34,5745,16818,2310,3508,2700,8317
"Hombres (022)",28272,383,25,3754,13185,1709,2297,1958,4961
"Mujeres (023)",12067,524,9,1991,3633,601,1211,742,3356
"Ocupada (024)",37525,819,29,5412,15482,2144,3263,2536,7840
"Hombres (025)",26318,334,23,3519,12142,1592,2142,1843,4723
"Mujeres (026)",11207,485,6,1893,3340,552,1121,693,3117
"Desocupada (027)",2814,88,5,333,1336,166,245,164,477
"Hombres (028)",1954,49,2,235,1043,117,155,115,238
"Mujeres (029)",860,39,3,98,293,49,90,49,239
"No PEA (030)",61121,2928,897,22898,23476,2674,1465,4194,2589
"Hombres (031)",22688,426,464,9475,8768,877,325,1627,726
"Mujeres (032)",38433,2502,433,13423,14708,1797,1140,2567,1863
,,,,,,,,,
"RURAL (036)",31668,2605,295,13061,12806,872,655,686,688
"Hombres (037)",16898,742,142,6582,7538,534,484,391,485
"Mujeres (038)",14770,1863,153,6479,5268,338,171,295,203
"PEA (039)",12280,816,16,4038,5671,401,536,225,577
"Hombres (040)",10020,487,10,3220,4884,341,446,185,447
"Mujeres (041)",2260,329,6,818,787,60,90,40,130
"Ocupada (042)",11494,759,13,3863,5204,377,517,212,549
"Hombres (043)",9445,446,7,3086,4548,324,433,174,427
"Mujeres (044)",2049,313,6,777,656,53,84,38,122
"Desocupada (045)",786,57,3,175,467,24,19,13,28
"Hombres (046)",575,41,3,134,336,17,13,11,20
"Mujeres (047)",211,16,,41,131,7,6,2,8
"No PEA (048)",19388,1789,279,9023,7135,471,119,461,111
"Hombres (049)",6878,255,132,3362,2654,193,38,206,38
"Mujeres (050)",12510,1534,147,5661,4481,278,81,255,73
