"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia CUSCO (000)",105211,89594,250,23466,24592,16814,15658,6206,2082,526,15617,254261
"De 12 a 14 años (001)",169,59,2,45,12,,,,,,110,69
"De 15 a 19 años (002)",1722,1304,11,1132,125,31,5,,,,418,1495
"De 20 a 24 años (003)",11561,6371,47,4756,1321,187,46,14,,,5190,8243
"De 25 a 29 años (004)",15381,10597,31,5648,3524,1066,294,23,11,,4784,17358
"De 30 a 34 años (005)",14429,12460,24,4224,4846,2157,1058,132,10,9,1969,25909
"De 35 a 39 años (006)",13271,12307,17,2541,4525,2947,1863,357,53,4,964,31170
"De 40 a 44 años (007)",11198,10641,21,1453,3392,2825,2212,567,146,25,557,31339
"De 45 a 49 años (008)",9330,8988,16,1056,2433,2303,2172,754,208,46,342,29338
"De 50 y más años (009)",28150,26867,81,2611,4414,5298,8008,4359,1654,442,1283,109340
"PEA (010)",57122,48334,136,13998,14445,9164,7283,2452,688,168,8788,125172
"De 12 a 14 años (011)",25,12,1,11,,,,,,,13,11
"De 15 a 19 años (012)",649,505,6,446,39,12,2,,,,144,568
"De 20 a 24 años (013)",5489,2955,21,2293,555,66,16,4,,,2534,3698
"De 25 a 29 años (014)",8991,5839,20,3410,1784,496,109,12,8,,3152,9065
"De 30 a 34 años (015)",8976,7513,15,2929,2829,1159,500,70,5,6,1463,14737
"De 35 a 39 años (016)",8618,7947,10,1891,3018,1779,1060,170,17,2,671,19031
"De 40 a 44 años (017)",7481,7146,14,1119,2445,1868,1310,314,64,12,335,19895
"De 45 a 49 años (018)",6046,5854,12,791,1740,1499,1317,384,91,20,192,17888
"De 50 y más años (019)",10847,10563,37,1108,2035,2285,2969,1498,503,128,284,40279
