"CUADRO Nº 9: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA",,,,,,,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)","CAMIÓN-CISTERNA U OTRO SIMILAR",POZO,"RÍO, ACEQUIA, MANANTIAL O SIMILAR",VECINO,OTRO
,,,,,,,,,
"Provincia CONCEPCION",,,,,,,,,
"Viviendas particulares (001)",14130,6782,469,209,,800,5265,497,108
"Ocupantes presentes (002)",59074,28780,2174,775,,3324,21747,1902,372
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",13827,6706,445,201,,783,5098,491,103
"Ocupantes presentes (005)",57551,28358,1995,754,,3261,20956,1880,347
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",8,7,1,,,,,,
"Ocupantes presentes (008)",26,22,4,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",58,39,17,,,,,2,
"Ocupantes presentes (011)",398,250,141,,,,,7,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",49,27,4,7,,,6,2,3
"Ocupantes presentes (014)",220,133,19,18,,,34,3,13
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",177,,,,,17,158,,2
"Ocupantes presentes (017)",822,,,,,63,747,,12
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",4,,1,1,,,1,1,
"Ocupantes presentes (020)",14,,4,3,,,4,3,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",7,3,1,,,,2,1,
"Ocupantes presentes (023)",43,17,11,,,,6,9,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",7170,5276,269,94,,161,1004,288,78
"Ocupantes presentes (029)",30262,22646,1322,323,,651,3990,1064,266
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",7045,5200,245,86,,161,996,282,75
"Ocupantes presentes (032)",29562,22224,1143,302,,651,3947,1042,253
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",8,7,1,,,,,,
"Ocupantes presentes (035)",26,22,4,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",58,39,17,,,,,2,
"Ocupantes presentes (038)",398,250,141,,,,,7,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",49,27,4,7,,,6,2,3
"Ocupantes presentes (041)",220,133,19,18,,,34,3,13
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",4,,1,1,,,1,1,
"Ocupantes presentes (047)",14,,4,3,,,4,3,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",6,3,1,,,,1,1,
"Ocupantes presentes (050)",42,17,11,,,,5,9,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",6960,1506,200,115,,639,4261,209,30
"Ocupantes presentes (056)",28812,6134,852,452,,2673,17757,838,106
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",6782,1506,200,115,,622,4102,209,28
"Ocupantes presentes (059)",27989,6134,852,452,,2610,17009,838,94
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",177,,,,,17,158,,2
"Ocupantes presentes (071)",822,,,,,63,747,,12
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",1,,,,,,1,,
"Ocupantes presentes (077)",1,,,,,,1,,
"Otro tipo",,,,,,,,,
