"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia ACOMAYO (000)",25449,12029,1189,352,11898
"Sin Nivel (001)",5549,2566,109,51,2830
"Educación Inicial (002)",984,823,29,11,122
"Primaria (003)",11873,6472,368,129,4912
"Secundaria (004)",5643,2060,282,80,3223
"Sup. no Univ. Incompleta (005)",401,46,48,10,297
"Sup. no Univ. Completa (006)",544,33,170,40,302
"Sup. Univ. Incompleta (007)",159,6,31,9,113
"Sup. Univ. Completa (008)",296,23,152,22,99
"Hombres (010)",12555,5858,655,213,5846
"Sin Nivel (011)",1578,924,40,21,600
"Educación Inicial (012)",490,420,17,4,49
"Primaria (013)",6154,3282,173,77,2629
"Secundaria (014)",3420,1162,169,49,2042
"Sup. no Univ. Incompleta (015)",255,35,32,6,182
"Sup. no Univ. Completa (016)",360,17,102,33,209
"Sup. Univ. Incompleta (017)",104,4,22,7,71
"Sup. Univ. Completa (018)",194,14,100,16,64
"Mujeres (020)",12894,6171,534,139,6052
"Sin Nivel (021)",3971,1642,69,30,2230
"Educación Inicial (022)",494,403,12,7,73
"Primaria (023)",5719,3190,195,52,2283
"Secundaria (024)",2223,898,113,31,1181
"Sup. no Univ. Incompleta (025)",146,11,16,4,115
"Sup. no Univ. Completa (026)",184,16,68,7,93
"Sup. Univ. Incompleta (027)",55,2,9,2,42
"Sup. Univ. Completa (028)",102,9,52,6,35
,,,,,
"URBANA (030)",13549,5273,959,289,7038
"Sin Nivel (031)",2695,992,81,42,1583
"Educación Inicial (032)",512,402,26,8,76
"Primaria (033)",5948,2755,294,99,2806
"Secundaria (034)",3306,1054,228,62,1963
"Sup. no Univ. Incompleta (035)",299,30,33,9,227
"Sup. no Univ. Completa (036)",429,21,145,39,224
"Sup. Univ. Incompleta (037)",116,3,26,9,78
"Sup. Univ. Completa (038)",244,16,126,21,81
"Hombres (040)",6645,2598,522,174,3360
"Sin Nivel (041)",745,383,31,18,316
"Educación Inicial (042)",257,208,15,2,32
"Primaria (043)",3018,1407,140,60,1416
"Secundaria (044)",1938,558,139,34,1208
"Sup. no Univ. Incompleta (045)",183,22,19,5,137
"Sup. no Univ. Completa (046)",277,9,83,32,153
"Sup. Univ. Incompleta (047)",75,2,18,7,48
"Sup. Univ. Completa (048)",152,9,77,16,50
"Mujeres (050)",6904,2675,437,115,3678
"Sin Nivel (051)",1950,609,50,24,1267
"Educación Inicial (052)",255,194,11,6,44
"Primaria (053)",2930,1348,154,39,1390
"Secundaria (054)",1368,496,89,28,755
"Sup. no Univ. Incompleta (055)",116,8,14,4,90
"Sup. no Univ. Completa (056)",152,12,62,7,71
"Sup. Univ. Incompleta (057)",41,1,8,2,30
"Sup. Univ. Completa (058)",92,7,49,5,31
,,,,,
"RURAL (060)",11900,6756,230,63,4860
"Sin Nivel (061)",2854,1574,28,9,1247
"Educación Inicial (062)",472,421,3,3,46
"Primaria (063)",5925,3717,74,30,2106
"Secundaria (064)",2337,1006,54,18,1260
"Sup. no Univ. Incompleta (065)",102,16,15,1,70
"Sup. no Univ. Completa (066)",115,12,25,1,78
"Sup. Univ. Incompleta (067)",43,3,5,,35
"Sup. Univ. Completa (068)",52,7,26,1,18
"Hombres (070)",5910,3260,133,39,2486
"Sin Nivel (071)",833,541,9,3,284
"Educación Inicial (072)",233,212,2,2,17
"Primaria (073)",3136,1875,33,17,1213
"Secundaria (074)",1482,604,30,15,834
"Sup. no Univ. Incompleta (075)",72,13,13,1,45
"Sup. no Univ. Completa (076)",83,8,19,1,56
"Sup. Univ. Incompleta (077)",29,2,4,,23
"Sup. Univ. Completa (078)",42,5,23,,14
"Mujeres (080)",5990,3496,97,24,2374
"Sin Nivel (081)",2021,1033,19,6,963
"Educación Inicial (082)",239,209,1,1,29
"Primaria (083)",2789,1842,41,13,893
"Secundaria (084)",855,402,24,3,426
"Sup. no Univ. Incompleta (085)",30,3,2,,25
"Sup. no Univ. Completa (086)",32,4,6,,22
"Sup. Univ. Incompleta (087)",14,1,1,,12
"Sup. Univ. Completa (088)",10,2,3,1,4
