"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia AMBO (000)",15878,14119,859,289,611
"Sin nivel (001)",1875,1796,67,6,6
"Educación inicial (002)",23,23,,,
"Primaria (003)",8376,7917,355,56,48
"Secundaria (004)",4093,3621,292,93,87
"Superior no univ. incompleta (005)",304,211,35,18,40
"Superior no univ. completa (006)",477,243,47,37,150
"Superior univ. incompleta (007)",188,120,15,18,35
"Superior univ. completa (008)",542,188,48,61,245
"De 06 a 14 años (010)",346,322,23,1,
"Sin nivel (011)",31,30,1,,
"Educación inicial (012)",5,5,,,
"Primaria (013)",247,232,15,,
"Secundaria (014)",63,55,7,1,
"De 15 a 29 años (020)",5022,4469,308,97,148
"Sin nivel (021)",253,241,12,,
"Educación inicial (022)",10,10,,,
"Primaria (023)",2254,2129,103,19,3
"Secundaria (024)",2013,1799,147,47,20
"Superior no univ. incompleta (025)",127,93,15,4,15
"Superior no univ. completa (026)",175,103,19,10,43
"Superior univ. incompleta (027)",67,48,4,5,10
"Superior univ. completa (028)",123,46,8,12,57
"De 30 a 44 años (030)",5175,4510,279,108,278
"Sin nivel (031)",463,442,12,3,6
"Educación inicial (032)",8,8,,,
"Primaria (033)",2777,2626,118,16,17
"Secundaria (034)",1277,1124,89,31,33
"Superior no univ. incompleta (035)",109,74,14,5,16
"Superior no univ. completa (036)",199,97,14,17,71
"Superior univ. incompleta (037)",79,46,10,8,15
"Superior univ. completa (038)",263,93,22,28,120
"De 45 a 64 años (040)",3995,3524,216,76,179
"Sin nivel (041)",660,627,31,2,
"Primaria (043)",2309,2166,100,18,25
"Secundaria (044)",682,589,46,14,33
"Superior no univ. incompleta (045)",64,40,6,9,9
"Superior no univ. completa (046)",94,34,14,10,36
"Superior univ. incompleta (047)",42,26,1,5,10
"Superior univ. completa (048)",144,42,18,18,66
"De 65 y más años (050)",1340,1294,33,7,6
"Sin nivel (051)",468,456,11,1,
"Primaria (053)",789,764,19,3,3
"Secundaria (054)",58,54,3,,1
"Superior no univ. incompleta (055)",4,4,,,
"Superior no univ. completa (056)",9,9,,,
"Superior univ. completa (058)",12,7,,3,2
,,,,,
"URBANA (060)",5083,3997,391,207,488
"Sin nivel (061)",341,316,20,3,2
"Educación inicial (062)",6,6,,,
