"CUADRO Nº 8: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia CONTUMAZA (000)",10166,214,3026,3390,2674,862
"Empleado (001)",1594,6,315,805,443,25
"Obrero (002)",2088,29,746,669,518,126
"Trabajador independiente (003)",4138,41,851,1333,1336,577
"Empleador o patrono (004)",119,,22,38,42,17
"Trabajador familiar no remunerado (005)",1124,95,558,247,158,66
"Trabajador del hogar (006)",167,7,77,45,32,6
"Desocupado (008)",936,36,457,253,145,45
"Hombres (009)",8013,163,2414,2555,2123,758
"Empleado (010)",881,3,172,421,266,19
"Obrero (011)",1921,28,710,595,476,112
"Trabajador independiente (012)",3400,28,668,1089,1095,520
"Empleador o patrono (013)",106,,20,34,35,17
"Trabajador familiar no remunerado (014)",925,80,488,196,114,47
"Trabajador del hogar (015)",2,,1,,1,
"Desocupado (017)",778,24,355,220,136,43
"Mujeres (018)",2153,51,612,835,551,104
"Empleado (019)",713,3,143,384,177,6
"Obrero (020)",167,1,36,74,42,14
"Trabajador independiente (021)",738,13,183,244,241,57
"Empleador o patrono (022)",13,,2,4,7,
"Trabajador familiar no remunerado (023)",199,15,70,51,44,19
"Trabajador del hogar (024)",165,7,76,45,31,6
"Desocupado (026)",158,12,102,33,9,2
,,,,,,
"URBANA (027)",4839,43,1240,1805,1425,326
"Empleado (028)",1432,6,272,722,410,22
"Obrero (029)",984,11,318,330,271,54
"Trabajador independiente (030)",1632,7,303,535,589,198
"Empleador o patrono (031)",75,,13,21,31,10
"Trabajador familiar no remunerado (032)",214,9,83,53,47,22
"Trabajador del hogar (033)",127,6,56,37,24,4
"Desocupado (035)",375,4,195,107,53,16
"Hombres (036)",3262,30,857,1130,981,264
"Empleado (037)",784,3,152,371,242,16
"Obrero (038)",868,11,297,270,243,47
"Trabajador independiente (039)",1135,6,212,355,400,162
"Empleador o patrono (040)",64,,11,19,24,10
"Trabajador familiar no remunerado (041)",131,7,52,32,26,14
"Trabajador del hogar (042)",1,,1,,,
"Desocupado (044)",279,3,132,83,46,15
"Mujeres (045)",1577,13,383,675,444,62
"Empleado (046)",648,3,120,351,168,6
"Obrero (047)",116,,21,60,28,7
"Trabajador independiente (048)",497,1,91,180,189,36
"Empleador o patrono (049)",11,,2,2,7,
"Trabajador familiar no remunerado (050)",83,2,31,21,21,8
"Trabajador del hogar (051)",126,6,55,37,24,4
"Desocupado (053)",96,1,63,24,7,1
,,,,,,
"RURAL (054)",5327,171,1786,1585,1249,536
"Empleado (055)",162,,43,83,33,3
"Obrero (056)",1104,18,428,339,247,72
"Trabajador independiente (057)",2506,34,548,798,747,379
"Empleador o patrono (058)",44,,9,17,11,7
"Trabajador familiar no remunerado (059)",910,86,475,194,111,44
"Trabajador del hogar (060)",40,1,21,8,8,2
"Desocupado (062)",561,32,262,146,92,29
"Hombres (063)",4751,133,1557,1425,1142,494
"Empleado (064)",97,,20,50,24,3
"Obrero (065)",1053,17,413,325,233,65
"Trabajador independiente (066)",2265,22,456,734,695,358
"Empleador o patrono (067)",42,,9,15,11,7
"Trabajador familiar no remunerado (068)",794,73,436,164,88,33
"Trabajador del hogar (069)",1,,,,1,
"Desocupado (071)",499,21,223,137,90,28
"Mujeres (072)",576,38,229,160,107,42
"Empleado (073)",65,,23,33,9,
"Obrero (074)",51,1,15,14,14,7
"Trabajador independiente (075)",241,12,92,64,52,21
"Empleador o patrono (076)",2,,,2,,
"Trabajador familiar no remunerado (077)",116,13,39,30,23,11
"Trabajador del hogar (078)",39,1,21,8,7,2
"Desocupado (080)",62,11,39,9,2,1
