"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia CASTROVIRREYNA (000)",18472,318,6235,3751,3413,2858,1897
"Jefe o Jefa (001)",6049,,23,849,2001,1830,1346
"Esposa(o) / compañera(o) (002)",2563,,8,510,917,777,351
"Hijo(a) / hijastro(a) (003)",7725,252,5256,1843,270,96,8
"Yerno / nuera (004)",111,,2,69,29,11,
"Nieto(a) (005)",773,47,589,125,12,,
"Padres / suegros (006)",141,,,,1,19,121
"Otro(a) pariente (007)",888,18,323,274,126,98,49
"Trabajador(a) del hogar (008)",20,,2,13,5,,
"Pensionistas (009)",3,,,,2,1,
"Otro(a) no pariente (010)",199,1,32,68,50,26,22
"Hombres (011)",9327,182,3157,1924,1799,1434,831
"Jefe o Jefa (012)",3987,,8,563,1436,1235,745
"Esposa(o) / compañera(o) (013)",195,,3,46,64,58,24
"Hijo(a) / hijastro(a) (014)",3972,142,2627,994,154,54,1
"Yerno / nuera (015)",60,,1,32,20,7,
"Nieto(a) (016)",442,27,334,75,6,,
"Padres / suegros (017)",33,,,,,3,30
"Otro(a) pariente (018)",513,13,167,172,81,57,23
"Trabajador(a) del hogar (019)",9,,2,5,2,,
"Pensionistas (020)",3,,,,2,1,
"Otro(a) no pariente (021)",113,,15,37,34,19,8
"Mujeres (022)",9145,136,3078,1827,1614,1424,1066
"Jefe o Jefa (023)",2062,,15,286,565,595,601
"Esposa(o) / compañera(o) (024)",2368,,5,464,853,719,327
"Hijo(a) / hijastro(a) (025)",3753,110,2629,849,116,42,7
"Yerno / nuera (026)",51,,1,37,9,4,
"Nieto(a) (027)",331,20,255,50,6,,
"Padres / suegros (028)",108,,,,1,16,91
"Otro(a) pariente (029)",375,5,156,102,45,41,26
"Trabajador(a) del hogar (030)",11,,,8,3,,
"Otro(a) no pariente (032)",86,1,17,31,16,7,14
,,,,,,,
"URBANA (033)",5542,86,1586,1307,1145,888,530
"Jefe o Jefa (034)",1941,,8,334,624,588,387
"Esposa(o) / compañera(o) (035)",683,,2,133,281,192,75
"Hijo(a) / hijastro(a) (036)",2019,67,1242,565,104,38,3
"Yerno / nuera (037)",48,,,24,20,4,
"Nieto(a) (038)",273,14,195,62,2,,
"Padres / suegros (039)",48,,,,1,7,40
"Otro(a) pariente (040)",420,5,121,143,84,50,17
"Trabajador(a) del hogar (041)",13,,2,8,3,,
"Otro(a) no pariente (043)",97,,16,38,26,9,8
"Hombres (044)",2839,47,783,707,599,470,233
"Jefe o Jefa (045)",1256,,2,230,439,379,206
"Esposa(o) / compañera(o) (046)",68,,,17,21,23,7
"Hijo(a) / hijastro(a) (047)",1007,38,598,295,55,21,
"Yerno / nuera (048)",30,,,15,12,3,
"Nieto(a) (049)",159,7,115,36,1,,
"Padres / suegros (050)",8,,,,,1,7
"Otro(a) pariente (051)",252,2,58,91,56,35,10
"Trabajador(a) del hogar (052)",5,,2,3,,,
"Otro(a) no pariente (054)",54,,8,20,15,8,3
"Mujeres (055)",2703,39,803,600,546,418,297
"Jefe o Jefa (056)",685,,6,104,185,209,181
"Esposa(o) / compañera(o) (057)",615,,2,116,260,169,68
"Hijo(a) / hijastro(a) (058)",1012,29,644,270,49,17,3
"Yerno / nuera (059)",18,,,9,8,1,
"Nieto(a) (060)",114,7,80,26,1,,
"Padres / suegros (061)",40,,,,1,6,33
"Otro(a) pariente (062)",168,3,63,52,28,15,7
"Trabajador(a) del hogar (063)",8,,,5,3,,
"Otro(a) no pariente (065)",43,,8,18,11,1,5
,,,,,,,
"RURAL (066)",12930,232,4649,2444,2268,1970,1367
"Jefe o Jefa (067)",4108,,15,515,1377,1242,959
"Esposa(o) / compañera(o) (068)",1880,,6,377,636,585,276
"Hijo(a) / hijastro(a) (069)",5706,185,4014,1278,166,58,5
"Yerno / nuera (070)",63,,2,45,9,7,
"Nieto(a) (071)",500,33,394,63,10,,
"Padres / suegros (072)",93,,,,,12,81
"Otro(a) pariente (073)",468,13,202,131,42,48,32
"Trabajador(a) del hogar (074)",7,,,5,2,,
"Pensionistas (075)",3,,,,2,1,
"Otro(a) no pariente (076)",102,1,16,30,24,17,14
"Hombres (077)",6488,135,2374,1217,1200,964,598
"Jefe o Jefa (078)",2731,,6,333,997,856,539
"Esposa(o) / compañera(o) (079)",127,,3,29,43,35,17
"Hijo(a) / hijastro(a) (080)",2965,104,2029,699,99,33,1
"Yerno / nuera (081)",30,,1,17,8,4,
"Nieto(a) (082)",283,20,219,39,5,,
"Padres / suegros (083)",25,,,,,2,23
"Otro(a) pariente (084)",261,11,109,81,25,22,13
"Trabajador(a) del hogar (085)",4,,,2,2,,
"Pensionistas (086)",3,,,,2,1,
"Otro(a) no pariente (087)",59,,7,17,19,11,5
"Mujeres (088)",6442,97,2275,1227,1068,1006,769
"Jefe o Jefa (089)",1377,,9,182,380,386,420
"Esposa(o) / compañera(o) (090)",1753,,3,348,593,550,259
"Hijo(a) / hijastro(a) (091)",2741,81,1985,579,67,25,4
"Yerno / nuera (092)",33,,1,28,1,3,
"Nieto(a) (093)",217,13,175,24,5,,
"Padres / suegros (094)",68,,,,,10,58
"Otro(a) pariente (095)",207,2,93,50,17,26,19
"Trabajador(a) del hogar (096)",3,,,3,,,
"Otro(a) no pariente (098)",43,1,9,13,5,6,9
