"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia VICTOR FAJARDO (000)",18906,2913,2715,3147,2870,2255,5006
"Católica (001)",16596,2567,2403,2767,2530,1994,4335
"Cristiana/Evangélica (002)",1947,280,252,318,277,226,594
"Otra (003)",176,19,20,23,35,20,59
"Ninguna (004)",187,47,40,39,28,15,18
"Hombres (006)",9015,1487,1388,1577,1423,1039,2101
"Católica (007)",7941,1313,1246,1390,1261,919,1812
"Cristiana/Evangélica (008)",880,143,114,148,123,97,255
"Otra (009)",75,6,5,9,20,11,24
"Ninguna (010)",119,25,23,30,19,12,10
"Mujeres (012)",9891,1426,1327,1570,1447,1216,2905
"Católica (013)",8655,1254,1157,1377,1269,1075,2523
"Cristiana/Evangélica (014)",1067,137,138,170,154,129,339
"Otra (015)",101,13,15,14,15,9,35
"Ninguna (016)",68,22,17,9,9,3,8
,,,,,,,
"URBANA (018)",14176,2274,2057,2437,2209,1686,3513
"Católica (019)",12654,2036,1857,2182,1966,1522,3091
"Cristiana/Evangélica (020)",1284,194,159,211,198,142,380
"Otra (021)",93,10,11,13,22,9,28
"Ninguna (022)",145,34,30,31,23,13,14
"Hombres (024)",6831,1159,1074,1247,1095,783,1473
"Católica (025)",6098,1043,977,1110,977,705,1286
"Cristiana/Evangélica (026)",598,98,77,104,90,61,168
"Otra (027)",43,3,3,7,12,6,12
"Ninguna (028)",92,15,17,26,16,11,7
"Mujeres (030)",7345,1115,983,1190,1114,903,2040
"Católica (031)",6556,993,880,1072,989,817,1805
"Cristiana/Evangélica (032)",686,96,82,107,108,81,212
"Otra (033)",50,7,8,6,10,3,16
"Ninguna (034)",53,19,13,5,7,2,7
,,,,,,,
"RURAL (036)",4730,639,658,710,661,569,1493
"Católica (037)",3942,531,546,585,564,472,1244
"Cristiana/Evangélica (038)",663,86,93,107,79,84,214
"Otra (039)",83,9,9,10,13,11,31
"Ninguna (040)",42,13,10,8,5,2,4
"Hombres (042)",2184,328,314,330,328,256,628
"Católica (043)",1843,270,269,280,284,214,526
"Cristiana/Evangélica (044)",282,45,37,44,33,36,87
"Otra (045)",32,3,2,2,8,5,12
"Ninguna (046)",27,10,6,4,3,1,3
"Mujeres (048)",2546,311,344,380,333,313,865
"Católica (049)",2099,261,277,305,280,258,718
"Cristiana/Evangélica (050)",381,41,56,63,46,48,127
"Otra (051)",51,6,7,8,5,6,19
"Ninguna (052)",15,3,4,4,2,1,1
