"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia NAZCA (000)",16357,107,406,1042,1830,3531,4725,4716
"De 12 a 14 años (001)",25,,,,,,1,24
"De 15 a 19 años (002)",377,,,,,,197,180
"De 20 a 24 años (003)",1642,,,,,9,823,810
"De 25 a 29 años (004)",2129,,,,,145,1139,845
"De 30 a 34 años (005)",2260,,,,,480,1138,642
"De 35 a 39 años (006)",1991,,,,31,722,837,401
"De 40 a 44 años (007)",1798,,,2,114,847,434,401
"De 45 a 49 años (008)",1430,,,6,333,689,128,274
"De 50 y más años (009)",4705,107,406,1034,1352,639,28,1139
"PEA (010)",6748,4,53,276,719,1815,1820,2061
"De 12 a 14 años (011)",2,,,,,,1,1
"De 15 a 19 años (012)",78,,,,,,39,39
"De 20 a 24 años (013)",562,,,,,8,238,316
"De 25 a 29 años (014)",925,,,,,78,415,432
"De 30 a 34 años (015)",1038,,,,,237,462,339
"De 35 a 39 años (016)",1009,,,,15,388,374,232
"De 40 a 44 años (017)",972,,,1,62,468,214,227
"De 45 a 49 años (018)",709,,,2,156,348,63,140
"De 50 y más años (019)",1453,4,53,273,486,288,14,335
"Ocupada (020)",6499,4,50,273,710,1761,1748,1953
"De 12 a 14 años (021)",2,,,,,,1,1
"De 15 a 19 años (022)",71,,,,,,35,36
"De 20 a 24 años (023)",515,,,,,8,225,282
"De 25 a 29 años (024)",876,,,,,73,397,406
"De 30 a 34 años (025)",991,,,,,226,441,324
"De 35 a 39 años (026)",978,,,,14,375,365,224
"De 40 a 44 años (027)",948,,,1,62,456,209,220
"De 45 a 49 años (028)",691,,,2,155,339,62,133
"De 50 y más años (029)",1427,4,50,270,479,284,13,327
"Desocupada (030)",249,,3,3,9,54,72,108
"De 15 a 19 años (032)",7,,,,,,4,3
"De 20 a 24 años (033)",47,,,,,,13,34
"De 25 a 29 años (034)",49,,,,,5,18,26
"De 30 a 34 años (035)",47,,,,,11,21,15
"De 35 a 39 años (036)",31,,,,1,13,9,8
"De 40 a 44 años (037)",24,,,,,12,5,7
"De 45 a 49 años (038)",18,,,,1,9,1,7
"De 50 y más años (039)",26,,3,3,7,4,1,8
"No PEA (040)",9609,103,353,766,1111,1716,2905,2655
"De 12 a 14 años (041)",23,,,,,,,23
"De 15 a 19 años (042)",299,,,,,,158,141
"De 20 a 24 años (043)",1080,,,,,1,585,494
"De 25 a 29 años (044)",1204,,,,,67,724,413
"De 30 a 34 años (045)",1222,,,,,243,676,303
"De 35 a 39 años (046)",982,,,,16,334,463,169
"De 40 a 44 años (047)",826,,,1,52,379,220,174
