"CUADRO Nº 31: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,,
,,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,,DESOCU-PADO
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA",
,,,,,,,,,,,,,
"Provincia MARISCAL LUZURIAGA (000)",4801,13,501,46,125,257,1603,91,147,1413,5,252,348
"Agric., ganadería, caza y silvicultura (001)",2636,,,,3,,1601,,3,1029,,,
"Pesca (002)",2,,,,,,2,,,,,,
"Industrias manufactureras (004)",89,,,3,1,,,82,1,2,,,
"Construcción (006)",266,,4,1,4,,,2,88,167,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (007)",243,,,4,1,199,,6,6,27,,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",3,,,,,,,3,,,,,
"Comercio al por mayor (009)",15,,,1,,14,,,,,,,
"Comercio al por menor (010)",225,,,3,1,185,,3,6,27,,,
"Hoteles y restaurantes (011)",66,,,2,,47,,,,17,,,
"Trans., almac. y comunicaciones (012)",52,,,3,2,2,,,42,3,,,
"Intermediación financiera (013)",1,,,,1,,,,,,,,
"Activid.inmobil., empres. y alquileres (014)",33,,9,4,8,,,,3,9,,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",122,11,7,4,65,,,,2,28,5,,
"Enseñanza (016)",478,2,450,1,22,,,,1,2,,,
"Servicios sociales y de salud (017)",56,,25,21,4,3,,1,1,1,,,
"Otras activ. serv.comun.soc y personales (018)",92,,6,3,14,6,,,,63,,,
"Hogares privados con servicio doméstico (019)",65,,,,,,,,,65,,,
"Actividad economica no especificada (021)",252,,,,,,,,,,,252,
"Desocupado (022)",348,,,,,,,,,,,,348
"Hombres (023)",3816,10,353,28,92,89,1538,76,144,1104,5,102,275
"Agric., ganadería, caza y silvicultura (024)",2387,,,,2,,1536,,2,847,,,
"Pesca (025)",2,,,,,,2,,,,,,
"Industrias manufactureras (027)",71,,,1,1,,,67,1,1,,,
"Construcción (029)",256,,4,1,4,,,2,86,159,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (030)",112,,,1,1,81,,6,6,17,,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",3,,,,,,,3,,,,,
"Comercio al por mayor (032)",6,,,,,6,,,,,,,
"Comercio al por menor (033)",103,,,1,1,75,,3,6,17,,,
"Hoteles y restaurantes (034)",6,,,1,,4,,,,1,,,
"Trans., almac. y comunicaciones (035)",51,,,2,2,2,,,42,3,,,
"Intermediación financiera (036)",1,,,,1,,,,,,,,
"Activid.inmobil., empres. y alquileres (037)",24,,6,2,6,,,,3,7,,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",97,8,7,3,47,,,,2,25,5,,
"Enseñanza (039)",342,2,321,,16,,,,1,2,,,
"Servicios sociales y de salud (040)",28,,10,14,1,1,,1,1,,,,
"Otras activ. serv.comun.soc y personales (041)",59,,5,3,11,1,,,,39,,,
"Hogares privados con servicio doméstico (042)",3,,,,,,,,,3,,,
"Actividad economica no especificada (044)",102,,,,,,,,,,,102,
"Desocupado (045)",275,,,,,,,,,,,,275
"Mujeres (046)",985,3,148,18,33,168,65,15,3,309,,150,73
"Agric., ganadería, caza y silvicultura (047)",249,,,,1,,65,,1,182,,,
"Industrias manufactureras (050)",18,,,2,,,,15,,1,,,
"Construcción (052)",10,,,,,,,,2,8,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (053)",131,,,3,,118,,,,10,,,
"Comercio al por mayor (055)",9,,,1,,8,,,,,,,
"Comercio al por menor (056)",122,,,2,,110,,,,10,,,
"Hoteles y restaurantes (057)",60,,,1,,43,,,,16,,,
"Trans., almac. y comunicaciones (058)",1,,,1,,,,,,,,,
"Activid.inmobil., empres. y alquileres (060)",9,,3,2,2,,,,,2,,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",25,3,,1,18,,,,,3,,,
"Enseñanza (062)",136,,129,1,6,,,,,,,,
"Servicios sociales y de salud (063)",28,,15,7,3,2,,,,1,,,
"Otras activ. serv.comun.soc y personales (064)",33,,1,,3,5,,,,24,,,
"Hogares privados con servicio doméstico (065)",62,,,,,,,,,62,,,
"Actividad economica no especificada (067)",150,,,,,,,,,,,150,
"Desocupado (068)",73,,,,,,,,,,,,73
,,,,,,,,,,,,,
"URBANA (069)",997,6,246,33,68,159,104,47,58,211,5,43,17
"Agric., ganadería, caza y silvicultura (070)",195,,,,,,104,,,91,,,
"Industrias manufactureras (073)",43,,,2,1,,,39,1,,,,
"Construcción (075)",63,,3,1,1,,,2,16,40,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (076)",147,,,3,,118,,5,6,15,,,
"Venta, mant.y rep. veh.autom.y motoc. (077)",3,,,,,,,3,,,,,
"Comercio al por mayor (078)",12,,,1,,11,,,,,,,
"Comercio al por menor (079)",132,,,2,,107,,2,6,15,,,
"Hoteles y restaurantes (080)",46,,,2,,33,,,,11,,,
"Trans., almac. y comunicaciones (081)",39,,,3,2,2,,,29,3,,,
"Intermediación financiera (082)",1,,,,1,,,,,,,,
"Activid.inmobil., empres. y alquileres (083)",22,,7,4,4,,,,3,4,,,
"Admin.pub. y defensa; p. segur.soc.afil (084)",67,5,5,2,39,,,,1,10,5,,
"Enseñanza (085)",219,1,206,1,10,,,,1,,,,
"Servicios sociales y de salud (086)",38,,19,13,3,1,,1,1,,,,
"Otras activ. serv.comun.soc y personales (087)",30,,6,2,7,5,,,,10,,,
"Hogares privados con servicio doméstico (088)",27,,,,,,,,,27,,,
"Actividad economica no especificada (090)",43,,,,,,,,,,,43,
"Desocupado (091)",17,,,,,,,,,,,,17
"Hombres (092)",653,4,167,17,43,46,97,41,58,147,5,17,11
"Agric., ganadería, caza y silvicultura (093)",177,,,,,,97,,,80,,,
"Industrias manufactureras (096)",35,,,,1,,,33,1,,,,
"Construcción (098)",60,,3,1,1,,,2,16,37,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (099)",62,,,1,,41,,5,6,9,,,
"Venta, mant.y rep. veh.autom.y motoc. (100)",3,,,,,,,3,,,,,
"Comercio al por mayor (101)",6,,,,,6,,,,,,,
"Comercio al por menor (102)",53,,,1,,35,,2,6,9,,,
"Hoteles y restaurantes (103)",5,,,1,,3,,,,1,,,
"Trans., almac. y comunicaciones (104)",38,,,2,2,2,,,29,3,,,
"Intermediación financiera (105)",1,,,,1,,,,,,,,
"Activid.inmobil., empres. y alquileres (106)",14,,4,2,2,,,,3,3,,,
"Admin.pub. y defensa; p. segur.soc.afil (107)",50,3,5,2,25,,,,1,9,5,,
"Enseñanza (108)",152,1,144,,6,,,,1,,,,
"Servicios sociales y de salud (109)",15,,6,6,1,,,1,1,,,,
"Otras activ. serv.comun.soc y personales (110)",14,,5,2,4,,,,,3,,,
"Hogares privados con servicio doméstico (111)",2,,,,,,,,,2,,,
"Actividad economica no especificada (113)",17,,,,,,,,,,,17,
"Desocupado (114)",11,,,,,,,,,,,,11
"Mujeres (115)",344,2,79,16,25,113,7,6,,64,,26,6
"Agric., ganadería, caza y silvicultura (116)",18,,,,,,7,,,11,,,
"Industrias manufactureras (119)",8,,,2,,,,6,,,,,
"Construcción (121)",3,,,,,,,,,3,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (122)",85,,,2,,77,,,,6,,,
"Comercio al por mayor (124)",6,,,1,,5,,,,,,,
"Comercio al por menor (125)",79,,,1,,72,,,,6,,,
"Hoteles y restaurantes (126)",41,,,1,,30,,,,10,,,
"Trans., almac. y comunicaciones (127)",1,,,1,,,,,,,,,
"Activid.inmobil., empres. y alquileres (129)",8,,3,2,2,,,,,1,,,
"Admin.pub. y defensa; p. segur.soc.afil (130)",17,2,,,14,,,,,1,,,
"Enseñanza (131)",67,,62,1,4,,,,,,,,
"Servicios sociales y de salud (132)",23,,13,7,2,1,,,,,,,
"Otras activ. serv.comun.soc y personales (133)",16,,1,,3,5,,,,7,,,
"Hogares privados con servicio doméstico (134)",25,,,,,,,,,25,,,
"Actividad economica no especificada (136)",26,,,,,,,,,,,26,
"Desocupado (137)",6,,,,,,,,,,,,6
,,,,,,,,,,,,,
"RURAL (138)",3804,7,255,13,57,98,1499,44,89,1202,,209,331
"Agric., ganadería, caza y silvicultura (139)",2441,,,,3,,1497,,3,938,,,
"Pesca (140)",2,,,,,,2,,,,,,
"Industrias manufactureras (142)",46,,,1,,,,43,,2,,,
"Construcción (144)",203,,1,,3,,,,72,127,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (145)",96,,,1,1,81,,1,,12,,,
"Comercio al por mayor (147)",3,,,,,3,,,,,,,
"Comercio al por menor (148)",93,,,1,1,78,,1,,12,,,
"Hoteles y restaurantes (149)",20,,,,,14,,,,6,,,
"Trans., almac. y comunicaciones (150)",13,,,,,,,,13,,,,
"Activid.inmobil., empres. y alquileres (152)",11,,2,,4,,,,,5,,,
"Admin.pub. y defensa; p. segur.soc.afil (153)",55,6,2,2,26,,,,1,18,,,
"Enseñanza (154)",259,1,244,,12,,,,,2,,,
"Servicios sociales y de salud (155)",18,,6,8,1,2,,,,1,,,
"Otras activ. serv.comun.soc y personales (156)",62,,,1,7,1,,,,53,,,
"Hogares privados con servicio doméstico (157)",38,,,,,,,,,38,,,
"Actividad economica no especificada (159)",209,,,,,,,,,,,209,
"Desocupado (160)",331,,,,,,,,,,,,331
"Hombres (161)",3163,6,186,11,49,43,1441,35,86,957,,85,264
"Agric., ganadería, caza y silvicultura (162)",2210,,,,2,,1439,,2,767,,,
"Pesca (163)",2,,,,,,2,,,,,,
"Industrias manufactureras (165)",36,,,1,,,,34,,1,,,
"Construcción (167)",196,,1,,3,,,,70,122,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (168)",50,,,,1,40,,1,,8,,,
"Comercio al por menor (171)",50,,,,1,40,,1,,8,,,
"Hoteles y restaurantes (172)",1,,,,,1,,,,,,,
"Trans., almac. y comunicaciones (173)",13,,,,,,,,13,,,,
"Activid.inmobil., empres. y alquileres (175)",10,,2,,4,,,,,4,,,
"Admin.pub. y defensa; p. segur.soc.afil (176)",47,5,2,1,22,,,,1,16,,,
"Enseñanza (177)",190,1,177,,10,,,,,2,,,
"Servicios sociales y de salud (178)",13,,4,8,,1,,,,,,,
"Otras activ. serv.comun.soc y personales (179)",45,,,1,7,1,,,,36,,,
"Hogares privados con servicio doméstico (180)",1,,,,,,,,,1,,,
"Actividad economica no especificada (182)",85,,,,,,,,,,,85,
