"CUADRO Nº 9: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA",,,,,,,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)","CAMIÓN-CISTERNA U OTRO SIMILAR",POZO,"RÍO, ACEQUIA, MANANTIAL O SIMILAR",VECINO,OTRO
,,,,,,,,,
"Provincia YUNGUYO",,,,,,,,,
"Viviendas particulares (001)",13233,4160,489,528,24,2605,4311,905,211
"Ocupantes presentes (002)",47148,15797,1593,1958,85,9177,15096,2921,521
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",12997,4129,485,520,24,2571,4206,889,173
"Ocupantes presentes (005)",46455,15681,1578,1935,85,9091,14755,2888,442
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",8,6,2,,,,,,
"Ocupantes presentes (008)",32,29,3,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",17,15,1,,,,,1,
"Ocupantes presentes (011)",61,55,5,,,,,1,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",12,8,1,1,,1,,1,
"Ocupantes presentes (014)",58,26,7,5,,10,,10,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",191,,,5,,32,102,14,38
"Ocupantes presentes (017)",527,,,16,,74,336,22,79
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",6,2,,2,,1,1,,
"Ocupantes presentes (023)",11,6,,2,,2,1,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",2,,,,,,2,,
"Ocupantes presentes (026)",4,,,,,,4,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",4466,2455,229,407,15,516,530,236,78
"Ocupantes presentes (029)",17145,9514,773,1541,64,1996,2255,799,203
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",4422,2424,225,404,15,515,527,234,78
"Ocupantes presentes (032)",16981,9398,758,1534,64,1986,2250,788,203
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",8,6,2,,,,,,
"Ocupantes presentes (035)",32,29,3,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",17,15,1,,,,,1,
"Ocupantes presentes (038)",61,55,5,,,,,1,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",12,8,1,1,,1,,1,
"Ocupantes presentes (041)",58,26,7,5,,10,,10,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",5,2,,2,,,1,,
"Ocupantes presentes (050)",9,6,,2,,,1,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (052)",2,,,,,,2,,
"Ocupantes presentes (053)",4,,,,,,4,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",8767,1705,260,121,9,2089,3781,669,133
"Ocupantes presentes (056)",30003,6283,820,417,21,7181,12841,2122,318
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",8575,1705,260,116,9,2056,3679,655,95
"Ocupantes presentes (059)",29474,6283,820,401,21,7105,12505,2100,239
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",191,,,5,,32,102,14,38
"Ocupantes presentes (071)",527,,,16,,74,336,22,79
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",1,,,,,1,,,
"Ocupantes presentes (077)",2,,,,,2,,,
"Otro tipo",,,,,,,,,
