"CUADRO Nº 10: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia MOHO (000)",7783,94,302,763,1106,1481,2029,2008
"De 12 a 14 años (001)",11,,,,,,,11
"De 15 a 19 años (002)",143,,,,,,79,64
"De 20 a 24 años (003)",459,,,,,,283,176
"De 25 a 29 años (004)",662,,,,,14,445,203
"De 30 a 34 años (005)",693,,,,,98,420,175
"De 35 a 39 años (006)",722,,,,5,215,362,140
"De 40 a 44 años (007)",697,,,,26,255,284,132
"De 45 a 49 años (008)",602,,,,77,298,124,103
"De 50 y más años (009)",3794,94,302,763,998,601,32,1004
"Sin nivel (010)",2614,72,212,523,547,347,145,768
"De 15 a 19 años (012)",4,,,,,,2,2
"De 20 a 24 años (013)",8,,,,,,2,6
"De 25 a 29 años (014)",26,,,,,2,18,6
"De 30 a 34 años (015)",35,,,,,5,18,12
"De 35 a 39 años (016)",62,,,,,16,30,16
"De 40 a 44 años (017)",116,,,,2,43,34,37
"De 45 a 49 años (018)",137,,,,17,53,31,36
"De 50 y más años (019)",2226,72,212,523,528,228,10,653
"Educacion Inicial (020)",16,,,,,,9,7
"De 15 a 19 años (022)",2,,,,,,1,1
"De 25 a 29 años (024)",2,,,,,,2,
"De 30 a 34 años (025)",11,,,,,,5,6
"De 35 a 39 años (026)",1,,,,,,1,
"Primaria (030)",3587,22,88,232,512,902,1113,718
"De 12 a 14 años (031)",4,,,,,,,4
"De 15 a 19 años (032)",40,,,,,,23,17
"De 20 a 24 años (033)",165,,,,,,102,63
"De 25 a 29 años (034)",286,,,,,5,209,72
"De 30 a 34 años (035)",368,,,,,58,245,65
"De 35 a 39 años (036)",437,,,,4,132,226,75
"De 40 a 44 años (037)",438,,,,18,150,207,63
"De 45 a 49 años (038)",390,,,,49,212,81,48
"De 50 y más años (039)",1459,22,88,232,441,345,20,311
"Secundaria (040)",1363,,1,6,38,201,693,424
"De 12 a 14 años (041)",7,,,,,,,7
"De 15 a 19 años (042)",95,,,,,,52,43
"De 20 a 24 años (043)",263,,,,,,172,91
"De 25 a 29 años (044)",314,,,,,7,199,108
"De 30 a 34 años (045)",238,,,,,30,134,74
"De 35 a 39 años (046)",189,,,,1,62,88,38
"De 40 a 44 años (047)",115,,,,6,50,37,22
"De 45 a 49 años (048)",60,,,,11,25,10,14
"De 50 y más años (049)",82,,1,6,20,27,1,27
"Sup. no Univ. incompleta (050)",50,,1,,,8,15,26
"De 15 a 19 años (052)",1,,,,,,1,
"De 20 a 24 años (053)",12,,,,,,3,9
"De 25 a 29 años (054)",6,,,,,,3,3
"De 30 a 34 años (055)",10,,,,,2,3,5
