"CUADRO Nº 36: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia CELENDIN (000)",1395,415,980
"De 14 a 29 años (001)",793,305,488
"De 30 a 44 años (002)",339,89,250
"De 45 a 64 años (003)",192,21,171
"De 65 y más años (004)",71,,71
"Hombres (005)",1032,309,723
"De 14 a 29 años (006)",555,217,338
"De 30 a 44 años (007)",262,72,190
"De 45 a 64 años (008)",157,20,137
"De 65 y más años (009)",58,,58
"Mujeres (010)",363,106,257
"De 14 a 29 años (011)",238,88,150
"De 30 a 44 años (012)",77,17,60
"De 45 a 64 años (013)",35,1,34
"De 65 y más años (014)",13,,13
,,,
"AREA URBANA (015)",448,121,327
"De 14 a 29 años (016)",237,90,147
"De 30 a 44 años (017)",125,27,98
"De 45 a 64 años (018)",66,4,62
"De 65 y más años (019)",20,,20
"Hombres (020)",316,74,242
"De 14 a 29 años (021)",148,53,95
"De 30 a 44 años (022)",95,17,78
"De 45 a 64 años (023)",55,4,51
"De 65 y más años (024)",18,,18
"Mujeres (025)",132,47,85
"De 14 a 29 años (026)",89,37,52
"De 30 a 44 años (027)",30,10,20
"De 45 a 64 años (028)",11,,11
"De 65 y más años (029)",2,,2
,,,
"AREA RURAL (030)",947,294,653
"De 14 a 29 años (031)",556,215,341
"De 30 a 44 años (032)",214,62,152
"De 45 a 64 años (033)",126,17,109
"De 65 y más años (034)",51,,51
"Hombres (035)",716,235,481
"De 14 a 29 años (036)",407,164,243
"De 30 a 44 años (037)",167,55,112
"De 45 a 64 años (038)",102,16,86
"De 65 y más años (039)",40,,40
"Mujeres (040)",231,59,172
"De 14 a 29 años (041)",149,51,98
"De 30 a 44 años (042)",47,7,40
"De 45 a 64 años (043)",24,1,23
"De 65 y más años (044)",11,,11
