"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia LUCANAS (000)",23580,18693,2541,1288,1058
"Agric., ganadería, caza y silvicultura (001)",11783,11213,499,61,10
"Pesca (002)",5,5,,,
"Explotación de minas y canteras (003)",2627,1447,724,323,133
"Industrias manufactureras (004)",522,406,49,41,26
"Suministro de electricidad, gas y agua (005)",32,4,,28,
"Construcción (006)",587,365,155,61,6
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",2417,2305,99,12,1
"Venta, mant.y rep. veh.autom y motoc. (008)",106,94,9,2,1
"Comercio al por mayor (009)",85,77,6,2,
"Comercio al por menor (010)",2226,2134,84,8,
"Hoteles y restaurantes (011)",587,538,48,1,
"Trans., almac. y comunicaciones (012)",663,552,54,34,23
"Intermediación financiera (013)",30,11,7,3,9
"Activid.inmobil., empres. y alquileres (014)",237,136,46,45,10
"Admin.pub. y defensa; p. segur soc.afil (015)",459,,,,459
"Enseñanza (016)",1933,512,720,595,106
"Servicios sociales y de salud (017)",399,115,18,17,249
"Otras activ. serv.comun.soc y personales (018)",204,166,20,15,3
"Hogares privados con servicio doméstico (019)",276,276,,,
"Actividad economica no especificada (021)",819,642,102,52,23
"Hombres (022)",16090,12517,1896,934,743
"Agric., ganadería, caza y silvicultura (023)",8547,8132,358,50,7
"Pesca (024)",5,5,,,
"Explotación de minas y canteras (025)",2492,1345,702,315,130
"Industrias manufactureras (026)",391,326,33,21,11
"Suministro de electricidad, gas y agua (027)",27,4,,23,
"Construcción (028)",567,354,151,58,4
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",1033,961,63,8,1
"Venta, mant.y rep. veh.autom y motoc. (030)",95,83,9,2,1
"Comercio al por mayor (031)",48,41,6,1,
"Comercio al por menor (032)",890,837,48,5,
"Hoteles y restaurantes (033)",100,88,12,,
"Trans., almac. y comunicaciones (034)",631,524,54,30,23
"Intermediación financiera (035)",18,9,4,1,4
"Activid.inmobil., empres. y alquileres (036)",188,106,38,36,8
"Admin.pub. y defensa; p. segur soc.afil (037)",369,,,,369
"Enseñanza (038)",962,176,386,340,60
"Servicios sociales y de salud (039)",170,52,5,6,107
"Otras activ. serv.comun.soc y personales (040)",128,97,18,12,1
"Hogares privados con servicio doméstico (041)",32,32,,,
"Actividad economica no especificada (043)",430,306,72,34,18
