"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia ISLAY (000)",14852,212,565,1149,1884,2966,4154,3922
"De 12 a 14 años (001)",11,,,,,,1,10
"De 15 a 19 años (002)",235,,,,,,126,109
"De 20 a 24 años (003)",1138,,,,,3,593,542
"De 25 a 29 años (004)",1728,,,,,95,1059,574
"De 30 a 34 años (005)",1903,,,,1,365,1062,475
"De 35 a 39 años (006)",1793,,,,28,652,770,343
"De 40 a 44 años (007)",1631,,,1,159,732,401,338
"De 45 a 49 años (008)",1391,,,24,364,628,122,253
"De 50 y más años (009)",5022,212,565,1124,1332,491,20,1278
"PEA (010)",6696,12,63,286,874,1674,1907,1880
"De 12 a 14 años (011)",2,,,,,,1,1
"De 15 a 19 años (012)",64,,,,,,37,27
"De 20 a 24 años (013)",489,,,,,1,226,262
"De 25 a 29 años (014)",819,,,,,51,457,311
"De 30 a 34 años (015)",970,,,,,203,503,264
"De 35 a 39 años (016)",1003,,,,24,397,384,198
"De 40 a 44 años (017)",923,,,1,90,406,223,203
"De 45 a 49 años (018)",762,,,15,200,342,66,139
"De 50 y más años (019)",1664,12,63,270,560,274,10,475
"Ocupada (020)",6383,12,62,282,836,1599,1805,1787
"De 12 a 14 años (021)",1,,,,,,,1
"De 15 a 19 años (022)",60,,,,,,33,27
"De 20 a 24 años (023)",442,,,,,1,207,234
"De 25 a 29 años (024)",759,,,,,46,422,291
"De 30 a 34 años (025)",923,,,,,189,485,249
"De 35 a 39 años (026)",963,,,,24,381,368,190
"De 40 a 44 años (027)",894,,,1,85,397,217,194
"De 45 a 49 años (028)",730,,,15,190,328,63,134
"De 50 y más años (029)",1611,12,62,266,537,257,10,467
"Desocupada (030)",313,,1,4,38,75,102,93
"De 12 a 14 años (031)",1,,,,,,1,
"De 15 a 19 años (032)",4,,,,,,4,
"De 20 a 24 años (033)",47,,,,,,19,28
"De 25 a 29 años (034)",60,,,,,5,35,20
"De 30 a 34 años (035)",47,,,,,14,18,15
"De 35 a 39 años (036)",40,,,,,16,16,8
"De 40 a 44 años (037)",29,,,,5,9,6,9
"De 45 a 49 años (038)",32,,,,10,14,3,5
"De 50 y más años (039)",53,,1,4,23,17,,8
"No PEA (040)",8156,200,502,863,1010,1292,2247,2042
"De 12 a 14 años (041)",9,,,,,,,9
"De 15 a 19 años (042)",171,,,,,,89,82
"De 20 a 24 años (043)",649,,,,,2,367,280
"De 25 a 29 años (044)",909,,,,,44,602,263
"De 30 a 34 años (045)",933,,,,1,162,559,211
"De 35 a 39 años (046)",790,,,,4,255,386,145
"De 40 a 44 años (047)",708,,,,69,326,178,135
