"CUADRO Nº 1: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia MARAÑON (000)",22277,6913,6343,4404,3334,1283
"Hombres (001)",11484,3631,3263,2242,1724,624
"Mujeres (002)",10793,3282,3080,2162,1610,659
"PEA (003)",6389,94,2107,2247,1556,385
"Hombres (004)",5467,73,1765,1919,1373,337
"Mujeres (005)",922,21,342,328,183,48
"Ocupada (006)",6180,88,1992,2188,1531,381
"Hombres (007)",5300,70,1681,1867,1349,333
"Mujeres (008)",880,18,311,321,182,48
"Desocupada (009)",209,6,115,59,25,4
"Hombres (010)",167,3,84,52,24,4
"Mujeres (011)",42,3,31,7,1,
"No PEA (012)",15888,6819,4236,2157,1778,898
"Hombres (013)",6017,3558,1498,323,351,287
"Mujeres (014)",9871,3261,2738,1834,1427,611
,,,,,,
"URBANA (018)",3524,1011,1009,801,497,206
"Hombres (019)",1832,536,513,417,269,97
"Mujeres (020)",1692,475,496,384,228,109
"PEA (021)",1252,18,345,521,295,73
"Hombres (022)",883,12,223,361,226,61
"Mujeres (023)",369,6,122,160,69,12
"Ocupada (024)",1217,18,327,509,291,72
"Hombres (025)",857,12,212,351,222,60
"Mujeres (026)",360,6,115,158,69,12
"Desocupada (027)",35,,18,12,4,1
"Hombres (028)",26,,11,10,4,1
"Mujeres (029)",9,,7,2,,
"No PEA (030)",2272,993,664,280,202,133
"Hombres (031)",949,524,290,56,43,36
"Mujeres (032)",1323,469,374,224,159,97
,,,,,,
"RURAL (036)",18753,5902,5334,3603,2837,1077
"Hombres (037)",9652,3095,2750,1825,1455,527
"Mujeres (038)",9101,2807,2584,1778,1382,550
"PEA (039)",5137,76,1762,1726,1261,312
"Hombres (040)",4584,61,1542,1558,1147,276
"Mujeres (041)",553,15,220,168,114,36
"Ocupada (042)",4963,70,1665,1679,1240,309
"Hombres (043)",4443,58,1469,1516,1127,273
"Mujeres (044)",520,12,196,163,113,36
"Desocupada (045)",174,6,97,47,21,3
"Hombres (046)",141,3,73,42,20,3
"Mujeres (047)",33,3,24,5,1,
"No PEA (048)",13616,5826,3572,1877,1576,765
"Hombres (049)",5068,3034,1208,267,308,251
"Mujeres (050)",8548,2792,2364,1610,1268,514
